#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.119690E+08   0.119690E+08   0.159429E+08   0.159424E+08   0.119711E+08   0.119690E+08   0.119690E+08   0.119733E+08  -0.297594E+00   0.168539E+08   0.168539E+08   0.671894E+01   0.640151E+06  -0.635061E+00  -0.169449E+15
   0.109829E-04   0.119714E+08   0.119714E+08   0.159425E+08   0.159420E+08   0.119735E+08   0.119714E+08   0.119714E+08   0.119756E+08  -0.297652E+00   0.168547E+08   0.168547E+08   0.741871E+01   0.525034E+06  -0.634687E+00  -0.153468E+15
   0.121272E-04   0.119742E+08   0.119742E+08   0.159421E+08   0.159415E+08   0.119763E+08   0.119743E+08   0.119742E+08   0.119785E+08  -0.297724E+00   0.168557E+08   0.168557E+08   0.819132E+01   0.430614E+06  -0.634231E+00  -0.138996E+15
   0.133906E-04   0.119777E+08   0.119777E+08   0.159416E+08   0.159409E+08   0.119798E+08   0.119778E+08   0.119777E+08   0.119820E+08  -0.297810E+00   0.168570E+08   0.168570E+08   0.904431E+01   0.353172E+06  -0.633675E+00  -0.125891E+15
   0.147857E-04   0.119820E+08   0.119820E+08   0.159410E+08   0.159401E+08   0.119840E+08   0.119820E+08   0.119820E+08   0.119863E+08  -0.297916E+00   0.168584E+08   0.168584E+08   0.998603E+01   0.289653E+06  -0.632998E+00  -0.114023E+15
   0.163261E-04   0.119872E+08   0.119872E+08   0.159403E+08   0.159391E+08   0.119892E+08   0.119872E+08   0.119872E+08   0.119915E+08  -0.298045E+00   0.168603E+08   0.168603E+08   0.110257E+02   0.237556E+06  -0.632174E+00  -0.103276E+15
   0.180270E-04   0.119935E+08   0.119935E+08   0.159394E+08   0.159380E+08   0.119955E+08   0.119935E+08   0.119935E+08   0.119978E+08  -0.298202E+00   0.168625E+08   0.168625E+08   0.121734E+02   0.194826E+06  -0.631171E+00  -0.935437E+14
   0.199051E-04   0.120013E+08   0.120012E+08   0.159383E+08   0.159366E+08   0.120032E+08   0.120013E+08   0.120013E+08   0.120055E+08  -0.298394E+00   0.168652E+08   0.168652E+08   0.134403E+02   0.159779E+06  -0.629949E+00  -0.847313E+14
   0.219788E-04   0.120107E+08   0.120106E+08   0.159370E+08   0.159349E+08   0.120126E+08   0.120107E+08   0.120107E+08   0.120149E+08  -0.298627E+00   0.168685E+08   0.168685E+08   0.148388E+02   0.131033E+06  -0.628463E+00  -0.767517E+14
   0.242687E-04   0.120221E+08   0.120221E+08   0.159353E+08   0.159327E+08   0.120240E+08   0.120221E+08   0.120221E+08   0.120264E+08  -0.298911E+00   0.168725E+08   0.168725E+08   0.163824E+02   0.107456E+06  -0.626656E+00  -0.695265E+14
   0.267970E-04   0.120360E+08   0.120360E+08   0.159333E+08   0.159302E+08   0.120379E+08   0.120361E+08   0.120360E+08   0.120403E+08  -0.299258E+00   0.168774E+08   0.168774E+08   0.180859E+02   0.881180E+05  -0.624459E+00  -0.629847E+14
   0.295888E-04   0.120530E+08   0.120530E+08   0.159308E+08   0.159270E+08   0.120548E+08   0.120530E+08   0.120530E+08   0.120573E+08  -0.299679E+00   0.168834E+08   0.168834E+08   0.199658E+02   0.722572E+05  -0.621791E+00  -0.570621E+14
   0.326714E-04   0.120737E+08   0.120737E+08   0.159278E+08   0.159231E+08   0.120754E+08   0.120737E+08   0.120737E+08   0.120780E+08  -0.300192E+00   0.168906E+08   0.168906E+08   0.220401E+02   0.592482E+05  -0.618551E+00  -0.517003E+14
   0.360752E-04   0.120988E+08   0.120988E+08   0.159240E+08   0.159184E+08   0.121004E+08   0.120988E+08   0.120988E+08   0.121031E+08  -0.300816E+00   0.168994E+08   0.168994E+08   0.243285E+02   0.485782E+05  -0.614624E+00  -0.468466E+14
   0.398336E-04   0.121294E+08   0.121294E+08   0.159194E+08   0.159125E+08   0.121309E+08   0.121294E+08   0.121294E+08   0.121337E+08  -0.301575E+00   0.169101E+08   0.169101E+08   0.268526E+02   0.398267E+05  -0.609867E+00  -0.424534E+14
   0.439836E-04   0.121666E+08   0.121666E+08   0.159137E+08   0.159053E+08   0.121679E+08   0.121666E+08   0.121666E+08   0.121709E+08  -0.302498E+00   0.169231E+08   0.169231E+08   0.296360E+02   0.326487E+05  -0.604113E+00  -0.384773E+14
   0.485659E-04   0.122118E+08   0.122117E+08   0.159067E+08   0.158965E+08   0.122129E+08   0.122118E+08   0.122118E+08   0.122160E+08  -0.303619E+00   0.169388E+08   0.169388E+08   0.327045E+02   0.267613E+05  -0.597167E+00  -0.348793E+14
   0.536256E-04   0.122666E+08   0.122666E+08   0.158979E+08   0.158855E+08   0.122675E+08   0.122666E+08   0.122666E+08   0.122708E+08  -0.304980E+00   0.169579E+08   0.169579E+08   0.360861E+02   0.219325E+05  -0.588797E+00  -0.316240E+14
   0.592125E-04   0.123331E+08   0.123330E+08   0.158870E+08   0.158719E+08   0.123337E+08   0.123331E+08   0.123331E+08   0.123373E+08  -0.306630E+00   0.169811E+08   0.169811E+08   0.398111E+02   0.179720E+05  -0.578739E+00  -0.286792E+14
   0.653814E-04   0.124136E+08   0.124136E+08   0.158733E+08   0.158550E+08   0.124139E+08   0.124136E+08   0.124136E+08   0.124178E+08  -0.308629E+00   0.170090E+08   0.170090E+08   0.439124E+02   0.147235E+05  -0.566687E+00  -0.260160E+14
   0.721930E-04   0.125110E+08   0.125110E+08   0.158561E+08   0.158338E+08   0.125109E+08   0.125110E+08   0.125110E+08   0.125152E+08  -0.311047E+00   0.170427E+08   0.170427E+08   0.484249E+02   0.120591E+05  -0.552298E+00  -0.236080E+14
   0.797142E-04   0.126286E+08   0.126286E+08   0.158345E+08   0.158074E+08   0.126280E+08   0.126286E+08   0.126286E+08   0.126328E+08  -0.313966E+00   0.170832E+08   0.170832E+08   0.533860E+02   0.987377E+04  -0.535195E+00  -0.214314E+14
   0.880190E-04   0.127703E+08   0.127702E+08   0.158069E+08   0.157741E+08   0.127691E+08   0.127703E+08   0.127703E+08   0.127745E+08  -0.317483E+00   0.171319E+08   0.171319E+08   0.588351E+02   0.808137E+04  -0.514970E+00  -0.194646E+14
   0.971891E-04   0.129406E+08   0.129405E+08   0.157718E+08   0.157321E+08   0.129387E+08   0.129406E+08   0.129406E+08   0.129448E+08  -0.321710E+00   0.171901E+08   0.171901E+08   0.648132E+02   0.661127E+04  -0.491198E+00  -0.176879E+14
   0.107314E-03   0.131446E+08   0.131445E+08   0.157267E+08   0.156787E+08   0.131418E+08   0.131446E+08   0.131446E+08   0.131488E+08  -0.326773E+00   0.172593E+08   0.172593E+08   0.713620E+02   0.540552E+04  -0.463457E+00  -0.160835E+14
   0.118495E-03   0.133881E+08   0.133880E+08   0.156685E+08   0.156107E+08   0.133843E+08   0.133881E+08   0.133881E+08   0.133923E+08  -0.332817E+00   0.173413E+08   0.173413E+08   0.785235E+02   0.441663E+04  -0.431356E+00  -0.146352E+14
