#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.113536E+08   0.113536E+08   0.151261E+08   0.151257E+08   0.113557E+08   0.113536E+08   0.113536E+08   0.113577E+08  -0.461817E+00   0.657738E+07   0.657738E+07   0.601057E+01   0.643920E+06   0.792214E+00  -0.661288E+14
   0.109829E-04   0.113539E+08   0.113539E+08   0.151239E+08   0.151234E+08   0.113559E+08   0.113539E+08   0.113539E+08   0.113579E+08  -0.461828E+00   0.657749E+07   0.657749E+07   0.663657E+01   0.528192E+06   0.792199E+00  -0.598904E+14
   0.121272E-04   0.113542E+08   0.113542E+08   0.151211E+08   0.151205E+08   0.113563E+08   0.113542E+08   0.113542E+08   0.113583E+08  -0.461842E+00   0.657762E+07   0.657762E+07   0.732772E+01   0.433273E+06   0.792181E+00  -0.542407E+14
   0.133906E-04   0.113546E+08   0.113546E+08   0.151177E+08   0.151170E+08   0.113567E+08   0.113546E+08   0.113546E+08   0.113587E+08  -0.461858E+00   0.657778E+07   0.657778E+07   0.809077E+01   0.355420E+06   0.792158E+00  -0.491241E+14
   0.147857E-04   0.113551E+08   0.113551E+08   0.151136E+08   0.151127E+08   0.113571E+08   0.113551E+08   0.113551E+08   0.113592E+08  -0.461878E+00   0.657798E+07   0.657798E+07   0.893320E+01   0.291565E+06   0.792131E+00  -0.444905E+14
   0.163261E-04   0.113557E+08   0.113557E+08   0.151086E+08   0.151075E+08   0.113577E+08   0.113557E+08   0.113557E+08   0.113598E+08  -0.461903E+00   0.657822E+07   0.657822E+07   0.986323E+01   0.239192E+06   0.792098E+00  -0.402942E+14
   0.180270E-04   0.113565E+08   0.113565E+08   0.151025E+08   0.151012E+08   0.113584E+08   0.113565E+08   0.113565E+08   0.113605E+08  -0.461932E+00   0.657851E+07   0.657851E+07   0.108899E+02   0.196236E+06   0.792057E+00  -0.364939E+14
   0.199051E-04   0.113574E+08   0.113574E+08   0.150951E+08   0.150934E+08   0.113593E+08   0.113574E+08   0.113574E+08   0.113614E+08  -0.461969E+00   0.657887E+07   0.657887E+07   0.120233E+02   0.161003E+06   0.792007E+00  -0.330524E+14
   0.219788E-04   0.113585E+08   0.113585E+08   0.150860E+08   0.150840E+08   0.113604E+08   0.113585E+08   0.113585E+08   0.113625E+08  -0.462013E+00   0.657931E+07   0.657930E+07   0.132743E+02   0.132105E+06   0.791947E+00  -0.299358E+14
   0.242687E-04   0.113598E+08   0.113598E+08   0.150750E+08   0.150725E+08   0.113617E+08   0.113598E+08   0.113598E+08   0.113638E+08  -0.462067E+00   0.657984E+07   0.657984E+07   0.146551E+02   0.108403E+06   0.791873E+00  -0.271135E+14
   0.267970E-04   0.113614E+08   0.113614E+08   0.150615E+08   0.150585E+08   0.113632E+08   0.113614E+08   0.113614E+08   0.113655E+08  -0.462133E+00   0.658048E+07   0.658048E+07   0.161790E+02   0.889626E+05   0.791783E+00  -0.245577E+14
   0.295888E-04   0.113634E+08   0.113634E+08   0.150451E+08   0.150414E+08   0.113652E+08   0.113634E+08   0.113634E+08   0.113674E+08  -0.462213E+00   0.658127E+07   0.658127E+07   0.178607E+02   0.730177E+05   0.791674E+00  -0.222433E+14
   0.326714E-04   0.113658E+08   0.113658E+08   0.150252E+08   0.150207E+08   0.113675E+08   0.113658E+08   0.113658E+08   0.113699E+08  -0.462311E+00   0.658223E+07   0.658223E+07   0.197162E+02   0.599398E+05   0.791540E+00  -0.201475E+14
   0.360752E-04   0.113688E+08   0.113688E+08   0.150008E+08   0.149954E+08   0.113704E+08   0.113688E+08   0.113688E+08   0.113728E+08  -0.462431E+00   0.658340E+07   0.658340E+07   0.217632E+02   0.492132E+05   0.791378E+00  -0.182498E+14
   0.398336E-04   0.113724E+08   0.113724E+08   0.149712E+08   0.149646E+08   0.113738E+08   0.113724E+08   0.113724E+08   0.113764E+08  -0.462576E+00   0.658483E+07   0.658483E+07   0.240211E+02   0.404153E+05   0.791180E+00  -0.165314E+14
   0.439836E-04   0.113768E+08   0.113767E+08   0.149352E+08   0.149271E+08   0.113781E+08   0.113768E+08   0.113768E+08   0.113808E+08  -0.462753E+00   0.658657E+07   0.658656E+07   0.265109E+02   0.331992E+05   0.790940E+00  -0.149756E+14
   0.485659E-04   0.113821E+08   0.113821E+08   0.148914E+08   0.148815E+08   0.113832E+08   0.113821E+08   0.113821E+08   0.113861E+08  -0.462968E+00   0.658868E+07   0.658868E+07   0.292557E+02   0.272805E+05   0.790647E+00  -0.135670E+14
   0.536256E-04   0.113886E+08   0.113886E+08   0.148380E+08   0.148260E+08   0.113895E+08   0.113886E+08   0.113886E+08   0.113925E+08  -0.463230E+00   0.659126E+07   0.659126E+07   0.322805E+02   0.224260E+05   0.790290E+00  -0.122917E+14
   0.592125E-04   0.113965E+08   0.113964E+08   0.147732E+08   0.147586E+08   0.113971E+08   0.113965E+08   0.113965E+08   0.114004E+08  -0.463550E+00   0.659440E+07   0.659439E+07   0.356125E+02   0.184442E+05   0.789857E+00  -0.111372E+14
   0.653814E-04   0.114061E+08   0.114060E+08   0.146945E+08   0.146767E+08   0.114064E+08   0.114061E+08   0.114061E+08   0.114100E+08  -0.463938E+00   0.659822E+07   0.659821E+07   0.392809E+02   0.151783E+05   0.789330E+00  -0.100923E+14
   0.721930E-04   0.114177E+08   0.114177E+08   0.145990E+08   0.145774E+08   0.114177E+08   0.114177E+08   0.114177E+08   0.114216E+08  -0.464410E+00   0.660286E+07   0.660285E+07   0.433171E+02   0.124995E+05   0.788691E+00  -0.914646E+13
   0.797142E-04   0.114319E+08   0.114319E+08   0.144832E+08   0.144569E+08   0.114314E+08   0.114319E+08   0.114319E+08   0.114358E+08  -0.464984E+00   0.660851E+07   0.660850E+07   0.477546E+02   0.103022E+05   0.787916E+00  -0.829055E+13
   0.880190E-04   0.114492E+08   0.114491E+08   0.143430E+08   0.143111E+08   0.114481E+08   0.114492E+08   0.114492E+08   0.114530E+08  -0.465681E+00   0.661537E+07   0.661536E+07   0.526285E+02   0.849980E+04   0.786976E+00  -0.751612E+13
   0.971891E-04   0.114701E+08   0.114700E+08   0.141735E+08   0.141349E+08   0.114683E+08   0.114701E+08   0.114701E+08   0.114739E+08  -0.466527E+00   0.662370E+07   0.662369E+07   0.579755E+02   0.702127E+04   0.785838E+00  -0.681552E+13
   0.107314E-03   0.114955E+08   0.114954E+08   0.139689E+08   0.139223E+08   0.114928E+08   0.114954E+08   0.114955E+08   0.114992E+08  -0.467553E+00   0.663381E+07   0.663379E+07   0.638332E+02   0.580834E+04   0.784463E+00  -0.618188E+13
   0.118495E-03   0.115262E+08   0.115261E+08   0.137226E+08   0.136664E+08   0.115225E+08   0.115261E+08   0.115262E+08   0.115298E+08  -0.468795E+00   0.664606E+07   0.664604E+07   0.702391E+02   0.481318E+04   0.782805E+00  -0.560895E+13
   0.130840E-03   0.115633E+08   0.115632E+08   0.134269E+08   0.133592E+08   0.115584E+08   0.115633E+08   0.115633E+08   0.115668E+08  -0.470296E+00   0.666090E+07   0.666086E+07   0.772296E+02   0.399659E+04   0.780810E+00  -0.509106E+13
