#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.132424E+08   0.132424E+08   0.176410E+08   0.176406E+08   0.132445E+08   0.132424E+08   0.132424E+08   0.132471E+08  -0.329220E+00   0.161463E+08   0.161463E+08   0.664694E+01   0.836335E+06  -0.448967E+00  -0.162335E+15
   0.109829E-04   0.132445E+08   0.132445E+08   0.176403E+08   0.176398E+08   0.132466E+08   0.132445E+08   0.132445E+08   0.132492E+08  -0.329271E+00   0.161469E+08   0.161469E+08   0.733922E+01   0.685925E+06  -0.448671E+00  -0.147023E+15
   0.121272E-04   0.132469E+08   0.132469E+08   0.176395E+08   0.176389E+08   0.132491E+08   0.132470E+08   0.132469E+08   0.132517E+08  -0.329333E+00   0.161476E+08   0.161476E+08   0.810354E+01   0.562560E+06  -0.448310E+00  -0.133157E+15
   0.133906E-04   0.132500E+08   0.132500E+08   0.176385E+08   0.176377E+08   0.132521E+08   0.132500E+08   0.132500E+08   0.132547E+08  -0.329408E+00   0.161485E+08   0.161485E+08   0.894738E+01   0.461376E+06  -0.447870E+00  -0.120600E+15
   0.147857E-04   0.132537E+08   0.132537E+08   0.176373E+08   0.176363E+08   0.132558E+08   0.132537E+08   0.132537E+08   0.132584E+08  -0.329500E+00   0.161496E+08   0.161496E+08   0.987901E+01   0.378385E+06  -0.447334E+00  -0.109229E+15
   0.163261E-04   0.132582E+08   0.132582E+08   0.176358E+08   0.176346E+08   0.132603E+08   0.132582E+08   0.132582E+08   0.132629E+08  -0.329612E+00   0.161510E+08   0.161510E+08   0.109075E+02   0.310316E+06  -0.446682E+00  -0.989309E+14
   0.180270E-04   0.132637E+08   0.132637E+08   0.176340E+08   0.176326E+08   0.132658E+08   0.132637E+08   0.132637E+08   0.132684E+08  -0.329749E+00   0.161526E+08   0.161526E+08   0.120429E+02   0.254486E+06  -0.445887E+00  -0.896055E+14
   0.199051E-04   0.132704E+08   0.132704E+08   0.176318E+08   0.176300E+08   0.132724E+08   0.132704E+08   0.132704E+08   0.132751E+08  -0.329915E+00   0.161545E+08   0.161545E+08   0.132962E+02   0.208695E+06  -0.444920E+00  -0.811609E+14
   0.219788E-04   0.132786E+08   0.132786E+08   0.176291E+08   0.176270E+08   0.132806E+08   0.132786E+08   0.132786E+08   0.132833E+08  -0.330118E+00   0.161570E+08   0.161570E+08   0.146797E+02   0.171137E+06  -0.443743E+00  -0.735141E+14
   0.242687E-04   0.132885E+08   0.132885E+08   0.176257E+08   0.176232E+08   0.132905E+08   0.132886E+08   0.132885E+08   0.132933E+08  -0.330365E+00   0.161599E+08   0.161599E+08   0.162067E+02   0.140332E+06  -0.442311E+00  -0.665899E+14
   0.267970E-04   0.133007E+08   0.133007E+08   0.176217E+08   0.176186E+08   0.133025E+08   0.133007E+08   0.133007E+08   0.133054E+08  -0.330666E+00   0.161634E+08   0.161634E+08   0.178920E+02   0.115066E+06  -0.440571E+00  -0.603203E+14
   0.295888E-04   0.133154E+08   0.133154E+08   0.176167E+08   0.176129E+08   0.133172E+08   0.133154E+08   0.133154E+08   0.133201E+08  -0.331032E+00   0.161678E+08   0.161678E+08   0.197517E+02   0.943424E+05  -0.438456E+00  -0.546436E+14
   0.326714E-04   0.133334E+08   0.133333E+08   0.176107E+08   0.176060E+08   0.133351E+08   0.133334E+08   0.133334E+08   0.133381E+08  -0.331477E+00   0.161731E+08   0.161731E+08   0.218037E+02   0.773453E+05  -0.435889E+00  -0.495040E+14
   0.360752E-04   0.133552E+08   0.133552E+08   0.176032E+08   0.175976E+08   0.133568E+08   0.133552E+08   0.133552E+08   0.133599E+08  -0.332019E+00   0.161795E+08   0.161795E+08   0.240674E+02   0.634045E+05  -0.432775E+00  -0.448509E+14
   0.398336E-04   0.133817E+08   0.133817E+08   0.175941E+08   0.175873E+08   0.133832E+08   0.133817E+08   0.133817E+08   0.133864E+08  -0.332678E+00   0.161873E+08   0.161873E+08   0.265644E+02   0.519704E+05  -0.429002E+00  -0.406387E+14
   0.439836E-04   0.134140E+08   0.134140E+08   0.175830E+08   0.175746E+08   0.134153E+08   0.134140E+08   0.134140E+08   0.134187E+08  -0.333479E+00   0.161967E+08   0.161967E+08   0.293178E+02   0.425922E+05  -0.424437E+00  -0.368258E+14
   0.485659E-04   0.134532E+08   0.134531E+08   0.175693E+08   0.175591E+08   0.134543E+08   0.134532E+08   0.134532E+08   0.134579E+08  -0.334451E+00   0.162082E+08   0.162082E+08   0.323532E+02   0.349004E+05  -0.418923E+00  -0.333748E+14
   0.536256E-04   0.135007E+08   0.135007E+08   0.175524E+08   0.175400E+08   0.135016E+08   0.135007E+08   0.135007E+08   0.135054E+08  -0.335630E+00   0.162221E+08   0.162221E+08   0.356983E+02   0.285917E+05  -0.412275E+00  -0.302518E+14
   0.592125E-04   0.135583E+08   0.135582E+08   0.175316E+08   0.175165E+08   0.135590E+08   0.135583E+08   0.135583E+08   0.135629E+08  -0.337059E+00   0.162389E+08   0.162389E+08   0.393830E+02   0.234175E+05  -0.404280E+00  -0.274258E+14
   0.653814E-04   0.136280E+08   0.136279E+08   0.175059E+08   0.174876E+08   0.136283E+08   0.136280E+08   0.136280E+08   0.136326E+08  -0.338789E+00   0.162592E+08   0.162592E+08   0.434398E+02   0.191739E+05  -0.394692E+00  -0.248692E+14
   0.721930E-04   0.137122E+08   0.137121E+08   0.174741E+08   0.174519E+08   0.137121E+08   0.137122E+08   0.137122E+08   0.137168E+08  -0.340879E+00   0.162837E+08   0.162837E+08   0.479033E+02   0.156935E+05  -0.383233E+00  -0.225567E+14
   0.797142E-04   0.138137E+08   0.138137E+08   0.174347E+08   0.174077E+08   0.138132E+08   0.138137E+08   0.138137E+08   0.138184E+08  -0.343399E+00   0.163132E+08   0.163131E+08   0.528104E+02   0.128392E+05  -0.369593E+00  -0.204653E+14
   0.880190E-04   0.139359E+08   0.139359E+08   0.173856E+08   0.173529E+08   0.139348E+08   0.139359E+08   0.139359E+08   0.139405E+08  -0.346432E+00   0.163484E+08   0.163484E+08   0.582001E+02   0.104985E+05  -0.353437E+00  -0.185744E+14
   0.971891E-04   0.140825E+08   0.140824E+08   0.173244E+08   0.172848E+08   0.140807E+08   0.140825E+08   0.140825E+08   0.140871E+08  -0.350070E+00   0.163906E+08   0.163906E+08   0.641127E+02   0.857907E+04  -0.334411E+00  -0.168652E+14
   0.107314E-03   0.142578E+08   0.142577E+08   0.172477E+08   0.171999E+08   0.142550E+08   0.142577E+08   0.142577E+08   0.142623E+08  -0.354419E+00   0.164407E+08   0.164406E+08   0.705897E+02   0.700526E+04  -0.312155E+00  -0.153206E+14
   0.118495E-03   0.144664E+08   0.144663E+08   0.171513E+08   0.170937E+08   0.144626E+08   0.144664E+08   0.144664E+08   0.144710E+08  -0.359598E+00   0.164999E+08   0.164999E+08   0.776724E+02   0.571502E+04  -0.286328E+00  -0.139251E+14
   0.130840E-03   0.147136E+08   0.147135E+08   0.170300E+08   0.169606E+08   0.147085E+08   0.147136E+08   0.147136E+08   0.147181E+08  -0.365733E+00   0.165695E+08   0.165694E+08   0.854005E+02   0.465745E+04  -0.256630E+00  -0.126644E+14
   0.144471E-03   0.150047E+08   0.150046E+08   0.168766E+08   0.167934E+08   0.149981E+08   0.150047E+08   0.150047E+08   0.150092E+08  -0.372957E+00   0.166505E+08   0.166505E+08   0.938104E+02   0.379083E+04  -0.222839E+00  -0.115256E+14
   0.159522E-03   0.153451E+08   0.153449E+08   0.166826E+08   0.165830E+08   0.153365E+08   0.153450E+08   0.153450E+08   0.153495E+08  -0.381402E+00   0.167440E+08   0.167440E+08   0.102932E+03   0.308093E+04  -0.184846E+00  -0.104967E+14
   0.176142E-03   0.157395E+08   0.157393E+08   0.164367E+08   0.163182E+08   0.157285E+08   0.157394E+08   0.157395E+08   0.157438E+08  -0.391190E+00   0.168507E+08   0.168506E+08   0.112786E+03   0.249970E+04  -0.142699E+00  -0.956688E+13
   0.194493E-03   0.161920E+08   0.161918E+08   0.161256E+08   0.159853E+08   0.161782E+08   0.161919E+08   0.161920E+08   0.161962E+08  -0.402418E+00   0.169706E+08   0.169705E+08   0.123378E+03   0.202413E+04  -0.966298E-01  -0.872586E+13
