#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.136932E+08   0.136932E+08   0.182451E+08   0.182447E+08   0.136954E+08   0.136932E+08   0.136932E+08   0.136981E+08  -0.464113E+00   0.755875E+07   0.755875E+07   0.609307E+01   0.817138E+06   0.711995E+00  -0.759956E+14
   0.109829E-04   0.136934E+08   0.136934E+08   0.182427E+08   0.182422E+08   0.136956E+08   0.136935E+08   0.136934E+08   0.136983E+08  -0.464121E+00   0.755886E+07   0.755886E+07   0.672766E+01   0.670259E+06   0.711980E+00  -0.688261E+14
   0.121272E-04   0.136937E+08   0.136937E+08   0.182397E+08   0.182391E+08   0.136959E+08   0.136938E+08   0.136937E+08   0.136986E+08  -0.464131E+00   0.755898E+07   0.755898E+07   0.742830E+01   0.549790E+06   0.711963E+00  -0.623332E+14
   0.133906E-04   0.136941E+08   0.136941E+08   0.182361E+08   0.182354E+08   0.136962E+08   0.136941E+08   0.136941E+08   0.136990E+08  -0.464143E+00   0.755913E+07   0.755913E+07   0.820183E+01   0.450981E+06   0.711942E+00  -0.564531E+14
   0.147857E-04   0.136945E+08   0.136945E+08   0.182317E+08   0.182308E+08   0.136966E+08   0.136945E+08   0.136945E+08   0.136994E+08  -0.464157E+00   0.755932E+07   0.755932E+07   0.905583E+01   0.369938E+06   0.711915E+00  -0.511278E+14
   0.163261E-04   0.136951E+08   0.136951E+08   0.182264E+08   0.182252E+08   0.136971E+08   0.136951E+08   0.136951E+08   0.136999E+08  -0.464175E+00   0.755955E+07   0.755955E+07   0.999863E+01   0.303467E+06   0.711884E+00  -0.463052E+14
   0.180270E-04   0.136957E+08   0.136957E+08   0.182199E+08   0.182185E+08   0.136978E+08   0.136957E+08   0.136957E+08   0.137006E+08  -0.464197E+00   0.755982E+07   0.755982E+07   0.110394E+02   0.248948E+06   0.711845E+00  -0.419377E+14
   0.199051E-04   0.136965E+08   0.136965E+08   0.182119E+08   0.182102E+08   0.136985E+08   0.136965E+08   0.136965E+08   0.137014E+08  -0.464224E+00   0.756016E+07   0.756016E+07   0.121883E+02   0.204231E+06   0.711798E+00  -0.379825E+14
   0.219788E-04   0.136975E+08   0.136975E+08   0.182022E+08   0.182002E+08   0.136994E+08   0.136975E+08   0.136975E+08   0.137023E+08  -0.464256E+00   0.756057E+07   0.756057E+07   0.134565E+02   0.167555E+06   0.711741E+00  -0.344006E+14
   0.242687E-04   0.136986E+08   0.136986E+08   0.181904E+08   0.181879E+08   0.137006E+08   0.136986E+08   0.136986E+08   0.137035E+08  -0.464295E+00   0.756107E+07   0.756107E+07   0.148563E+02   0.137473E+06   0.711671E+00  -0.311568E+14
