#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.157928E+08   0.157928E+08   0.210440E+08   0.210436E+08   0.157950E+08   0.157928E+08   0.157928E+08   0.157984E+08  -0.463883E+00   0.852353E+07   0.852353E+07   0.617759E+01   0.963403E+06   0.626843E+00  -0.856954E+14
   0.109829E-04   0.157930E+08   0.157930E+08   0.210415E+08   0.210409E+08   0.157952E+08   0.157930E+08   0.157930E+08   0.157986E+08  -0.463888E+00   0.852361E+07   0.852361E+07   0.682099E+01   0.790211E+06   0.626833E+00  -0.776106E+14
   0.121272E-04   0.157932E+08   0.157932E+08   0.210383E+08   0.210377E+08   0.157954E+08   0.157933E+08   0.157932E+08   0.157989E+08  -0.463895E+00   0.852372E+07   0.852372E+07   0.753134E+01   0.648160E+06   0.626821E+00  -0.702887E+14
   0.133906E-04   0.157935E+08   0.157935E+08   0.210344E+08   0.210337E+08   0.157957E+08   0.157935E+08   0.157935E+08   0.157992E+08  -0.463904E+00   0.852384E+07   0.852384E+07   0.831560E+01   0.531650E+06   0.626806E+00  -0.636577E+14
   0.147857E-04   0.157939E+08   0.157939E+08   0.210297E+08   0.210288E+08   0.157961E+08   0.157939E+08   0.157939E+08   0.157995E+08  -0.463914E+00   0.852400E+07   0.852400E+07   0.918145E+01   0.436088E+06   0.626788E+00  -0.576525E+14
   0.163261E-04   0.157943E+08   0.157943E+08   0.210240E+08   0.210229E+08   0.157965E+08   0.157943E+08   0.157943E+08   0.157999E+08  -0.463927E+00   0.852419E+07   0.852418E+07   0.101373E+02   0.357709E+06   0.626766E+00  -0.522140E+14
   0.180270E-04   0.157948E+08   0.157948E+08   0.210170E+08   0.210156E+08   0.157970E+08   0.157949E+08   0.157948E+08   0.158005E+08  -0.463942E+00   0.852442E+07   0.852442E+07   0.111926E+02   0.293423E+06   0.626739E+00  -0.472887E+14
   0.199051E-04   0.157955E+08   0.157955E+08   0.210085E+08   0.210068E+08   0.157976E+08   0.157955E+08   0.157955E+08   0.158011E+08  -0.463961E+00   0.852470E+07   0.852470E+07   0.123574E+02   0.240695E+06   0.626707E+00  -0.428283E+14
   0.219788E-04   0.157963E+08   0.157963E+08   0.209982E+08   0.209961E+08   0.157983E+08   0.157963E+08   0.157963E+08   0.158019E+08  -0.463984E+00   0.852504E+07   0.852504E+07   0.136432E+02   0.197448E+06   0.626667E+00  -0.387889E+14
   0.242687E-04   0.157972E+08   0.157972E+08   0.209855E+08   0.209830E+08   0.157992E+08   0.157972E+08   0.157972E+08   0.158028E+08  -0.464012E+00   0.852545E+07   0.852545E+07   0.150624E+02   0.161977E+06   0.626618E+00  -0.351308E+14
