#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.126850E+08   0.126850E+08   0.169005E+08   0.169001E+08   0.126871E+08   0.126850E+08   0.126850E+08   0.126895E+08  -0.458631E+00   0.992937E+07   0.992937E+07   0.613411E+01   0.112839E+07   0.489782E+00  -0.998297E+14
   0.109829E-04   0.126854E+08   0.126854E+08   0.168983E+08   0.168978E+08   0.126875E+08   0.126854E+08   0.126854E+08   0.126899E+08  -0.458647E+00   0.992956E+07   0.992956E+07   0.677297E+01   0.925494E+06   0.489803E+00  -0.904123E+14
   0.121272E-04   0.126860E+08   0.126860E+08   0.168957E+08   0.168950E+08   0.126880E+08   0.126860E+08   0.126860E+08   0.126905E+08  -0.458667E+00   0.992980E+07   0.992980E+07   0.747833E+01   0.759082E+06   0.489828E+00  -0.818836E+14
   0.133906E-04   0.126866E+08   0.126866E+08   0.168924E+08   0.168916E+08   0.126887E+08   0.126866E+08   0.126866E+08   0.126911E+08  -0.458690E+00   0.993008E+07   0.993008E+07   0.825707E+01   0.622592E+06   0.489859E+00  -0.741598E+14
   0.147857E-04   0.126874E+08   0.126874E+08   0.168884E+08   0.168875E+08   0.126895E+08   0.126874E+08   0.126874E+08   0.126920E+08  -0.458720E+00   0.993043E+07   0.993043E+07   0.911683E+01   0.510642E+06   0.489897E+00  -0.671650E+14
   0.163261E-04   0.126884E+08   0.126884E+08   0.168836E+08   0.168824E+08   0.126905E+08   0.126884E+08   0.126884E+08   0.126929E+08  -0.458755E+00   0.993086E+07   0.993086E+07   0.100660E+02   0.418822E+06   0.489944E+00  -0.608304E+14
   0.180270E-04   0.126896E+08   0.126896E+08   0.168776E+08   0.168763E+08   0.126916E+08   0.126896E+08   0.126896E+08   0.126941E+08  -0.458799E+00   0.993138E+07   0.993138E+07   0.111138E+02   0.343511E+06   0.490000E+00  -0.550938E+14
   0.199051E-04   0.126911E+08   0.126911E+08   0.168704E+08   0.168688E+08   0.126931E+08   0.126911E+08   0.126911E+08   0.126956E+08  -0.458851E+00   0.993201E+07   0.993201E+07   0.122705E+02   0.281742E+06   0.490069E+00  -0.498987E+14
   0.219788E-04   0.126929E+08   0.126929E+08   0.168617E+08   0.168596E+08   0.126948E+08   0.126929E+08   0.126929E+08   0.126974E+08  -0.458916E+00   0.993278E+07   0.993278E+07   0.135472E+02   0.231078E+06   0.490152E+00  -0.451941E+14
   0.242687E-04   0.126951E+08   0.126951E+08   0.168509E+08   0.168484E+08   0.126970E+08   0.126951E+08   0.126951E+08   0.126996E+08  -0.458994E+00   0.993372E+07   0.993372E+07   0.149565E+02   0.189524E+06   0.490254E+00  -0.409338E+14
   0.267970E-04   0.126977E+08   0.126977E+08   0.168379E+08   0.168348E+08   0.126996E+08   0.126977E+08   0.126977E+08   0.127022E+08  -0.459090E+00   0.993486E+07   0.993486E+07   0.165117E+02   0.155442E+06   0.490378E+00  -0.370759E+14
