#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.177754E+08   0.177754E+08   0.236864E+08   0.236859E+08   0.177777E+08   0.177754E+08   0.177754E+08   0.177818E+08  -0.441793E+00   0.117106E+08   0.117106E+08   0.638174E+01   0.124030E+07   0.288115E+00  -0.117738E+15
   0.109829E-04   0.177759E+08   0.177759E+08   0.236839E+08   0.236834E+08   0.177782E+08   0.177759E+08   0.177759E+08   0.177822E+08  -0.441805E+00   0.117107E+08   0.117107E+08   0.704640E+01   0.101725E+07   0.288166E+00  -0.106630E+15
   0.121272E-04   0.177765E+08   0.177765E+08   0.236809E+08   0.236802E+08   0.177788E+08   0.177765E+08   0.177765E+08   0.177828E+08  -0.441820E+00   0.117108E+08   0.117108E+08   0.778022E+01   0.834298E+06   0.288227E+00  -0.965703E+14
   0.133906E-04   0.177772E+08   0.177772E+08   0.236772E+08   0.236764E+08   0.177795E+08   0.177772E+08   0.177772E+08   0.177836E+08  -0.441838E+00   0.117110E+08   0.117110E+08   0.859040E+01   0.684245E+06   0.288301E+00  -0.874597E+14
   0.147857E-04   0.177781E+08   0.177781E+08   0.236727E+08   0.236718E+08   0.177803E+08   0.177781E+08   0.177781E+08   0.177844E+08  -0.441859E+00   0.117111E+08   0.117111E+08   0.948485E+01   0.561172E+06   0.288392E+00  -0.792087E+14
   0.163261E-04   0.177792E+08   0.177792E+08   0.236673E+08   0.236661E+08   0.177814E+08   0.177792E+08   0.177792E+08   0.177855E+08  -0.441886E+00   0.117113E+08   0.117113E+08   0.104723E+02   0.460228E+06   0.288503E+00  -0.717363E+14
   0.180270E-04   0.177805E+08   0.177805E+08   0.236606E+08   0.236592E+08   0.177826E+08   0.177805E+08   0.177805E+08   0.177868E+08  -0.441918E+00   0.117116E+08   0.117116E+08   0.115624E+02   0.377434E+06   0.288638E+00  -0.649692E+14
   0.199051E-04   0.177820E+08   0.177820E+08   0.236525E+08   0.236508E+08   0.177842E+08   0.177821E+08   0.177820E+08   0.177884E+08  -0.441957E+00   0.117118E+08   0.117118E+08   0.127657E+02   0.309526E+06   0.288802E+00  -0.588406E+14
   0.219788E-04   0.177840E+08   0.177840E+08   0.236426E+08   0.236406E+08   0.177861E+08   0.177840E+08   0.177840E+08   0.177903E+08  -0.442005E+00   0.117122E+08   0.117122E+08   0.140940E+02   0.253829E+06   0.289002E+00  -0.532905E+14
   0.242687E-04   0.177863E+08   0.177863E+08   0.236306E+08   0.236281E+08   0.177884E+08   0.177863E+08   0.177863E+08   0.177926E+08  -0.442063E+00   0.117126E+08   0.117126E+08   0.155601E+02   0.208146E+06   0.289246E+00  -0.482641E+14
   0.267970E-04   0.177892E+08   0.177892E+08   0.236159E+08   0.236128E+08   0.177912E+08   0.177892E+08   0.177892E+08   0.177955E+08  -0.442134E+00   0.117132E+08   0.117132E+08   0.171781E+02   0.170677E+06   0.289542E+00  -0.437123E+14
   0.295888E-04   0.177927E+08   0.177927E+08   0.235980E+08   0.235943E+08   0.177946E+08   0.177927E+08   0.177927E+08   0.177990E+08  -0.442220E+00   0.117138E+08   0.117138E+08   0.189636E+02   0.139945E+06   0.289903E+00  -0.395901E+14
