#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.120454E+08   0.120454E+08   0.160483E+08   0.160479E+08   0.120475E+08   0.120454E+08   0.120454E+08   0.120497E+08  -0.462722E+00   0.685924E+07   0.685924E+07   0.603396E+01   0.696044E+06   0.769787E+00  -0.689627E+14
   0.109829E-04   0.120456E+08   0.120456E+08   0.160460E+08   0.160455E+08   0.120477E+08   0.120457E+08   0.120456E+08   0.120499E+08  -0.462732E+00   0.685935E+07   0.685935E+07   0.666239E+01   0.570943E+06   0.769772E+00  -0.624569E+14
   0.121272E-04   0.120460E+08   0.120460E+08   0.160432E+08   0.160426E+08   0.120480E+08   0.120460E+08   0.120460E+08   0.120503E+08  -0.462745E+00   0.685948E+07   0.685948E+07   0.735622E+01   0.468336E+06   0.769754E+00  -0.565650E+14
   0.133906E-04   0.120464E+08   0.120464E+08   0.160398E+08   0.160390E+08   0.120484E+08   0.120464E+08   0.120464E+08   0.120507E+08  -0.462760E+00   0.685964E+07   0.685964E+07   0.812225E+01   0.384178E+06   0.769731E+00  -0.512291E+14
   0.147857E-04   0.120468E+08   0.120468E+08   0.160356E+08   0.160347E+08   0.120489E+08   0.120469E+08   0.120468E+08   0.120511E+08  -0.462778E+00   0.685984E+07   0.685984E+07   0.896796E+01   0.315152E+06   0.769703E+00  -0.463969E+14
   0.163261E-04   0.120474E+08   0.120474E+08   0.160305E+08   0.160294E+08   0.120495E+08   0.120474E+08   0.120474E+08   0.120517E+08  -0.462801E+00   0.686008E+07   0.686008E+07   0.990161E+01   0.258537E+06   0.769670E+00  -0.420207E+14
   0.180270E-04   0.120482E+08   0.120482E+08   0.160243E+08   0.160229E+08   0.120502E+08   0.120482E+08   0.120482E+08   0.120524E+08  -0.462828E+00   0.686037E+07   0.686037E+07   0.109323E+02   0.212102E+06   0.769629E+00  -0.380575E+14
   0.199051E-04   0.120490E+08   0.120490E+08   0.160167E+08   0.160151E+08   0.120510E+08   0.120490E+08   0.120490E+08   0.120533E+08  -0.462861E+00   0.686073E+07   0.686073E+07   0.120701E+02   0.174015E+06   0.769579E+00  -0.344685E+14
   0.219788E-04   0.120501E+08   0.120501E+08   0.160075E+08   0.160055E+08   0.120520E+08   0.120501E+08   0.120501E+08   0.120544E+08  -0.462902E+00   0.686116E+07   0.686116E+07   0.133260E+02   0.142777E+06   0.769518E+00  -0.312183E+14
   0.242687E-04   0.120514E+08   0.120514E+08   0.159963E+08   0.159938E+08   0.120533E+08   0.120514E+08   0.120514E+08   0.120557E+08  -0.462952E+00   0.686169E+07   0.686169E+07   0.147121E+02   0.117155E+06   0.769443E+00  -0.282749E+14
   0.267970E-04   0.120530E+08   0.120530E+08   0.159826E+08   0.159795E+08   0.120548E+08   0.120530E+08   0.120530E+08   0.120573E+08  -0.463012E+00   0.686233E+07   0.686233E+07   0.162420E+02   0.961406E+05   0.769353E+00  -0.256095E+14
   0.295888E-04   0.120549E+08   0.120549E+08   0.159659E+08   0.159622E+08   0.120567E+08   0.120549E+08   0.120549E+08   0.120592E+08  -0.463086E+00   0.686312E+07   0.686311E+07   0.179302E+02   0.789043E+05   0.769243E+00  -0.231958E+14
