#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.107336E+08   0.107336E+08   0.142996E+08   0.142992E+08   0.107356E+08   0.107336E+08   0.107336E+08   0.107374E+08  -0.460866E+00   0.632987E+07   0.632987E+07   0.599023E+01   0.596642E+06   0.811520E+00  -0.636404E+14
   0.109829E-04   0.107339E+08   0.107339E+08   0.142973E+08   0.142968E+08   0.107359E+08   0.107339E+08   0.107339E+08   0.107377E+08  -0.460878E+00   0.632998E+07   0.632998E+07   0.661410E+01   0.489415E+06   0.811506E+00  -0.576367E+14
   0.121272E-04   0.107342E+08   0.107342E+08   0.142946E+08   0.142940E+08   0.107362E+08   0.107342E+08   0.107342E+08   0.107380E+08  -0.460893E+00   0.633011E+07   0.633011E+07   0.730291E+01   0.401468E+06   0.811488E+00  -0.521996E+14
   0.133906E-04   0.107346E+08   0.107346E+08   0.142913E+08   0.142905E+08   0.107366E+08   0.107346E+08   0.107346E+08   0.107385E+08  -0.460910E+00   0.633027E+07   0.633027E+07   0.806338E+01   0.329334E+06   0.811466E+00  -0.472757E+14
   0.147857E-04   0.107351E+08   0.107351E+08   0.142873E+08   0.142863E+08   0.107371E+08   0.107351E+08   0.107351E+08   0.107390E+08  -0.460932E+00   0.633047E+07   0.633047E+07   0.890296E+01   0.270170E+06   0.811439E+00  -0.428164E+14
   0.163261E-04   0.107358E+08   0.107358E+08   0.142823E+08   0.142812E+08   0.107377E+08   0.107358E+08   0.107358E+08   0.107396E+08  -0.460958E+00   0.633071E+07   0.633071E+07   0.982984E+01   0.221643E+06   0.811406E+00  -0.387781E+14
   0.180270E-04   0.107365E+08   0.107365E+08   0.142763E+08   0.142749E+08   0.107385E+08   0.107365E+08   0.107365E+08   0.107403E+08  -0.460990E+00   0.633100E+07   0.633100E+07   0.108531E+02   0.181842E+06   0.811366E+00  -0.351209E+14
   0.199051E-04   0.107374E+08   0.107374E+08   0.142690E+08   0.142673E+08   0.107393E+08   0.107374E+08   0.107374E+08   0.107412E+08  -0.461029E+00   0.633136E+07   0.633136E+07   0.119826E+02   0.149197E+06   0.811317E+00  -0.318089E+14
   0.219788E-04   0.107385E+08   0.107385E+08   0.142601E+08   0.142580E+08   0.107404E+08   0.107385E+08   0.107385E+08   0.107424E+08  -0.461077E+00   0.633179E+07   0.633179E+07   0.132293E+02   0.122422E+06   0.811258E+00  -0.288096E+14
   0.242687E-04   0.107399E+08   0.107399E+08   0.142492E+08   0.142467E+08   0.107417E+08   0.107399E+08   0.107399E+08   0.107437E+08  -0.461135E+00   0.633232E+07   0.633232E+07   0.146055E+02   0.100461E+06   0.811186E+00  -0.260936E+14
   0.267970E-04   0.107416E+08   0.107416E+08   0.142359E+08   0.142329E+08   0.107433E+08   0.107416E+08   0.107416E+08   0.107454E+08  -0.461206E+00   0.633297E+07   0.633296E+07   0.161242E+02   0.824488E+05   0.811098E+00  -0.236340E+14
   0.295888E-04   0.107436E+08   0.107436E+08   0.142198E+08   0.142161E+08   0.107453E+08   0.107436E+08   0.107436E+08   0.107474E+08  -0.461292E+00   0.633375E+07   0.633375E+07   0.178002E+02   0.676751E+05   0.810990E+00  -0.214067E+14
   0.326714E-04   0.107460E+08   0.107460E+08   0.142001E+08   0.141956E+08   0.107477E+08   0.107460E+08   0.107460E+08   0.107498E+08  -0.461397E+00   0.633471E+07   0.633471E+07   0.196494E+02   0.555577E+05   0.810860E+00  -0.193899E+14
   0.360752E-04   0.107490E+08   0.107490E+08   0.141762E+08   0.141707E+08   0.107506E+08   0.107490E+08   0.107490E+08   0.107528E+08  -0.461525E+00   0.633588E+07   0.633588E+07   0.216895E+02   0.456191E+05   0.810700E+00  -0.175636E+14
   0.398336E-04   0.107527E+08   0.107527E+08   0.141470E+08   0.141403E+08   0.107541E+08   0.107527E+08   0.107527E+08   0.107565E+08  -0.461681E+00   0.633730E+07   0.633730E+07   0.239396E+02   0.374674E+05   0.810506E+00  -0.159100E+14
   0.439836E-04   0.107571E+08   0.107571E+08   0.141115E+08   0.141034E+08   0.107584E+08   0.107572E+08   0.107571E+08   0.107609E+08  -0.461871E+00   0.633903E+07   0.633903E+07   0.264209E+02   0.307814E+05   0.810270E+00  -0.144128E+14
   0.485659E-04   0.107626E+08   0.107626E+08   0.140683E+08   0.140584E+08   0.107637E+08   0.107626E+08   0.107626E+08   0.107663E+08  -0.462103E+00   0.634114E+07   0.634114E+07   0.291564E+02   0.252975E+05   0.809983E+00  -0.130573E+14
   0.536256E-04   0.107692E+08   0.107692E+08   0.140158E+08   0.140038E+08   0.107701E+08   0.107692E+08   0.107692E+08   0.107729E+08  -0.462385E+00   0.634371E+07   0.634371E+07   0.321709E+02   0.207996E+05   0.809633E+00  -0.118301E+14
   0.592125E-04   0.107772E+08   0.107772E+08   0.139520E+08   0.139373E+08   0.107778E+08   0.107772E+08   0.107772E+08   0.107809E+08  -0.462728E+00   0.634684E+07   0.634684E+07   0.354914E+02   0.171103E+05   0.809207E+00  -0.107192E+14
   0.653814E-04   0.107870E+08   0.107870E+08   0.138745E+08   0.138566E+08   0.107873E+08   0.107870E+08   0.107870E+08   0.107907E+08  -0.463145E+00   0.635065E+07   0.635065E+07   0.391473E+02   0.140843E+05   0.808690E+00  -0.971360E+13
   0.721930E-04   0.107989E+08   0.107988E+08   0.137804E+08   0.137588E+08   0.107988E+08   0.107989E+08   0.107989E+08   0.108025E+08  -0.463652E+00   0.635529E+07   0.635528E+07   0.431696E+02   0.116023E+05   0.808062E+00  -0.880352E+13
   0.797142E-04   0.108133E+08   0.108133E+08   0.136664E+08   0.136401E+08   0.108128E+08   0.108133E+08   0.108133E+08   0.108170E+08  -0.464269E+00   0.636092E+07   0.636091E+07   0.475918E+02   0.956650E+04   0.807299E+00  -0.797995E+13
   0.880190E-04   0.108309E+08   0.108308E+08   0.135283E+08   0.134965E+08   0.108298E+08   0.108309E+08   0.108309E+08   0.108345E+08  -0.465019E+00   0.636777E+07   0.636776E+07   0.524488E+02   0.789657E+04   0.806374E+00  -0.723481E+13
   0.971891E-04   0.108522E+08   0.108521E+08   0.133614E+08   0.133229E+08   0.108504E+08   0.108522E+08   0.108522E+08   0.108557E+08  -0.465928E+00   0.637609E+07   0.637608E+07   0.577772E+02   0.652672E+04   0.805254E+00  -0.656074E+13
