#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.181802E+08   0.181802E+08   0.242263E+08   0.242259E+08   0.181825E+08   0.181802E+08   0.181802E+08   0.181867E+08  -0.451844E+00   0.108062E+08   0.108062E+08   0.634339E+01   0.119830E+07   0.394833E+00  -0.108646E+15
   0.109829E-04   0.181805E+08   0.181805E+08   0.242236E+08   0.242231E+08   0.181828E+08   0.181805E+08   0.181805E+08   0.181870E+08  -0.451851E+00   0.108063E+08   0.108063E+08   0.700404E+01   0.982816E+06   0.394858E+00  -0.983953E+14
   0.121272E-04   0.181809E+08   0.181809E+08   0.242204E+08   0.242197E+08   0.181832E+08   0.181809E+08   0.181809E+08   0.181874E+08  -0.451860E+00   0.108064E+08   0.108064E+08   0.773346E+01   0.806079E+06   0.394889E+00  -0.891121E+14
   0.133906E-04   0.181813E+08   0.181813E+08   0.242164E+08   0.242156E+08   0.181836E+08   0.181813E+08   0.181813E+08   0.181878E+08  -0.451871E+00   0.108065E+08   0.108065E+08   0.853877E+01   0.661119E+06   0.394926E+00  -0.807048E+14
   0.147857E-04   0.181819E+08   0.181819E+08   0.242116E+08   0.242106E+08   0.181841E+08   0.181819E+08   0.181819E+08   0.181884E+08  -0.451884E+00   0.108066E+08   0.108066E+08   0.942785E+01   0.542224E+06   0.394971E+00  -0.730908E+14
   0.163261E-04   0.181825E+08   0.181825E+08   0.242057E+08   0.242045E+08   0.181848E+08   0.181825E+08   0.181825E+08   0.181890E+08  -0.451901E+00   0.108067E+08   0.108067E+08   0.104094E+02   0.444706E+06   0.395026E+00  -0.661954E+14
   0.180270E-04   0.181833E+08   0.181833E+08   0.241985E+08   0.241971E+08   0.181855E+08   0.181833E+08   0.181833E+08   0.181898E+08  -0.451920E+00   0.108069E+08   0.108069E+08   0.114929E+02   0.364722E+06   0.395093E+00  -0.599506E+14
   0.199051E-04   0.181843E+08   0.181843E+08   0.241897E+08   0.241880E+08   0.181865E+08   0.181843E+08   0.181843E+08   0.181908E+08  -0.451945E+00   0.108071E+08   0.108071E+08   0.126890E+02   0.299120E+06   0.395175E+00  -0.542951E+14
   0.219788E-04   0.181855E+08   0.181855E+08   0.241790E+08   0.241769E+08   0.181876E+08   0.181855E+08   0.181855E+08   0.181920E+08  -0.451974E+00   0.108073E+08   0.108073E+08   0.140093E+02   0.245313E+06   0.395274E+00  -0.491733E+14
   0.242687E-04   0.181869E+08   0.181869E+08   0.241660E+08   0.241635E+08   0.181890E+08   0.181870E+08   0.181869E+08   0.181934E+08  -0.452010E+00   0.108076E+08   0.108076E+08   0.154666E+02   0.201181E+06   0.395395E+00  -0.445349E+14
   0.267970E-04   0.181887E+08   0.181887E+08   0.241501E+08   0.241470E+08   0.181907E+08   0.181887E+08   0.181887E+08   0.181952E+08  -0.452053E+00   0.108080E+08   0.108080E+08   0.170749E+02   0.164984E+06   0.395543E+00  -0.403343E+14
   0.295888E-04   0.181908E+08   0.181908E+08   0.241308E+08   0.241270E+08   0.181928E+08   0.181909E+08   0.181908E+08   0.181973E+08  -0.452106E+00   0.108084E+08   0.108084E+08   0.188497E+02   0.135295E+06   0.395722E+00  -0.365302E+14
   0.326714E-04   0.181935E+08   0.181935E+08   0.241072E+08   0.241027E+08   0.181954E+08   0.181935E+08   0.181935E+08   0.181999E+08  -0.452171E+00   0.108090E+08   0.108090E+08   0.208079E+02   0.110944E+06   0.395940E+00  -0.330851E+14
   0.360752E-04   0.181966E+08   0.181966E+08   0.240785E+08   0.240730E+08   0.181984E+08   0.181966E+08   0.181966E+08   0.182031E+08  -0.452249E+00   0.108096E+08   0.108096E+08   0.229683E+02   0.909722E+05   0.396205E+00  -0.299653E+14
   0.398336E-04   0.182005E+08   0.182005E+08   0.240436E+08   0.240368E+08   0.182022E+08   0.182005E+08   0.182005E+08   0.182069E+08  -0.452345E+00   0.108104E+08   0.108104E+08   0.253512E+02   0.745912E+05   0.396527E+00  -0.271400E+14
   0.439836E-04   0.182052E+08   0.182052E+08   0.240010E+08   0.239928E+08   0.182067E+08   0.182052E+08   0.182052E+08   0.182116E+08  -0.452461E+00   0.108114E+08   0.108114E+08   0.279789E+02   0.611557E+05   0.396917E+00  -0.245815E+14
   0.485659E-04   0.182109E+08   0.182109E+08   0.239492E+08   0.239392E+08   0.182123E+08   0.182109E+08   0.182109E+08   0.182173E+08  -0.452602E+00   0.108126E+08   0.108126E+08   0.308756E+02   0.501360E+05   0.397391E+00  -0.222646E+14
   0.536256E-04   0.182179E+08   0.182178E+08   0.238862E+08   0.238740E+08   0.182190E+08   0.182179E+08   0.182179E+08   0.182242E+08  -0.452773E+00   0.108140E+08   0.108140E+08   0.340680E+02   0.410979E+05   0.397964E+00  -0.201665E+14
   0.592125E-04   0.182263E+08   0.182262E+08   0.238095E+08   0.237947E+08   0.182271E+08   0.182263E+08   0.182263E+08   0.182326E+08  -0.452981E+00   0.108158E+08   0.108158E+08   0.375845E+02   0.336851E+05   0.398657E+00  -0.182667E+14
   0.653814E-04   0.182364E+08   0.182364E+08   0.237163E+08   0.236982E+08   0.182370E+08   0.182364E+08   0.182364E+08   0.182428E+08  -0.453233E+00   0.108179E+08   0.108179E+08   0.414561E+02   0.276054E+05   0.399493E+00  -0.165464E+14
   0.721930E-04   0.182488E+08   0.182487E+08   0.236030E+08   0.235811E+08   0.182489E+08   0.182488E+08   0.182488E+08   0.182551E+08  -0.453537E+00   0.108205E+08   0.108205E+08   0.457158E+02   0.226192E+05   0.400499E+00  -0.149888E+14
   0.797142E-04   0.182637E+08   0.182636E+08   0.234656E+08   0.234390E+08   0.182633E+08   0.182636E+08   0.182636E+08   0.182699E+08  -0.453905E+00   0.108236E+08   0.108236E+08   0.503990E+02   0.185299E+05   0.401708E+00  -0.135785E+14
   0.880190E-04   0.182816E+08   0.182815E+08   0.232989E+08   0.232666E+08   0.182807E+08   0.182816E+08   0.182816E+08   0.182878E+08  -0.454348E+00   0.108273E+08   0.108273E+08   0.555429E+02   0.151763E+05   0.403154E+00  -0.123015E+14
   0.971891E-04   0.183032E+08   0.183031E+08   0.230969E+08   0.230579E+08   0.183015E+08   0.183031E+08   0.183032E+08   0.183093E+08  -0.454881E+00   0.108318E+08   0.108318E+08   0.611860E+02   0.124262E+05   0.404879E+00  -0.111455E+14
   0.107314E-03   0.183290E+08   0.183289E+08   0.228527E+08   0.228055E+08   0.183265E+08   0.183290E+08   0.183290E+08   0.183351E+08  -0.455519E+00   0.108372E+08   0.108372E+08   0.673682E+02   0.101711E+05   0.406927E+00  -0.100989E+14
   0.118495E-03   0.183599E+08   0.183598E+08   0.225578E+08   0.225009E+08   0.183564E+08   0.183599E+08   0.183599E+08   0.183659E+08  -0.456282E+00   0.108437E+08   0.108437E+08   0.741289E+02   0.832231E+04   0.409344E+00  -0.915157E+13
   0.130840E-03   0.183967E+08   0.183966E+08   0.222026E+08   0.221340E+08   0.183919E+08   0.183966E+08   0.183967E+08   0.184026E+08  -0.457190E+00   0.108515E+08   0.108515E+08   0.815067E+02   0.680673E+04   0.412180E+00  -0.829402E+13
   0.144471E-03   0.184402E+08   0.184401E+08   0.217758E+08   0.216936E+08   0.184338E+08   0.184402E+08   0.184402E+08   0.184460E+08  -0.458265E+00   0.108607E+08   0.108607E+08   0.895366E+02   0.556460E+04   0.415482E+00  -0.751784E+13
   0.159522E-03   0.184915E+08   0.184913E+08   0.212649E+08   0.211665E+08   0.184832E+08   0.184914E+08   0.184915E+08   0.184971E+08  -0.459531E+00   0.108716E+08   0.108716E+08   0.982482E+02   0.454688E+04   0.419292E+00  -0.681534E+13
   0.176142E-03   0.185515E+08   0.185512E+08   0.206559E+08   0.205387E+08   0.185408E+08   0.185514E+08   0.185514E+08   0.185569E+08  -0.461011E+00   0.108844E+08   0.108844E+08   0.107662E+03   0.371334E+04   0.423645E+00  -0.617958E+13
   0.194493E-03   0.186210E+08   0.186208E+08   0.199337E+08   0.197948E+08   0.186075E+08   0.186209E+08   0.186210E+08   0.186262E+08  -0.462728E+00   0.108994E+08   0.108993E+08   0.117786E+03   0.303097E+04   0.428561E+00  -0.560421E+13
   0.214755E-03   0.187010E+08   0.187007E+08   0.190829E+08   0.189194E+08   0.186841E+08   0.187009E+08   0.187010E+08   0.187060E+08  -0.464702E+00   0.109167E+08   0.109166E+08   0.128607E+03   0.247269E+04   0.434040E+00  -0.508351E+13
   0.237129E-03   0.187921E+08   0.187917E+08   0.180889E+08   0.178979E+08   0.187710E+08   0.187920E+08   0.187921E+08   0.187968E+08  -0.466949E+00   0.109366E+08   0.109365E+08   0.140088E+03   0.201625E+04   0.440057E+00  -0.461224E+13
   0.261834E-03   0.188946E+08   0.188941E+08   0.169393E+08   0.167183E+08   0.188683E+08   0.188944E+08   0.188945E+08   0.188989E+08  -0.469476E+00   0.109591E+08   0.109590E+08   0.152156E+03   0.164337E+04   0.446558E+00  -0.418567E+13
   0.289112E-03   0.190084E+08   0.190078E+08   0.156268E+08   0.153742E+08   0.189758E+08   0.190081E+08   0.190083E+08   0.190123E+08  -0.472281E+00   0.109843E+08   0.109842E+08   0.164696E+03   0.133904E+04   0.453461E+00  -0.379947E+13
   0.319233E-03   0.191329E+08   0.191323E+08   0.141523E+08   0.138677E+08   0.190928E+08   0.191326E+08   0.191328E+08   0.191364E+08  -0.475350E+00   0.110122E+08   0.110120E+08   0.177537E+03   0.109086E+04   0.460653E+00  -0.344970E+13
   0.352491E-03   0.192670E+08   0.192663E+08   0.125291E+08   0.122144E+08   0.192177E+08   0.192667E+08   0.192669E+08   0.192700E+08  -0.478655E+00   0.110425E+08   0.110423E+08   0.190443E+03   0.888656E+03   0.468000E+00  -0.313280E+13
   0.389215E-03   0.194091E+08   0.194082E+08   0.107875E+08   0.104474E+08   0.193485E+08   0.194086E+08   0.194089E+08   0.194115E+08  -0.482153E+00   0.110747E+08   0.110745E+08   0.203107E+03   0.724030E+03   0.475355E+00  -0.284550E+13
   0.429764E-03   0.195567E+08   0.195556E+08   0.897905E+07   0.862202E+07   0.194825E+08   0.195562E+08   0.195565E+08   0.195585E+08  -0.485786E+00   0.111085E+08   0.111082E+08   0.215144E+03   0.590071E+03   0.482569E+00  -0.258487E+13
   0.474538E-03   0.197071E+08   0.197058E+08   0.717840E+07   0.681719E+07   0.196164E+08   0.197064E+08   0.197069E+08   0.197083E+08  -0.489487E+00   0.111430E+08   0.111427E+08   0.226098E+03   0.481097E+03   0.489504E+00  -0.234825E+13
   0.523976E-03   0.198571E+08   0.198556E+08   0.548091E+07   0.513249E+07   0.197465E+08   0.198564E+08   0.198569E+08   0.198578E+08  -0.493178E+00   0.111774E+08   0.111770E+08   0.235458E+03   0.392447E+03   0.496043E+00  -0.213325E+13
   0.578566E-03   0.200036E+08   0.200018E+08   0.399248E+07   0.367684E+07   0.198688E+08   0.200026E+08   0.200033E+08   0.200037E+08  -0.496779E+00   0.112108E+08   0.112103E+08   0.242695E+03   0.320309E+03   0.502095E+00  -0.193774E+13
   0.638842E-03   0.201431E+08   0.201410E+08   0.280959E+07   0.254700E+07   0.199791E+08   0.201419E+08   0.201427E+08   0.201427E+08  -0.500209E+00   0.112421E+08   0.112416E+08   0.247307E+03   0.261576E+03   0.507603E+00  -0.175981E+13
   0.705398E-03   0.202726E+08   0.202703E+08   0.199042E+07   0.179707E+07   0.200736E+08   0.202713E+08   0.202722E+08   0.202718E+08  -0.503397E+00   0.112704E+08   0.112699E+08   0.248890E+03   0.213723E+03   0.512539E+00  -0.159779E+13
   0.778888E-03   0.203896E+08   0.203870E+08   0.152449E+07   0.140720E+07   0.201485E+08   0.203880E+08   0.203892E+08   0.203884E+08  -0.506276E+00   0.112948E+08   0.112943E+08   0.247200E+03   0.174702E+03   0.516902E+00  -0.145017E+13
   0.860035E-03   0.204919E+08   0.204889E+08   0.131744E+07   0.126953E+07   0.202003E+08   0.204900E+08   0.204914E+08   0.204903E+08  -0.508792E+00   0.113145E+08   0.113139E+08   0.242197E+03   0.142856E+03   0.520712E+00  -0.131562E+13
   0.949635E-03   0.205777E+08   0.205744E+08   0.121258E+07   0.121406E+07   0.202259E+08   0.205754E+08   0.205771E+08   0.205758E+08  -0.510904E+00   0.113287E+08   0.113281E+08   0.234051E+03   0.116842E+03   0.524004E+00  -0.119299E+13
   0.104857E-02   0.206458E+08   0.206423E+08   0.106038E+07   0.108498E+07   0.202228E+08   0.206432E+08   0.206452E+08   0.206435E+08  -0.512580E+00   0.113369E+08   0.113362E+08   0.223087E+03   0.955761E+02   0.526822E+00  -0.108120E+13
   0.115781E-02   0.206956E+08   0.206919E+08   0.808778E+06   0.836479E+06   0.201884E+08   0.206926E+08   0.206950E+08   0.206928E+08  -0.513799E+00   0.113385E+08   0.113378E+08   0.209721E+03   0.781783E+02   0.529215E+00  -0.979328E+12
   0.127844E-02   0.207266E+08   0.207226E+08   0.537857E+06   0.565284E+06   0.201208E+08   0.207231E+08   0.207259E+08   0.207232E+08  -0.514549E+00   0.113331E+08   0.113324E+08   0.194424E+03   0.639373E+02   0.531234E+00  -0.886506E+12
   0.141163E-02   0.207384E+08   0.207343E+08   0.367394E+06   0.406062E+06   0.200191E+08   0.207343E+08   0.207377E+08   0.207344E+08  -0.514823E+00   0.113204E+08   0.113196E+08   0.177769E+03   0.522770E+02   0.532926E+00  -0.801960E+12
   0.155869E-02   0.207310E+08   0.207269E+08   0.298839E+06   0.521581E+06   0.198818E+08   0.207263E+08   0.207303E+08   0.207264E+08  -0.514619E+00   0.112999E+08   0.112992E+08   0.160512E+03   0.427283E+02   0.534338E+00  -0.724980E+12
   0.172108E-02   0.207042E+08   0.207001E+08   0.213151E+06   0.427246E+06   0.197081E+08   0.206988E+08   0.207035E+08   0.206989E+08  -0.513934E+00   0.112714E+08   0.112707E+08   0.143544E+03   0.349094E+02   0.535512E+00  -0.654919E+12
   0.190039E-02   0.206579E+08   0.206538E+08   0.890749E+05   0.349642E+06   0.194978E+08   0.206517E+08   0.206572E+08   0.206518E+08  -0.512762E+00   0.112344E+08   0.112337E+08   0.127691E+03   0.285063E+02   0.536483E+00  -0.591178E+12
