#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.342619E+08   0.342619E+08   0.456647E+08   0.456642E+08   0.342649E+08   0.342619E+08   0.342619E+08   0.342741E+08  -0.458363E+00   0.992908E+07   0.992908E+07   0.748320E+01   0.112839E+07   0.537241E+00  -0.998268E+14
   0.109829E-04   0.342596E+08   0.342596E+08   0.456577E+08   0.456572E+08   0.342626E+08   0.342596E+08   0.342596E+08   0.342718E+08  -0.458332E+00   0.992873E+07   0.992873E+07   0.826252E+01   0.925529E+06   0.537190E+00  -0.904047E+14
   0.121272E-04   0.342568E+08   0.342568E+08   0.456492E+08   0.456486E+08   0.342598E+08   0.342569E+08   0.342568E+08   0.342691E+08  -0.458295E+00   0.992830E+07   0.992830E+07   0.912292E+01   0.759146E+06   0.537129E+00  -0.818712E+14
   0.133906E-04   0.342535E+08   0.342535E+08   0.456389E+08   0.456381E+08   0.342564E+08   0.342535E+08   0.342535E+08   0.342657E+08  -0.458250E+00   0.992778E+07   0.992778E+07   0.100728E+02   0.622679E+06   0.537054E+00  -0.741425E+14
   0.147857E-04   0.342493E+08   0.342493E+08   0.456263E+08   0.456253E+08   0.342523E+08   0.342493E+08   0.342493E+08   0.342615E+08  -0.458194E+00   0.992714E+07   0.992714E+07   0.111215E+02   0.510749E+06   0.536963E+00  -0.671427E+14
   0.163261E-04   0.342443E+08   0.342443E+08   0.456110E+08   0.456098E+08   0.342472E+08   0.342443E+08   0.342443E+08   0.342565E+08  -0.458127E+00   0.992636E+07   0.992636E+07   0.122792E+02   0.418944E+06   0.536853E+00  -0.608028E+14
   0.180270E-04   0.342382E+08   0.342382E+08   0.455923E+08   0.455908E+08   0.342411E+08   0.342382E+08   0.342382E+08   0.342504E+08  -0.458045E+00   0.992541E+07   0.992540E+07   0.135571E+02   0.343646E+06   0.536718E+00  -0.550606E+14
   0.199051E-04   0.342307E+08   0.342307E+08   0.455695E+08   0.455677E+08   0.342336E+08   0.342307E+08   0.342307E+08   0.342429E+08  -0.457945E+00   0.992425E+07   0.992425E+07   0.149677E+02   0.281886E+06   0.536554E+00  -0.498597E+14
   0.219788E-04   0.342216E+08   0.342216E+08   0.455418E+08   0.455395E+08   0.342244E+08   0.342217E+08   0.342216E+08   0.342338E+08  -0.457824E+00   0.992284E+07   0.992284E+07   0.165246E+02   0.231231E+06   0.536354E+00  -0.451489E+14
   0.242687E-04   0.342106E+08   0.342106E+08   0.455079E+08   0.455052E+08   0.342133E+08   0.342106E+08   0.342106E+08   0.342228E+08  -0.457676E+00   0.992112E+07   0.992112E+07   0.182429E+02   0.189684E+06   0.536111E+00  -0.408819E+14
