#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.384198E+08   0.384198E+08   0.512082E+08   0.512077E+08   0.384230E+08   0.384199E+08   0.384198E+08   0.384335E+08  -0.463410E+00   0.890770E+07   0.890770E+07   0.758261E+01   0.102084E+07   0.635983E+00  -0.895578E+14
   0.109829E-04   0.384163E+08   0.384163E+08   0.511995E+08   0.511989E+08   0.384194E+08   0.384163E+08   0.384163E+08   0.384300E+08  -0.463368E+00   0.890729E+07   0.890729E+07   0.837226E+01   0.837395E+06   0.635894E+00  -0.811041E+14
   0.121272E-04   0.384120E+08   0.384120E+08   0.511888E+08   0.511882E+08   0.384151E+08   0.384120E+08   0.384120E+08   0.384257E+08  -0.463316E+00   0.890679E+07   0.890679E+07   0.924407E+01   0.686932E+06   0.635786E+00  -0.734476E+14
   0.133906E-04   0.384067E+08   0.384067E+08   0.511759E+08   0.511751E+08   0.384098E+08   0.384067E+08   0.384067E+08   0.384204E+08  -0.463252E+00   0.890619E+07   0.890619E+07   0.102066E+02   0.563523E+06   0.635654E+00  -0.665131E+14
   0.147857E-04   0.384003E+08   0.384003E+08   0.511601E+08   0.511591E+08   0.384034E+08   0.384003E+08   0.384003E+08   0.384140E+08  -0.463175E+00   0.890545E+07   0.890545E+07   0.112691E+02   0.462302E+06   0.635494E+00  -0.602324E+14
   0.163261E-04   0.383925E+08   0.383925E+08   0.511409E+08   0.511396E+08   0.383956E+08   0.383925E+08   0.383925E+08   0.384062E+08  -0.463081E+00   0.890455E+07   0.890455E+07   0.124421E+02   0.379281E+06   0.635298E+00  -0.545438E+14
   0.180270E-04   0.383830E+08   0.383830E+08   0.511174E+08   0.511159E+08   0.383860E+08   0.383830E+08   0.383830E+08   0.383967E+08  -0.462966E+00   0.890346E+07   0.890346E+07   0.137369E+02   0.311188E+06   0.635060E+00  -0.493914E+14
   0.199051E-04   0.383714E+08   0.383714E+08   0.510889E+08   0.510870E+08   0.383744E+08   0.383715E+08   0.383714E+08   0.383851E+08  -0.462826E+00   0.890212E+07   0.890212E+07   0.151661E+02   0.255337E+06   0.634771E+00  -0.447245E+14
   0.219788E-04   0.383573E+08   0.383573E+08   0.510541E+08   0.510518E+08   0.383603E+08   0.383574E+08   0.383573E+08   0.383710E+08  -0.462656E+00   0.890050E+07   0.890050E+07   0.167436E+02   0.209528E+06   0.634418E+00  -0.404972E+14
   0.242687E-04   0.383402E+08   0.383402E+08   0.510117E+08   0.510090E+08   0.383431E+08   0.383402E+08   0.383402E+08   0.383538E+08  -0.462449E+00   0.889852E+07   0.889852E+07   0.184845E+02   0.171955E+06   0.633990E+00  -0.366681E+14
   0.267970E-04   0.383193E+08   0.383193E+08   0.509601E+08   0.509568E+08   0.383221E+08   0.383193E+08   0.383193E+08   0.383329E+08  -0.462197E+00   0.889611E+07   0.889611E+07   0.204056E+02   0.141138E+06   0.633468E+00  -0.331993E+14
   0.295888E-04   0.382939E+08   0.382939E+08   0.508974E+08   0.508933E+08   0.382967E+08   0.382939E+08   0.382939E+08   0.383075E+08  -0.461891E+00   0.889317E+07   0.889317E+07   0.225251E+02   0.115861E+06   0.632835E+00  -0.300570E+14
   0.326714E-04   0.382630E+08   0.382630E+08   0.508210E+08   0.508161E+08   0.382657E+08   0.382630E+08   0.382630E+08   0.382766E+08  -0.461518E+00   0.888960E+07   0.888960E+07   0.248634E+02   0.951276E+05   0.632066E+00  -0.272101E+14
   0.360752E-04   0.382255E+08   0.382255E+08   0.507281E+08   0.507221E+08   0.382281E+08   0.382255E+08   0.382255E+08   0.382391E+08  -0.461066E+00   0.888526E+07   0.888526E+07   0.274423E+02   0.781215E+05   0.631134E+00  -0.246307E+14
   0.398336E-04   0.381800E+08   0.381800E+08   0.506152E+08   0.506079E+08   0.381824E+08   0.381800E+08   0.381800E+08   0.381935E+08  -0.460517E+00   0.887998E+07   0.887998E+07   0.302859E+02   0.641719E+05   0.630004E+00  -0.222935E+14
   0.439836E-04   0.381248E+08   0.381248E+08   0.504781E+08   0.504692E+08   0.381270E+08   0.381248E+08   0.381248E+08   0.381383E+08  -0.459850E+00   0.887357E+07   0.887357E+07   0.334205E+02   0.527292E+05   0.628637E+00  -0.201755E+14
   0.485659E-04   0.380579E+08   0.380578E+08   0.503116E+08   0.503008E+08   0.380599E+08   0.380579E+08   0.380579E+08   0.380713E+08  -0.459043E+00   0.886579E+07   0.886578E+07   0.368746E+02   0.433422E+05   0.626986E+00  -0.182558E+14
   0.536256E-04   0.379769E+08   0.379769E+08   0.501098E+08   0.500966E+08   0.379787E+08   0.379769E+08   0.379769E+08   0.379903E+08  -0.458066E+00   0.885635E+07   0.885634E+07   0.406789E+02   0.356411E+05   0.624995E+00  -0.165157E+14
   0.592125E-04   0.378791E+08   0.378791E+08   0.498654E+08   0.498494E+08   0.378807E+08   0.378791E+08   0.378791E+08   0.378925E+08  -0.456886E+00   0.884491E+07   0.884490E+07   0.448668E+02   0.293223E+05   0.622601E+00  -0.149381E+14
   0.653814E-04   0.377613E+08   0.377612E+08   0.495698E+08   0.495503E+08   0.377624E+08   0.377613E+08   0.377613E+08   0.377745E+08  -0.455464E+00   0.883107E+07   0.883106E+07   0.494738E+02   0.241369E+05   0.619730E+00  -0.135075E+14
   0.721930E-04   0.376195E+08   0.376195E+08   0.492129E+08   0.491892E+08   0.376203E+08   0.376195E+08   0.376195E+08   0.376326E+08  -0.453754E+00   0.881436E+07   0.881435E+07   0.545377E+02   0.198805E+05   0.616298E+00  -0.122099E+14
   0.797142E-04   0.374495E+08   0.374494E+08   0.487828E+08   0.487542E+08   0.374497E+08   0.374495E+08   0.374495E+08   0.374625E+08  -0.451702E+00   0.879422E+07   0.879420E+07   0.600983E+02   0.163857E+05   0.612214E+00  -0.110326E+14
   0.880190E-04   0.372463E+08   0.372462E+08   0.482659E+08   0.482312E+08   0.372459E+08   0.372463E+08   0.372463E+08   0.372592E+08  -0.449250E+00   0.876999E+07   0.876997E+07   0.661969E+02   0.135147E+05   0.607377E+00  -0.996410E+13
   0.971891E-04   0.370044E+08   0.370043E+08   0.476464E+08   0.476043E+08   0.370031E+08   0.370043E+08   0.370043E+08   0.370171E+08  -0.446331E+00   0.874093E+07   0.874091E+07   0.728757E+02   0.111550E+05   0.601681E+00  -0.899407E+13
