#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.379973E+08   0.379973E+08   0.506444E+08   0.506439E+08   0.380005E+08   0.379974E+08   0.379973E+08   0.380109E+08  -0.458321E+00   0.992881E+07   0.992881E+07   0.772955E+01   0.112843E+07   0.549988E+00  -0.998240E+14
   0.109829E-04   0.379941E+08   0.379941E+08   0.506360E+08   0.506354E+08   0.379972E+08   0.379941E+08   0.379941E+08   0.380077E+08  -0.458282E+00   0.992836E+07   0.992836E+07   0.853451E+01   0.925574E+06   0.549923E+00  -0.904013E+14
   0.121272E-04   0.379902E+08   0.379902E+08   0.506258E+08   0.506251E+08   0.379933E+08   0.379902E+08   0.379902E+08   0.380038E+08  -0.458235E+00   0.992782E+07   0.992782E+07   0.942321E+01   0.759193E+06   0.549843E+00  -0.818673E+14
   0.133906E-04   0.379854E+08   0.379854E+08   0.506133E+08   0.506125E+08   0.379885E+08   0.379855E+08   0.379854E+08   0.379990E+08  -0.458177E+00   0.992716E+07   0.992716E+07   0.104043E+02   0.622727E+06   0.549747E+00  -0.741379E+14
   0.147857E-04   0.379796E+08   0.379796E+08   0.505981E+08   0.505971E+08   0.379827E+08   0.379796E+08   0.379796E+08   0.379932E+08  -0.458107E+00   0.992636E+07   0.992636E+07   0.114875E+02   0.510799E+06   0.549629E+00  -0.671374E+14
   0.163261E-04   0.379725E+08   0.379725E+08   0.505796E+08   0.505783E+08   0.379756E+08   0.379726E+08   0.379725E+08   0.379861E+08  -0.458022E+00   0.992538E+07   0.992538E+07   0.126832E+02   0.418995E+06   0.549485E+00  -0.607968E+14
   0.180270E-04   0.379639E+08   0.379639E+08   0.505570E+08   0.505555E+08   0.379669E+08   0.379639E+08   0.379639E+08   0.379774E+08  -0.457918E+00   0.992418E+07   0.992418E+07   0.140031E+02   0.343698E+06   0.549310E+00  -0.550538E+14
   0.199051E-04   0.379534E+08   0.379534E+08   0.505296E+08   0.505277E+08   0.379564E+08   0.379534E+08   0.379534E+08   0.379669E+08  -0.457791E+00   0.992273E+07   0.992273E+07   0.154600E+02   0.281939E+06   0.549098E+00  -0.498521E+14
   0.219788E-04   0.379406E+08   0.379406E+08   0.504961E+08   0.504938E+08   0.379436E+08   0.379406E+08   0.379406E+08   0.379541E+08  -0.457637E+00   0.992095E+07   0.992095E+07   0.170680E+02   0.231285E+06   0.548839E+00  -0.451403E+14
   0.242687E-04   0.379251E+08   0.379250E+08   0.504553E+08   0.504526E+08   0.379279E+08   0.379251E+08   0.379251E+08   0.379385E+08  -0.457449E+00   0.991879E+07   0.991879E+07   0.188427E+02   0.189738E+06   0.548524E+00  -0.408723E+14
