#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.426469E+08   0.426469E+08   0.568427E+08   0.568422E+08   0.426502E+08   0.426469E+08   0.426469E+08   0.426621E+08  -0.458270E+00   0.992844E+07   0.992844E+07   0.801378E+01   0.112849E+07   0.565854E+00  -0.998203E+14
   0.109829E-04   0.426423E+08   0.426423E+08   0.568323E+08   0.568317E+08   0.426456E+08   0.426423E+08   0.426423E+08   0.426575E+08  -0.458221E+00   0.992788E+07   0.992788E+07   0.884831E+01   0.925640E+06   0.565770E+00  -0.903969E+14
   0.121272E-04   0.426367E+08   0.426367E+08   0.568196E+08   0.568189E+08   0.426400E+08   0.426368E+08   0.426367E+08   0.426519E+08  -0.458161E+00   0.992720E+07   0.992720E+07   0.976966E+01   0.759262E+06   0.565667E+00  -0.818621E+14
   0.133906E-04   0.426300E+08   0.426300E+08   0.568041E+08   0.568032E+08   0.426332E+08   0.426300E+08   0.426300E+08   0.426452E+08  -0.458088E+00   0.992638E+07   0.992637E+07   0.107868E+02   0.622798E+06   0.565541E+00  -0.741321E+14
   0.147857E-04   0.426217E+08   0.426217E+08   0.567852E+08   0.567842E+08   0.426249E+08   0.426217E+08   0.426217E+08   0.426369E+08  -0.457999E+00   0.992537E+07   0.992537E+07   0.119097E+02   0.510871E+06   0.565388E+00  -0.671307E+14
   0.163261E-04   0.426116E+08   0.426116E+08   0.567622E+08   0.567609E+08   0.426148E+08   0.426116E+08   0.426116E+08   0.426268E+08  -0.457891E+00   0.992414E+07   0.992414E+07   0.131493E+02   0.419068E+06   0.565202E+00  -0.607892E+14
   0.180270E-04   0.425994E+08   0.425994E+08   0.567342E+08   0.567326E+08   0.426026E+08   0.425994E+08   0.425994E+08   0.426145E+08  -0.457759E+00   0.992264E+07   0.992264E+07   0.145176E+02   0.343772E+06   0.564975E+00  -0.550453E+14
   0.199051E-04   0.425844E+08   0.425844E+08   0.567001E+08   0.566982E+08   0.425876E+08   0.425845E+08   0.425844E+08   0.425996E+08  -0.457599E+00   0.992082E+07   0.992082E+07   0.160279E+02   0.282014E+06   0.564699E+00  -0.498425E+14
   0.219788E-04   0.425663E+08   0.425663E+08   0.566585E+08   0.566562E+08   0.425694E+08   0.425663E+08   0.425663E+08   0.425814E+08  -0.457403E+00   0.991860E+07   0.991860E+07   0.176948E+02   0.231360E+06   0.564363E+00  -0.451296E+14
   0.242687E-04   0.425441E+08   0.425441E+08   0.566079E+08   0.566051E+08   0.425472E+08   0.425442E+08   0.425441E+08   0.425593E+08  -0.457166E+00   0.991590E+07   0.991590E+07   0.195344E+02   0.189813E+06   0.563955E+00  -0.408604E+14
