#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.304147E+08   0.304147E+08   0.405293E+08   0.405288E+08   0.304176E+08   0.304147E+08   0.304147E+08   0.304255E+08  -0.326909E+00   0.167494E+08   0.167494E+08   0.919950E+01   0.906713E+06  -0.688475E+00  -0.168398E+15
   0.109829E-04   0.304195E+08   0.304195E+08   0.405306E+08   0.405300E+08   0.304225E+08   0.304196E+08   0.304195E+08   0.304304E+08  -0.326962E+00   0.167492E+08   0.167492E+08   0.101575E+02   0.743535E+06  -0.687692E+00  -0.152507E+15
   0.121272E-04   0.304255E+08   0.304255E+08   0.405323E+08   0.405315E+08   0.304284E+08   0.304255E+08   0.304255E+08   0.304363E+08  -0.327026E+00   0.167490E+08   0.167490E+08   0.112152E+02   0.609697E+06  -0.686740E+00  -0.138116E+15
   0.133906E-04   0.304327E+08   0.304327E+08   0.405343E+08   0.405333E+08   0.304357E+08   0.304328E+08   0.304327E+08   0.304436E+08  -0.327104E+00   0.167487E+08   0.167487E+08   0.123828E+02   0.499924E+06  -0.685580E+00  -0.125082E+15
   0.147857E-04   0.304416E+08   0.304416E+08   0.405366E+08   0.405355E+08   0.304445E+08   0.304416E+08   0.304416E+08   0.304524E+08  -0.327198E+00   0.167483E+08   0.167483E+08   0.136718E+02   0.409888E+06  -0.684170E+00  -0.113278E+15
   0.163261E-04   0.304523E+08   0.304523E+08   0.405395E+08   0.405381E+08   0.304552E+08   0.304523E+08   0.304523E+08   0.304631E+08  -0.327313E+00   0.167479E+08   0.167479E+08   0.150948E+02   0.336041E+06  -0.682456E+00  -0.102587E+15
   0.180270E-04   0.304653E+08   0.304653E+08   0.405430E+08   0.405413E+08   0.304682E+08   0.304653E+08   0.304653E+08   0.304762E+08  -0.327453E+00   0.167473E+08   0.167473E+08   0.166655E+02   0.275473E+06  -0.680373E+00  -0.929049E+14
   0.199051E-04   0.304811E+08   0.304811E+08   0.405471E+08   0.405450E+08   0.304839E+08   0.304811E+08   0.304811E+08   0.304920E+08  -0.327623E+00   0.167467E+08   0.167467E+08   0.183993E+02   0.225795E+06  -0.677843E+00  -0.841357E+14
   0.219788E-04   0.305003E+08   0.305003E+08   0.405521E+08   0.405495E+08   0.305031E+08   0.305003E+08   0.305003E+08   0.305112E+08  -0.327829E+00   0.167459E+08   0.167459E+08   0.203127E+02   0.185050E+06  -0.674775E+00  -0.761937E+14
   0.242687E-04   0.305236E+08   0.305236E+08   0.405579E+08   0.405548E+08   0.305263E+08   0.305236E+08   0.305236E+08   0.305344E+08  -0.328079E+00   0.167449E+08   0.167449E+08   0.224244E+02   0.151631E+06  -0.671057E+00  -0.690005E+14
   0.267970E-04   0.305517E+08   0.305517E+08   0.405648E+08   0.405610E+08   0.305544E+08   0.305518E+08   0.305517E+08   0.305626E+08  -0.328381E+00   0.167437E+08   0.167436E+08   0.247544E+02   0.124222E+06  -0.666557E+00  -0.624856E+14
   0.295888E-04   0.305858E+08   0.305858E+08   0.405728E+08   0.405682E+08   0.305883E+08   0.305858E+08   0.305858E+08   0.305966E+08  -0.328746E+00   0.167421E+08   0.167421E+08   0.273251E+02   0.101742E+06  -0.661120E+00  -0.565848E+14
   0.326714E-04   0.306268E+08   0.306268E+08   0.405820E+08   0.405764E+08   0.306293E+08   0.306268E+08   0.306268E+08   0.306377E+08  -0.329187E+00   0.167403E+08   0.167403E+08   0.301607E+02   0.833052E+05  -0.654564E+00  -0.512402E+14
   0.360752E-04   0.306762E+08   0.306762E+08   0.405925E+08   0.405856E+08   0.306786E+08   0.306762E+08   0.306762E+08   0.306871E+08  -0.329717E+00   0.167380E+08   0.167380E+08   0.332879E+02   0.681843E+05  -0.646677E+00  -0.463991E+14
   0.398336E-04   0.307355E+08   0.307355E+08   0.406041E+08   0.405957E+08   0.307377E+08   0.307355E+08   0.307355E+08   0.307464E+08  -0.330354E+00   0.167351E+08   0.167351E+08   0.367357E+02   0.557836E+05  -0.637213E+00  -0.420141E+14
   0.439836E-04   0.308064E+08   0.308064E+08   0.406166E+08   0.406064E+08   0.308084E+08   0.308064E+08   0.308064E+08   0.308173E+08  -0.331115E+00   0.167315E+08   0.167315E+08   0.405358E+02   0.456143E+05  -0.625898E+00  -0.380418E+14
   0.485659E-04   0.308908E+08   0.308908E+08   0.406293E+08   0.406169E+08   0.308927E+08   0.308908E+08   0.308908E+08   0.309017E+08  -0.332021E+00   0.167271E+08   0.167271E+08   0.447223E+02   0.372755E+05  -0.612421E+00  -0.344432E+14
   0.536256E-04   0.309909E+08   0.309909E+08   0.406414E+08   0.406263E+08   0.309925E+08   0.309909E+08   0.309909E+08   0.310018E+08  -0.333095E+00   0.167214E+08   0.167214E+08   0.493325E+02   0.304385E+05  -0.596448E+00  -0.311830E+14
   0.592125E-04   0.311088E+08   0.311087E+08   0.406512E+08   0.406328E+08   0.311100E+08   0.311088E+08   0.311088E+08   0.311196E+08  -0.334360E+00   0.167144E+08   0.167144E+08   0.544060E+02   0.248336E+05  -0.577624E+00  -0.282288E+14
   0.653814E-04   0.312466E+08   0.312466E+08   0.406560E+08   0.406337E+08   0.312475E+08   0.312466E+08   0.312466E+08   0.312575E+08  -0.335839E+00   0.167054E+08   0.167054E+08   0.599855E+02   0.202399E+05  -0.555585E+00  -0.255516E+14
   0.721930E-04   0.314063E+08   0.314063E+08   0.406519E+08   0.406249E+08   0.314067E+08   0.314063E+08   0.314063E+08   0.314172E+08  -0.337554E+00   0.166940E+08   0.166940E+08   0.661160E+02   0.164760E+05  -0.529986E+00  -0.231250E+14
   0.797142E-04   0.315895E+08   0.315895E+08   0.406332E+08   0.406004E+08   0.315893E+08   0.315895E+08   0.315895E+08   0.316004E+08  -0.339520E+00   0.166795E+08   0.166795E+08   0.728446E+02   0.133934E+05  -0.500520E+00  -0.209249E+14
   0.880190E-04   0.317969E+08   0.317968E+08   0.405916E+08   0.405520E+08   0.317960E+08   0.317969E+08   0.317969E+08   0.318077E+08  -0.341745E+00   0.166610E+08   0.166610E+08   0.802198E+02   0.108702E+05  -0.466955E+00  -0.189296E+14
   0.971891E-04   0.320280E+08   0.320280E+08   0.405158E+08   0.404678E+08   0.320263E+08   0.320280E+08   0.320280E+08   0.320388E+08  -0.344225E+00   0.166374E+08   0.166373E+08   0.882910E+02   0.880645E+04  -0.429174E+00  -0.171192E+14
   0.107314E-03   0.322809E+08   0.322808E+08   0.403900E+08   0.403321E+08   0.322781E+08   0.322809E+08   0.322809E+08   0.322916E+08  -0.346938E+00   0.166071E+08   0.166071E+08   0.971065E+02   0.712025E+04  -0.387212E+00  -0.154757E+14
