#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.348955E+08   0.348955E+08   0.465103E+08   0.465098E+08   0.348985E+08   0.348955E+08   0.348955E+08   0.349079E+08  -0.466826E+00   0.808858E+07   0.808858E+07   0.722372E+01   0.927552E+06   0.684342E+00  -0.813224E+14
   0.109829E-04   0.348927E+08   0.348927E+08   0.465029E+08   0.465023E+08   0.348957E+08   0.348927E+08   0.348927E+08   0.349051E+08  -0.466789E+00   0.808827E+07   0.808827E+07   0.797601E+01   0.760906E+06   0.684256E+00  -0.736466E+14
   0.121272E-04   0.348893E+08   0.348893E+08   0.464938E+08   0.464931E+08   0.348923E+08   0.348893E+08   0.348893E+08   0.349017E+08  -0.466744E+00   0.808790E+07   0.808790E+07   0.880657E+01   0.624223E+06   0.684151E+00  -0.666948E+14
   0.133906E-04   0.348852E+08   0.348852E+08   0.464827E+08   0.464819E+08   0.348881E+08   0.348852E+08   0.348852E+08   0.348976E+08  -0.466688E+00   0.808744E+07   0.808744E+07   0.972353E+01   0.512115E+06   0.684022E+00  -0.603985E+14
   0.147857E-04   0.348801E+08   0.348801E+08   0.464693E+08   0.464683E+08   0.348831E+08   0.348802E+08   0.348801E+08   0.348926E+08  -0.466621E+00   0.808688E+07   0.808688E+07   0.107358E+02   0.420165E+06   0.683866E+00  -0.546960E+14
   0.163261E-04   0.348740E+08   0.348740E+08   0.464529E+08   0.464517E+08   0.348769E+08   0.348740E+08   0.348740E+08   0.348864E+08  -0.466539E+00   0.808621E+07   0.808621E+07   0.118534E+02   0.344747E+06   0.683676E+00  -0.495312E+14
   0.180270E-04   0.348665E+08   0.348665E+08   0.464329E+08   0.464314E+08   0.348694E+08   0.348665E+08   0.348665E+08   0.348789E+08  -0.466439E+00   0.808538E+07   0.808538E+07   0.130870E+02   0.282890E+06   0.683444E+00  -0.448532E+14
   0.199051E-04   0.348574E+08   0.348574E+08   0.464085E+08   0.464067E+08   0.348603E+08   0.348574E+08   0.348574E+08   0.348698E+08  -0.466317E+00   0.808438E+07   0.808438E+07   0.144487E+02   0.232154E+06   0.683162E+00  -0.406162E+14
   0.219788E-04   0.348463E+08   0.348463E+08   0.463788E+08   0.463766E+08   0.348491E+08   0.348463E+08   0.348463E+08   0.348587E+08  -0.466168E+00   0.808316E+07   0.808316E+07   0.159516E+02   0.190541E+06   0.682819E+00  -0.367783E+14
   0.242687E-04   0.348328E+08   0.348328E+08   0.463426E+08   0.463400E+08   0.348356E+08   0.348328E+08   0.348328E+08   0.348452E+08  -0.465988E+00   0.808167E+07   0.808166E+07   0.176103E+02   0.156409E+06   0.682401E+00  -0.333021E+14
   0.267970E-04   0.348164E+08   0.348164E+08   0.462986E+08   0.462954E+08   0.348191E+08   0.348164E+08   0.348164E+08   0.348288E+08  -0.465768E+00   0.807985E+07   0.807985E+07   0.194408E+02   0.128414E+06   0.681892E+00  -0.301532E+14
   0.295888E-04   0.347964E+08   0.347964E+08   0.462450E+08   0.462411E+08   0.347990E+08   0.347964E+08   0.347964E+08   0.348088E+08  -0.465500E+00   0.807764E+07   0.807764E+07   0.214604E+02   0.105451E+06   0.681275E+00  -0.273007E+14
   0.326714E-04   0.347721E+08   0.347721E+08   0.461798E+08   0.461750E+08   0.347746E+08   0.347721E+08   0.347721E+08   0.347844E+08  -0.465175E+00   0.807495E+07   0.807495E+07   0.236885E+02   0.866169E+05   0.680524E+00  -0.247166E+14
   0.360752E-04   0.347425E+08   0.347425E+08   0.461004E+08   0.460946E+08   0.347450E+08   0.347426E+08   0.347425E+08   0.347549E+08  -0.464779E+00   0.807168E+07   0.807168E+07   0.261461E+02   0.711680E+05   0.679613E+00  -0.223754E+14
   0.398336E-04   0.347067E+08   0.347066E+08   0.460039E+08   0.459968E+08   0.347089E+08   0.347067E+08   0.347066E+08   0.347189E+08  -0.464299E+00   0.806770E+07   0.806770E+07   0.288561E+02   0.584959E+05   0.678508E+00  -0.202542E+14
   0.439836E-04   0.346631E+08   0.346631E+08   0.458866E+08   0.458780E+08   0.346652E+08   0.346631E+08   0.346631E+08   0.346754E+08  -0.463716E+00   0.806287E+07   0.806287E+07   0.318437E+02   0.481008E+05   0.677169E+00  -0.183322E+14
   0.485659E-04   0.346103E+08   0.346103E+08   0.457442E+08   0.457336E+08   0.346122E+08   0.346103E+08   0.346103E+08   0.346225E+08  -0.463009E+00   0.805700E+07   0.805699E+07   0.351361E+02   0.395733E+05   0.675550E+00  -0.165904E+14
   0.536256E-04   0.345463E+08   0.345463E+08   0.455714E+08   0.455586E+08   0.345481E+08   0.345463E+08   0.345463E+08   0.345585E+08  -0.462154E+00   0.804987E+07   0.804987E+07   0.387627E+02   0.325770E+05   0.673595E+00  -0.150118E+14
   0.592125E-04   0.344690E+08   0.344690E+08   0.453619E+08   0.453463E+08   0.344705E+08   0.344690E+08   0.344690E+08   0.344811E+08  -0.461119E+00   0.804123E+07   0.804123E+07   0.427556E+02   0.268365E+05   0.671239E+00  -0.135808E+14
   0.653814E-04   0.343757E+08   0.343757E+08   0.451083E+08   0.450894E+08   0.343768E+08   0.343757E+08   0.343757E+08   0.343877E+08  -0.459870E+00   0.803077E+07   0.803077E+07   0.471489E+02   0.221253E+05   0.668406E+00  -0.122834E+14
   0.721930E-04   0.342633E+08   0.342632E+08   0.448018E+08   0.447788E+08   0.342639E+08   0.342633E+08   0.342633E+08   0.342752E+08  -0.458365E+00   0.801813E+07   0.801812E+07   0.519788E+02   0.182580E+05   0.665011E+00  -0.111069E+14
   0.797142E-04   0.341282E+08   0.341282E+08   0.444319E+08   0.444040E+08   0.341284E+08   0.341282E+08   0.341282E+08   0.341401E+08  -0.456558E+00   0.800286E+07   0.800285E+07   0.572839E+02   0.150822E+05   0.660956E+00  -0.100398E+14
   0.880190E-04   0.339664E+08   0.339664E+08   0.439865E+08   0.439527E+08   0.339660E+08   0.339664E+08   0.339664E+08   0.339782E+08  -0.454392E+00   0.798448E+07   0.798446E+07   0.631041E+02   0.124730E+05   0.656133E+00  -0.907164E+13
   0.971891E-04   0.337734E+08   0.337733E+08   0.434517E+08   0.434108E+08   0.337721E+08   0.337733E+08   0.337734E+08   0.337850E+08  -0.451808E+00   0.796239E+07   0.796237E+07   0.694804E+02   0.103278E+05   0.650425E+00  -0.819298E+13
   0.107314E-03   0.335439E+08   0.335438E+08   0.428114E+08   0.427619E+08   0.335417E+08   0.335439E+08   0.335439E+08   0.335553E+08  -0.448737E+00   0.793593E+07   0.793590E+07   0.764539E+02   0.856242E+04   0.643712E+00  -0.739529E+13
   0.118495E-03   0.332726E+08   0.332725E+08   0.420475E+08   0.419878E+08   0.332693E+08   0.332725E+08   0.332726E+08   0.332838E+08  -0.445105E+00   0.790435E+07   0.790432E+07   0.840645E+02   0.710778E+04   0.635871E+00  -0.667087E+13
   0.130840E-03   0.329536E+08   0.329535E+08   0.411402E+08   0.410683E+08   0.329489E+08   0.329536E+08   0.329536E+08   0.329646E+08  -0.440836E+00   0.786681E+07   0.786677E+07   0.923492E+02   0.590724E+04   0.626787E+00  -0.601277E+13
   0.144471E-03   0.325812E+08   0.325811E+08   0.400680E+08   0.399816E+08   0.325749E+08   0.325812E+08   0.325812E+08   0.325919E+08  -0.435852E+00   0.782241E+07   0.782236E+07   0.101339E+03   0.491443E+04   0.616364E+00  -0.541471E+13
   0.159522E-03   0.321499E+08   0.321497E+08   0.388083E+08   0.387048E+08   0.321415E+08   0.321498E+08   0.321498E+08   0.321602E+08  -0.430078E+00   0.777018E+07   0.777013E+07   0.111058E+03   0.409139E+04   0.604535E+00  -0.487108E+13
   0.176142E-03   0.316547E+08   0.316544E+08   0.373384E+08   0.372151E+08   0.316438E+08   0.316546E+08   0.316546E+08   0.316645E+08  -0.423449E+00   0.770916E+07   0.770909E+07   0.121514E+03   0.340719E+04   0.591279E+00  -0.437683E+13
   0.194493E-03   0.310919E+08   0.310916E+08   0.356370E+08   0.354907E+08   0.310779E+08   0.310917E+08   0.310918E+08   0.311012E+08  -0.415915E+00   0.763838E+07   0.763830E+07   0.132700E+03   0.283669E+04   0.576630E+00  -0.392747E+13
   0.214755E-03   0.304594E+08   0.304590E+08   0.336858E+08   0.335133E+08   0.304418E+08   0.304592E+08   0.304593E+08   0.304682E+08  -0.407447E+00   0.755698E+07   0.755689E+07   0.144582E+03   0.235955E+04   0.560695E+00  -0.351900E+13
   0.237129E-03   0.297572E+08   0.297568E+08   0.314718E+08   0.312698E+08   0.297352E+08   0.297570E+08   0.297571E+08   0.297654E+08  -0.398047E+00   0.746423E+07   0.746412E+07   0.157093E+03   0.195943E+04   0.543655E+00  -0.314786E+13
   0.261834E-03   0.289880E+08   0.289876E+08   0.289908E+08   0.287562E+08   0.289606E+08   0.289878E+08   0.289880E+08   0.289956E+08  -0.387749E+00   0.735965E+07   0.735951E+07   0.170124E+03   0.162323E+04   0.525768E+00  -0.281090E+13
   0.289112E-03   0.281572E+08   0.281566E+08   0.262505E+08   0.259810E+08   0.281232E+08   0.281569E+08   0.281571E+08   0.281639E+08  -0.376624E+00   0.724302E+07   0.724286E+07   0.183513E+03   0.134047E+04   0.507357E+00  -0.250535E+13
   0.319233E-03   0.272728E+08   0.272721E+08   0.232753E+08   0.229696E+08   0.272309E+08   0.272725E+08   0.272727E+08   0.272787E+08  -0.364781E+00   0.711453E+07   0.711434E+07   0.197036E+03   0.110278E+04   0.488790E+00  -0.222871E+13
