#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.286322E+08   0.286322E+08   0.381599E+08   0.381594E+08   0.286350E+08   0.286322E+08   0.286322E+08   0.286424E+08  -0.458427E+00   0.992944E+07   0.992944E+07   0.707534E+01   0.112834E+07   0.518029E+00  -0.998304E+14
   0.109829E-04   0.286311E+08   0.286311E+08   0.381548E+08   0.381542E+08   0.286338E+08   0.286311E+08   0.286311E+08   0.286413E+08  -0.458408E+00   0.992923E+07   0.992922E+07   0.781220E+01   0.925479E+06   0.518000E+00  -0.904092E+14
   0.121272E-04   0.286297E+08   0.286297E+08   0.381485E+08   0.381478E+08   0.286324E+08   0.286297E+08   0.286297E+08   0.286399E+08  -0.458386E+00   0.992896E+07   0.992896E+07   0.862574E+01   0.759091E+06   0.517964E+00  -0.818767E+14
   0.133906E-04   0.286280E+08   0.286280E+08   0.381409E+08   0.381401E+08   0.286307E+08   0.286280E+08   0.286280E+08   0.286382E+08  -0.458359E+00   0.992865E+07   0.992865E+07   0.952391E+01   0.622620E+06   0.517921E+00  -0.741490E+14
   0.147857E-04   0.286260E+08   0.286260E+08   0.381316E+08   0.381307E+08   0.286287E+08   0.286260E+08   0.286260E+08   0.286362E+08  -0.458326E+00   0.992826E+07   0.992826E+07   0.105155E+02   0.510687E+06   0.517869E+00  -0.671503E+14
   0.163261E-04   0.286235E+08   0.286235E+08   0.381203E+08   0.381191E+08   0.286261E+08   0.286235E+08   0.286235E+08   0.286337E+08  -0.458286E+00   0.992779E+07   0.992779E+07   0.116101E+02   0.418880E+06   0.517805E+00  -0.608116E+14
   0.180270E-04   0.286204E+08   0.286204E+08   0.381066E+08   0.381051E+08   0.286231E+08   0.286204E+08   0.286204E+08   0.286306E+08  -0.458237E+00   0.992721E+07   0.992721E+07   0.128186E+02   0.343580E+06   0.517727E+00  -0.550706E+14
   0.199051E-04   0.286167E+08   0.286167E+08   0.380898E+08   0.380880E+08   0.286193E+08   0.286167E+08   0.286167E+08   0.286269E+08  -0.458178E+00   0.992651E+07   0.992651E+07   0.141524E+02   0.281819E+06   0.517632E+00  -0.498711E+14
   0.219788E-04   0.286122E+08   0.286122E+08   0.380694E+08   0.380672E+08   0.286148E+08   0.286122E+08   0.286122E+08   0.286224E+08  -0.458105E+00   0.992566E+07   0.992566E+07   0.156248E+02   0.231162E+06   0.517517E+00  -0.451617E+14
   0.242687E-04   0.286067E+08   0.286067E+08   0.380445E+08   0.380418E+08   0.286092E+08   0.286067E+08   0.286067E+08   0.286169E+08  -0.458017E+00   0.992462E+07   0.992461E+07   0.172497E+02   0.189614E+06   0.517377E+00  -0.408963E+14
   0.267970E-04   0.286000E+08   0.286000E+08   0.380141E+08   0.380109E+08   0.286024E+08   0.286000E+08   0.286000E+08   0.286101E+08  -0.457909E+00   0.992335E+07   0.992335E+07   0.190430E+02   0.155536E+06   0.517206E+00  -0.370329E+14
   0.295888E-04   0.285918E+08   0.285918E+08   0.379772E+08   0.379732E+08   0.285942E+08   0.285918E+08   0.285918E+08   0.286020E+08  -0.457778E+00   0.992180E+07   0.992180E+07   0.210218E+02   0.127586E+06   0.516999E+00  -0.335335E+14
   0.326714E-04   0.285819E+08   0.285819E+08   0.379322E+08   0.379274E+08   0.285842E+08   0.285819E+08   0.285819E+08   0.285920E+08  -0.457619E+00   0.991992E+07   0.991992E+07   0.232049E+02   0.104661E+06   0.516747E+00  -0.303638E+14
   0.360752E-04   0.285698E+08   0.285698E+08   0.378774E+08   0.378715E+08   0.285720E+08   0.285698E+08   0.285698E+08   0.285799E+08  -0.457425E+00   0.991763E+07   0.991763E+07   0.256131E+02   0.858572E+05   0.516441E+00  -0.274926E+14
   0.398336E-04   0.285551E+08   0.285551E+08   0.378107E+08   0.378036E+08   0.285572E+08   0.285551E+08   0.285551E+08   0.285652E+08  -0.457190E+00   0.991485E+07   0.991485E+07   0.282690E+02   0.704345E+05   0.516070E+00  -0.248916E+14
   0.439836E-04   0.285373E+08   0.285372E+08   0.377297E+08   0.377210E+08   0.285392E+08   0.285373E+08   0.285373E+08   0.285473E+08  -0.456904E+00   0.991146E+07   0.991146E+07   0.311972E+02   0.577846E+05   0.515620E+00  -0.225353E+14
   0.485659E-04   0.285156E+08   0.285156E+08   0.376311E+08   0.376205E+08   0.285173E+08   0.285156E+08   0.285156E+08   0.285257E+08  -0.456557E+00   0.990735E+07   0.990734E+07   0.344246E+02   0.474089E+05   0.515077E+00  -0.204006E+14
