#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.407780E+08   0.407780E+08   0.543496E+08   0.543492E+08   0.407812E+08   0.407780E+08   0.407780E+08   0.407925E+08  -0.438205E+00   0.122663E+08   0.122663E+08   0.837005E+01   0.129344E+07   0.312935E+00  -0.123325E+15
   0.109829E-04   0.407748E+08   0.407748E+08   0.543408E+08   0.543402E+08   0.407780E+08   0.407748E+08   0.407748E+08   0.407893E+08  -0.438171E+00   0.122656E+08   0.122656E+08   0.924167E+01   0.106077E+07   0.312952E+00  -0.111683E+15
   0.121272E-04   0.407709E+08   0.407709E+08   0.543300E+08   0.543293E+08   0.407741E+08   0.407709E+08   0.407709E+08   0.407854E+08  -0.438129E+00   0.122649E+08   0.122649E+08   0.102040E+02   0.869940E+06   0.312972E+00  -0.101139E+15
   0.133906E-04   0.407661E+08   0.407661E+08   0.543168E+08   0.543160E+08   0.407694E+08   0.407662E+08   0.407661E+08   0.407807E+08  -0.438078E+00   0.122639E+08   0.122639E+08   0.112663E+02   0.713418E+06   0.312996E+00  -0.915892E+14
   0.147857E-04   0.407604E+08   0.407604E+08   0.543008E+08   0.542997E+08   0.407636E+08   0.407604E+08   0.407604E+08   0.407749E+08  -0.438016E+00   0.122627E+08   0.122627E+08   0.124392E+02   0.585039E+06   0.313026E+00  -0.829397E+14
   0.163261E-04   0.407533E+08   0.407533E+08   0.542813E+08   0.542800E+08   0.407565E+08   0.407533E+08   0.407533E+08   0.407678E+08  -0.437940E+00   0.122613E+08   0.122613E+08   0.137338E+02   0.479743E+06   0.313062E+00  -0.751054E+14
   0.180270E-04   0.407447E+08   0.407447E+08   0.542575E+08   0.542559E+08   0.407479E+08   0.407448E+08   0.407447E+08   0.407593E+08  -0.437848E+00   0.122596E+08   0.122596E+08   0.151629E+02   0.393380E+06   0.313106E+00  -0.680095E+14
   0.199051E-04   0.407343E+08   0.407343E+08   0.542285E+08   0.542265E+08   0.407374E+08   0.407343E+08   0.407343E+08   0.407488E+08  -0.437736E+00   0.122575E+08   0.122575E+08   0.167403E+02   0.322545E+06   0.313160E+00  -0.615821E+14
   0.219788E-04   0.407216E+08   0.407216E+08   0.541932E+08   0.541908E+08   0.407247E+08   0.407216E+08   0.407216E+08   0.407361E+08  -0.437599E+00   0.122549E+08   0.122549E+08   0.184813E+02   0.264447E+06   0.313225E+00  -0.557600E+14
   0.242687E-04   0.407061E+08   0.407061E+08   0.541501E+08   0.541472E+08   0.407091E+08   0.407061E+08   0.407061E+08   0.407206E+08  -0.437433E+00   0.122518E+08   0.122518E+08   0.204026E+02   0.216795E+06   0.313304E+00  -0.504861E+14
   0.267970E-04   0.406873E+08   0.406873E+08   0.540978E+08   0.540942E+08   0.406902E+08   0.406873E+08   0.406873E+08   0.407017E+08  -0.437230E+00   0.122480E+08   0.122480E+08   0.225225E+02   0.177711E+06   0.313400E+00  -0.457084E+14
   0.295888E-04   0.406643E+08   0.406643E+08   0.540340E+08   0.540297E+08   0.406672E+08   0.406643E+08   0.406643E+08   0.406788E+08  -0.436984E+00   0.122434E+08   0.122434E+08   0.248614E+02   0.145655E+06   0.313516E+00  -0.413801E+14
   0.326714E-04   0.406365E+08   0.406365E+08   0.539564E+08   0.539511E+08   0.406393E+08   0.406365E+08   0.406365E+08   0.406509E+08  -0.436684E+00   0.122378E+08   0.122378E+08   0.274414E+02   0.119363E+06   0.313657E+00  -0.374586E+14
   0.360752E-04   0.406026E+08   0.406026E+08   0.538620E+08   0.538556E+08   0.406053E+08   0.406026E+08   0.406026E+08   0.406170E+08  -0.436320E+00   0.122310E+08   0.122310E+08   0.302867E+02   0.977995E+05   0.313827E+00  -0.339053E+14
   0.398336E-04   0.405615E+08   0.405615E+08   0.537472E+08   0.537395E+08   0.405640E+08   0.405615E+08   0.405615E+08   0.405758E+08  -0.435878E+00   0.122227E+08   0.122227E+08   0.334236E+02   0.801133E+05   0.314033E+00  -0.306854E+14
   0.439836E-04   0.405116E+08   0.405116E+08   0.536078E+08   0.535984E+08   0.405140E+08   0.405116E+08   0.405116E+08   0.405259E+08  -0.435341E+00   0.122126E+08   0.122126E+08   0.368811E+02   0.656079E+05   0.314280E+00  -0.277673E+14
   0.485659E-04   0.404511E+08   0.404511E+08   0.534386E+08   0.534270E+08   0.404533E+08   0.404511E+08   0.404511E+08   0.404654E+08  -0.434691E+00   0.122004E+08   0.122004E+08   0.406903E+02   0.537114E+05   0.314577E+00  -0.251222E+14
   0.536256E-04   0.403779E+08   0.403779E+08   0.532332E+08   0.532192E+08   0.403798E+08   0.403779E+08   0.403779E+08   0.403922E+08  -0.433904E+00   0.121855E+08   0.121855E+08   0.448849E+02   0.439549E+05   0.314932E+00  -0.227242E+14
   0.592125E-04   0.402895E+08   0.402894E+08   0.529844E+08   0.529674E+08   0.402911E+08   0.402895E+08   0.402895E+08   0.403036E+08  -0.432953E+00   0.121676E+08   0.121676E+08   0.495012E+02   0.359539E+05   0.315357E+00  -0.205498E+14
   0.653814E-04   0.401828E+08   0.401827E+08   0.526833E+08   0.526626E+08   0.401840E+08   0.401828E+08   0.401828E+08   0.401968E+08  -0.431806E+00   0.121459E+08   0.121459E+08   0.545780E+02   0.293929E+05   0.315860E+00  -0.185777E+14
   0.721930E-04   0.400543E+08   0.400543E+08   0.523196E+08   0.522944E+08   0.400551E+08   0.400543E+08   0.400543E+08   0.400683E+08  -0.430425E+00   0.121197E+08   0.121197E+08   0.601563E+02   0.240132E+05   0.316455E+00  -0.167886E+14
   0.797142E-04   0.399001E+08   0.399001E+08   0.518809E+08   0.518503E+08   0.399004E+08   0.399001E+08   0.399001E+08   0.399140E+08  -0.428767E+00   0.120882E+08   0.120882E+08   0.662791E+02   0.196028E+05   0.317152E+00  -0.151650E+14
   0.880190E-04   0.397156E+08   0.397156E+08   0.513530E+08   0.513160E+08   0.397152E+08   0.397156E+08   0.397156E+08   0.397293E+08  -0.426783E+00   0.120503E+08   0.120503E+08   0.729907E+02   0.159877E+05   0.317966E+00  -0.136911E+14
   0.971891E-04   0.394956E+08   0.394956E+08   0.507196E+08   0.506748E+08   0.394944E+08   0.394956E+08   0.394956E+08   0.395092E+08  -0.424418E+00   0.120050E+08   0.120050E+08   0.803363E+02   0.130252E+05   0.318905E+00  -0.123527E+14
   0.107314E-03   0.392345E+08   0.392344E+08   0.499618E+08   0.499078E+08   0.392322E+08   0.392345E+08   0.392345E+08   0.392478E+08  -0.421610E+00   0.119509E+08   0.119509E+08   0.883602E+02   0.105985E+05   0.319980E+00  -0.111368E+14
