#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.254201E+08   0.254201E+08   0.338798E+08   0.338794E+08   0.254227E+08   0.254201E+08   0.254201E+08   0.254292E+08  -0.473893E+00   0.596398E+07   0.596398E+07   0.621998E+01   0.668103E+06   0.784518E+00  -0.599618E+14
   0.109829E-04   0.254189E+08   0.254189E+08   0.338752E+08   0.338747E+08   0.254214E+08   0.254189E+08   0.254189E+08   0.254280E+08  -0.473870E+00   0.596387E+07   0.596387E+07   0.686777E+01   0.548130E+06   0.784450E+00  -0.543032E+14
   0.121272E-04   0.254174E+08   0.254174E+08   0.338695E+08   0.338689E+08   0.254199E+08   0.254174E+08   0.254174E+08   0.254265E+08  -0.473843E+00   0.596372E+07   0.596372E+07   0.758296E+01   0.449728E+06   0.784368E+00  -0.491783E+14
   0.133906E-04   0.254156E+08   0.254156E+08   0.338626E+08   0.338619E+08   0.254181E+08   0.254156E+08   0.254156E+08   0.254246E+08  -0.473808E+00   0.596355E+07   0.596355E+07   0.837256E+01   0.369019E+06   0.784267E+00  -0.445369E+14
   0.147857E-04   0.254133E+08   0.254133E+08   0.338542E+08   0.338533E+08   0.254158E+08   0.254134E+08   0.254133E+08   0.254224E+08  -0.473767E+00   0.596334E+07   0.596334E+07   0.924428E+01   0.302822E+06   0.784145E+00  -0.403333E+14
   0.163261E-04   0.254106E+08   0.254106E+08   0.338440E+08   0.338428E+08   0.254131E+08   0.254106E+08   0.254106E+08   0.254197E+08  -0.473716E+00   0.596308E+07   0.596308E+07   0.102066E+02   0.248527E+06   0.783996E+00  -0.365262E+14
   0.180270E-04   0.254073E+08   0.254073E+08   0.338315E+08   0.338301E+08   0.254098E+08   0.254073E+08   0.254073E+08   0.254164E+08  -0.473654E+00   0.596276E+07   0.596276E+07   0.112690E+02   0.203994E+06   0.783814E+00  -0.330781E+14
   0.199051E-04   0.254033E+08   0.254033E+08   0.338162E+08   0.338146E+08   0.254057E+08   0.254033E+08   0.254033E+08   0.254123E+08  -0.473579E+00   0.596238E+07   0.596238E+07   0.124416E+02   0.167468E+06   0.783592E+00  -0.299552E+14
   0.219788E-04   0.253984E+08   0.253984E+08   0.337977E+08   0.337957E+08   0.254008E+08   0.253984E+08   0.253984E+08   0.254074E+08  -0.473488E+00   0.596191E+07   0.596191E+07   0.137360E+02   0.137510E+06   0.783323E+00  -0.271267E+14
   0.242687E-04   0.253924E+08   0.253924E+08   0.337751E+08   0.337727E+08   0.253947E+08   0.253924E+08   0.253924E+08   0.254014E+08  -0.473376E+00   0.596134E+07   0.596134E+07   0.151646E+02   0.112938E+06   0.782994E+00  -0.245649E+14
   0.267970E-04   0.253851E+08   0.253851E+08   0.337476E+08   0.337446E+08   0.253874E+08   0.253851E+08   0.253851E+08   0.253941E+08  -0.473240E+00   0.596065E+07   0.596065E+07   0.167412E+02   0.927832E+05   0.782595E+00  -0.222445E+14
   0.295888E-04   0.253762E+08   0.253762E+08   0.337140E+08   0.337104E+08   0.253785E+08   0.253763E+08   0.253762E+08   0.253853E+08  -0.473075E+00   0.595980E+07   0.595980E+07   0.184809E+02   0.762522E+05   0.782108E+00  -0.201428E+14
   0.326714E-04   0.253655E+08   0.253654E+08   0.336732E+08   0.336688E+08   0.253676E+08   0.253655E+08   0.253655E+08   0.253745E+08  -0.472873E+00   0.595877E+07   0.595877E+07   0.204003E+02   0.626930E+05   0.781516E+00  -0.182392E+14
   0.360752E-04   0.253523E+08   0.253523E+08   0.336235E+08   0.336182E+08   0.253544E+08   0.253523E+08   0.253523E+08   0.253613E+08  -0.472628E+00   0.595752E+07   0.595752E+07   0.225176E+02   0.515712E+05   0.780797E+00  -0.165148E+14
   0.398336E-04   0.253364E+08   0.253364E+08   0.335630E+08   0.335565E+08   0.253383E+08   0.253364E+08   0.253364E+08   0.253453E+08  -0.472330E+00   0.595599E+07   0.595599E+07   0.248526E+02   0.424484E+05   0.779922E+00  -0.149527E+14
   0.439836E-04   0.253170E+08   0.253169E+08   0.334895E+08   0.334815E+08   0.253187E+08   0.253170E+08   0.253170E+08   0.253259E+08  -0.471968E+00   0.595414E+07   0.595413E+07   0.274273E+02   0.349651E+05   0.778860E+00  -0.135377E+14
   0.485659E-04   0.252934E+08   0.252934E+08   0.334000E+08   0.333903E+08   0.252950E+08   0.252934E+08   0.252934E+08   0.253023E+08  -0.471529E+00   0.595188E+07   0.595187E+07   0.302651E+02   0.288262E+05   0.777572E+00  -0.122557E+14
   0.536256E-04   0.252648E+08   0.252648E+08   0.332913E+08   0.332795E+08   0.252662E+08   0.252648E+08   0.252648E+08   0.252737E+08  -0.470995E+00   0.594914E+07   0.594913E+07   0.333918E+02   0.237898E+05   0.776011E+00  -0.110942E+14
   0.592125E-04   0.252301E+08   0.252301E+08   0.331593E+08   0.331450E+08   0.252312E+08   0.252301E+08   0.252301E+08   0.252390E+08  -0.470348E+00   0.594581E+07   0.594580E+07   0.368352E+02   0.196575E+05   0.774121E+00  -0.100418E+14
   0.653814E-04   0.251881E+08   0.251881E+08   0.329991E+08   0.329818E+08   0.251889E+08   0.251881E+08   0.251881E+08   0.251970E+08  -0.469565E+00   0.594176E+07   0.594176E+07   0.406251E+02   0.162663E+05   0.771837E+00  -0.908819E+13
   0.721930E-04   0.251374E+08   0.251374E+08   0.328051E+08   0.327840E+08   0.251378E+08   0.251374E+08   0.251374E+08   0.251462E+08  -0.468617E+00   0.593687E+07   0.593686E+07   0.447934E+02   0.134827E+05   0.769082E+00  -0.822391E+13
   0.797142E-04   0.250761E+08   0.250761E+08   0.325702E+08   0.325445E+08   0.250761E+08   0.250761E+08   0.250761E+08   0.250848E+08  -0.467474E+00   0.593094E+07   0.593093E+07   0.493741E+02   0.111969E+05   0.765766E+00  -0.744052E+13
   0.880190E-04   0.250024E+08   0.250023E+08   0.322863E+08   0.322552E+08   0.250017E+08   0.250024E+08   0.250024E+08   0.250110E+08  -0.466098E+00   0.592377E+07   0.592376E+07   0.544025E+02   0.931897E+04   0.761787E+00  -0.673035E+13
