#           k/h    P           
 0.99999997E-04 0.65869769E+03
 0.10202013E-03 0.67127386E+03
 0.10408108E-03 0.68408154E+03
 0.10618366E-03 0.69712445E+03
 0.10832871E-03 0.71040631E+03
 0.11051710E-03 0.72393085E+03
 0.11274968E-03 0.73770184E+03
 0.11502737E-03 0.75172302E+03
 0.11735109E-03 0.76599817E+03
 0.11972173E-03 0.78053107E+03
 0.12214028E-03 0.79532550E+03
 0.12460767E-03 0.81038525E+03
 0.12712492E-03 0.82571405E+03
 0.12969300E-03 0.84131567E+03
 0.13231297E-03 0.85719385E+03
 0.13498588E-03 0.87335236E+03
 0.13771278E-03 0.88979474E+03
 0.14049475E-03 0.90652472E+03
 0.14333293E-03 0.92354584E+03
 0.14622846E-03 0.94086169E+03
 0.14918247E-03 0.95847577E+03
 0.15219615E-03 0.97639148E+03
 0.15527071E-03 0.99461212E+03
 0.15840739E-03 0.10131410E+04
 0.16160744E-03 0.10319813E+04
 0.16487212E-03 0.10511364E+04
 0.16820275E-03 0.10706088E+04
 0.17160067E-03 0.10904014E+04
 0.17506724E-03 0.11105171E+04
 0.17860383E-03 0.11309584E+04
 0.18221186E-03 0.11517279E+04
 0.18589280E-03 0.11728276E+04
 0.18964807E-03 0.11942599E+04
 0.19347922E-03 0.12160265E+04
 0.19738778E-03 0.12381294E+04
 0.20137527E-03 0.12605701E+04
 0.20544330E-03 0.12833497E+04
 0.20959355E-03 0.13064696E+04
 0.21382760E-03 0.13299307E+04
 0.21814722E-03 0.13537334E+04
 0.22255408E-03 0.13778785E+04
 0.22704997E-03 0.14023662E+04
 0.23163669E-03 0.14271963E+04
 0.23631606E-03 0.14523687E+04
 0.24108996E-03 0.14778827E+04
 0.24596031E-03 0.15037378E+04
 0.25092901E-03 0.15299329E+04
 0.25599814E-03 0.15564666E+04
 0.26116965E-03 0.15833374E+04
 0.26644560E-03 0.16105436E+04
 0.27182818E-03 0.16380831E+04
 0.27731949E-03 0.16659542E+04
 0.28292168E-03 0.16941544E+04
 0.28863709E-03 0.17226810E+04
 0.29446793E-03 0.17515312E+04
 0.30041661E-03 0.17807025E+04
 0.30648540E-03 0.18101921E+04
 0.31267683E-03 0.18399972E+04
 0.31899329E-03 0.18701143E+04
 0.32543740E-03 0.19005400E+04
 0.33201167E-03 0.19312720E+04
 0.33871876E-03 0.19623073E+04
 0.34556136E-03 0.19936433E+04
 0.35254212E-03 0.20252767E+04
 0.35966394E-03 0.20572048E+04
 0.36692963E-03 0.20894260E+04
 0.37434211E-03 0.21219387E+04
 0.38190430E-03 0.21547412E+04
 0.38961932E-03 0.21878320E+04
 0.39749016E-03 0.22212097E+04
 0.40552000E-03 0.22548750E+04
 0.41371203E-03 0.22888284E+04
 0.42206954E-03 0.23230708E+04
 0.43059592E-03 0.23576033E+04
 0.43929456E-03 0.23924272E+04
 0.44816890E-03 0.24275466E+04
 0.45722249E-03 0.24629656E+04
 0.46645897E-03 0.24986890E+04
 0.47588209E-03 0.25347214E+04
 0.48549555E-03 0.25710686E+04
 0.49530319E-03 0.26077388E+04
 0.50530903E-03 0.26447400E+04
 0.51551696E-03 0.26820815E+04
 0.52593107E-03 0.27197729E+04
 0.53655554E-03 0.27578245E+04
 0.54739468E-03 0.27962488E+04
 0.55845280E-03 0.28350588E+04
 0.56973431E-03 0.28742688E+04
 0.58124372E-03 0.29138928E+04
 0.59298560E-03 0.29539468E+04
 0.60496473E-03 0.29944473E+04
 0.61718578E-03 0.30354116E+04
 0.62965375E-03 0.30768582E+04
 0.64237369E-03 0.31188062E+04
 0.65535045E-03 0.31612754E+04
 0.66858943E-03 0.32042861E+04
 0.68209582E-03 0.32478599E+04
 0.69587503E-03 0.32920186E+04
 0.70993265E-03 0.33367854E+04
 0.72427420E-03 0.33821836E+04
 0.73890563E-03 0.34282361E+04
 0.75383246E-03 0.34749668E+04
 0.76906086E-03 0.35224001E+04
 0.78459689E-03 0.35705623E+04
 0.80044678E-03 0.36194783E+04
 0.81661687E-03 0.36691726E+04
 0.83311368E-03 0.37196709E+04
 0.84994361E-03 0.37709993E+04
 0.86711359E-03 0.38231846E+04
 0.88463066E-03 0.38762534E+04
 0.90250134E-03 0.39302305E+04
 0.92073303E-03 0.39851418E+04
 0.93933311E-03 0.40410142E+04
 0.95830887E-03 0.40978740E+04
 0.97766798E-03 0.41557485E+04
 0.99741819E-03 0.42146616E+04
 0.10175674E-02 0.42746387E+04
 0.10381236E-02 0.43357061E+04
 0.10590950E-02 0.43978896E+04
 0.10804901E-02 0.44612153E+04
 0.11023175E-02 0.45257061E+04
 0.11245857E-02 0.45913862E+04
 0.11473041E-02 0.46582808E+04
 0.11704812E-02 0.47264136E+04
 0.11941264E-02 0.47958091E+04
 0.12182494E-02 0.48664893E+04
 0.12428596E-02 0.49384766E+04
 0.12679670E-02 0.50117939E+04
 0.12935817E-02 0.50864644E+04
 0.13197137E-02 0.51625098E+04
 0.13463736E-02 0.52399497E+04
 0.13735722E-02 0.53188042E+04
 0.14013201E-02 0.53990947E+04
 0.14296286E-02 0.54808408E+04
 0.14585090E-02 0.55640615E+04
 0.14879731E-02 0.56487744E+04
 0.15180323E-02 0.57349980E+04
 0.15486985E-02 0.58227495E+04
 0.15799842E-02 0.59120459E+04
 0.16119020E-02 0.60029038E+04
 0.16444647E-02 0.60953394E+04
 0.16776850E-02 0.61893677E+04
 0.17115764E-02 0.62850034E+04
 0.17461524E-02 0.63822617E+04
 0.17814270E-02 0.64811562E+04
 0.18174142E-02 0.65816997E+04
 0.18541284E-02 0.66839043E+04
 0.18915841E-02 0.67877822E+04
 0.19297971E-02 0.68933438E+04
 0.19687817E-02 0.70005991E+04
 0.20085536E-02 0.71095557E+04
 0.20491290E-02 0.72202217E+04
 0.20905242E-02 0.73326030E+04
 0.21327557E-02 0.74467061E+04
 0.21758399E-02 0.75625356E+04
 0.22197948E-02 0.76800972E+04
 0.22646377E-02 0.77993945E+04
 0.23103864E-02 0.79204302E+04
 0.23570592E-02 0.80432070E+04
 0.24046749E-02 0.81677246E+04
 0.24532524E-02 0.82939824E+04
 0.25028118E-02 0.84219785E+04
 0.25533722E-02 0.85517100E+04
 0.26049537E-02 0.86831729E+04
 0.26575772E-02 0.88163604E+04
 0.27112637E-02 0.89512686E+04
 0.27660348E-02 0.90878896E+04
 0.28219123E-02 0.92262148E+04
 0.28789188E-02 0.93662344E+04
 0.29370766E-02 0.95079365E+04
 0.29964095E-02 0.96513086E+04
 0.30569409E-02 0.97963359E+04
 0.31186952E-02 0.99430029E+04
 0.31816978E-02 0.10091292E+05
 0.32459723E-02 0.10241183E+05
 0.33115451E-02 0.10392655E+05
 0.33784427E-02 0.10545687E+05
 0.34466919E-02 0.10700251E+05
 0.35163197E-02 0.10856323E+05
 0.35873537E-02 0.11013875E+05
 0.36598232E-02 0.11172875E+05
 0.37337563E-02 0.11333292E+05
 0.38091831E-02 0.11495090E+05
 0.38861334E-02 0.11658234E+05
 0.39646388E-02 0.11822686E+05
 0.40447293E-02 0.11988402E+05
 0.41264393E-02 0.12155344E+05
 0.42097992E-02 0.12323465E+05
 0.42948425E-02 0.12492716E+05
 0.43816040E-02 0.12663043E+05
 0.44701183E-02 0.12834391E+05
 0.45604203E-02 0.13006699E+05
 0.46525472E-02 0.13179905E+05
