#           k/h    P           
 0.99999997E-04 0.18220045E+05
 0.10202013E-03 0.18765365E+05
 0.10408108E-03 0.19305094E+05
 0.10618366E-03 0.19836074E+05
 0.10832871E-03 0.20354959E+05
 0.11051710E-03 0.20858633E+05
 0.11274968E-03 0.21344305E+05
 0.11502737E-03 0.21809145E+05
 0.11735109E-03 0.22250291E+05
 0.11972173E-03 0.22664883E+05
 0.12214028E-03 0.23050486E+05
 0.12460767E-03 0.23405135E+05
 0.12712492E-03 0.23726984E+05
 0.12969300E-03 0.24014318E+05
 0.13231297E-03 0.24265572E+05
 0.13498588E-03 0.24479664E+05
 0.13771278E-03 0.24655969E+05
 0.14049475E-03 0.24794059E+05
 0.14333293E-03 0.24893695E+05
 0.14622846E-03 0.24954840E+05
 0.14918247E-03 0.24977852E+05
 0.15219615E-03 0.24963432E+05
 0.15527071E-03 0.24912457E+05
 0.15840739E-03 0.24825957E+05
 0.16160744E-03 0.24705115E+05
 0.16487212E-03 0.24551357E+05
 0.16820275E-03 0.24366295E+05
 0.17160067E-03 0.24151639E+05
 0.17506724E-03 0.23909168E+05
 0.17860383E-03 0.23640727E+05
 0.18221186E-03 0.23348248E+05
 0.18589280E-03 0.23033709E+05
 0.18964807E-03 0.22699102E+05
 0.19347922E-03 0.22346408E+05
 0.19738778E-03 0.21977590E+05
 0.20137527E-03 0.21594582E+05
 0.20544330E-03 0.21199275E+05
 0.20959355E-03 0.20793516E+05
 0.21382760E-03 0.20379078E+05
 0.21814722E-03 0.19957676E+05
 0.22255408E-03 0.19530924E+05
 0.22704997E-03 0.19100357E+05
 0.23163669E-03 0.18667430E+05
 0.23631606E-03 0.18233510E+05
 0.24108996E-03 0.17799879E+05
 0.24596031E-03 0.17367709E+05
 0.25092901E-03 0.16938076E+05
 0.25599814E-03 0.16511979E+05
 0.26116965E-03 0.16090328E+05
 0.26644560E-03 0.15673961E+05
 0.27182818E-03 0.15263603E+05
 0.27731949E-03 0.14859900E+05
 0.28292168E-03 0.14463434E+05
 0.28863709E-03 0.14074717E+05
 0.29446793E-03 0.13694198E+05
 0.30041661E-03 0.13322240E+05
 0.30648540E-03 0.12959146E+05
 0.31267683E-03 0.12605168E+05
 0.31899329E-03 0.12260518E+05
 0.32543740E-03 0.11925357E+05
 0.33201167E-03 0.11599784E+05
