#           k/h    P           
 0.99999997E-04 0.77141705E+03
 0.10202013E-03 0.78794336E+03
 0.10408108E-03 0.80487061E+03
 0.10618366E-03 0.82220978E+03
 0.10832871E-03 0.83997223E+03
 0.11051710E-03 0.85816943E+03
 0.11274968E-03 0.87681287E+03
 0.11502737E-03 0.89591425E+03
 0.11735109E-03 0.91548560E+03
 0.11972173E-03 0.93553937E+03
 0.12214028E-03 0.95608777E+03
 0.12460767E-03 0.97714270E+03
 0.12712492E-03 0.99871649E+03
 0.12969300E-03 0.10208216E+04
 0.13231297E-03 0.10434707E+04
 0.13498588E-03 0.10666760E+04
 0.13771278E-03 0.10904489E+04
 0.14049475E-03 0.11148011E+04
 0.14333293E-03 0.11397444E+04
 0.14622846E-03 0.11652905E+04
 0.14918247E-03 0.11914501E+04
 0.15219615E-03 0.12182325E+04
 0.15527071E-03 0.12456472E+04
 0.15840739E-03 0.12737035E+04
 0.16160744E-03 0.13024099E+04
 0.16487212E-03 0.13317737E+04
 0.16820275E-03 0.13617999E+04
 0.17160067E-03 0.13924933E+04
 0.17506724E-03 0.14238579E+04
 0.17860383E-03 0.14558971E+04
 0.18221186E-03 0.14886111E+04
 0.18589280E-03 0.15219985E+04
 0.18964807E-03 0.15560563E+04
 0.19347922E-03 0.15907805E+04
 0.19738778E-03 0.16261658E+04
 0.20137527E-03 0.16622034E+04
 0.20544330E-03 0.16988820E+04
 0.20959355E-03 0.17361887E+04
 0.21382760E-03 0.17741088E+04
 0.21814722E-03 0.18126254E+04
 0.22255408E-03 0.18517185E+04
 0.22704997E-03 0.18913658E+04
 0.23163669E-03 0.19315427E+04
 0.23631606E-03 0.19722219E+04
 0.24108996E-03 0.20133741E+04
 0.24596031E-03 0.20549683E+04
 0.25092901E-03 0.20969707E+04
 0.25599814E-03 0.21393459E+04
 0.26116965E-03 0.21820552E+04
 0.26644560E-03 0.22250583E+04
 0.27182818E-03 0.22683152E+04
 0.27731949E-03 0.23117847E+04
 0.28292168E-03 0.23554231E+04
 0.28863709E-03 0.23991851E+04
 0.29446793E-03 0.24430234E+04
 0.30041661E-03 0.24868945E+04
 0.30648540E-03 0.25307559E+04
 0.31267683E-03 0.25745620E+04
 0.31899329E-03 0.26182671E+04
 0.32543740E-03 0.26618245E+04
 0.33201167E-03 0.27051951E+04
 0.33871876E-03 0.27483413E+04
 0.34556136E-03 0.27912244E+04
 0.35254212E-03 0.28338057E+04
 0.35966394E-03 0.28760481E+04
 0.36692963E-03 0.29179236E+04
 0.37434211E-03 0.29594072E+04
 0.38190430E-03 0.30004739E+04
 0.38961932E-03 0.30410991E+04
 0.39749016E-03 0.30812622E+04
 0.40552000E-03 0.31209521E+04
 0.41371203E-03 0.31601609E+04
 0.42206954E-03 0.31988821E+04
 0.43059592E-03 0.32371106E+04
 0.43929456E-03 0.32748450E+04
 0.44816890E-03 0.33120933E+04
 0.45722249E-03 0.33488665E+04
 0.46645897E-03 0.33851772E+04
 0.47588209E-03 0.34210408E+04
 0.48549555E-03 0.34564749E+04
 0.49530319E-03 0.34915049E+04
 0.50530903E-03 0.35261587E+04
 0.51551696E-03 0.35604663E+04
 0.52593107E-03 0.35944597E+04
 0.53655554E-03 0.36281729E+04
 0.54739468E-03 0.36616445E+04
 0.55845280E-03 0.36949148E+04
 0.56973431E-03 0.37280259E+04
 0.58124372E-03 0.37610217E+04
 0.59298560E-03 0.37939482E+04
 0.60496473E-03 0.38268506E+04
 0.61718578E-03 0.38597764E+04
 0.62965375E-03 0.38927747E+04
 0.64237369E-03 0.39258962E+04
 0.65535045E-03 0.39591919E+04
 0.66858943E-03 0.39927097E+04
 0.68209582E-03 0.40264993E+04
 0.69587503E-03 0.40606118E+04
 0.70993265E-03 0.40951001E+04
 0.72427420E-03 0.41300146E+04
 0.73890563E-03 0.41654033E+04
 0.75383246E-03 0.42013125E+04
 0.76906086E-03 0.42377925E+04
 0.78459689E-03 0.42748940E+04
 0.80044678E-03 0.43126646E+04
 0.81661687E-03 0.43511479E+04
 0.83311368E-03 0.43903872E+04
 0.84994361E-03 0.44304282E+04
 0.86711359E-03 0.44713174E+04
 0.88463066E-03 0.45130986E+04
 0.90250134E-03 0.45558086E+04
 0.92073303E-03 0.45994873E+04
 0.93933311E-03 0.46441743E+04
 0.95830887E-03 0.46899106E+04
 0.97766798E-03 0.47367344E+04
 0.99741819E-03 0.47846782E+04
 0.10175674E-02 0.48337764E+04
 0.10381236E-02 0.48840630E+04
 0.10590950E-02 0.49355747E+04
 0.10804901E-02 0.49883428E+04
 0.11023175E-02 0.50423960E+04
 0.11245857E-02 0.50977632E+04
 0.11473041E-02 0.51544736E+04
 0.11704812E-02 0.52125576E+04
 0.11941264E-02 0.52720430E+04
 0.12182494E-02 0.53329526E+04
 0.12428596E-02 0.53953125E+04
 0.12679670E-02 0.54591465E+04
 0.12935817E-02 0.55244810E+04
 0.13197137E-02 0.55913384E+04
 0.13463736E-02 0.56597393E+04
 0.13735722E-02 0.57297046E+04
 0.14013201E-02 0.58012539E+04
 0.14296286E-02 0.58744097E+04
 0.14585090E-02 0.59491895E+04
 0.14879731E-02 0.60256108E+04
 0.15180323E-02 0.61036899E+04
 0.15486985E-02 0.61834438E+04
 0.15799842E-02 0.62648892E+04
 0.16119020E-02 0.63480410E+04
 0.16444647E-02 0.64329136E+04
 0.16776850E-02 0.65195215E+04
 0.17115764E-02 0.66078779E+04
 0.17461524E-02 0.66979966E+04
 0.17814270E-02 0.67898892E+04
 0.18174142E-02 0.68835654E+04
 0.18541284E-02 0.69790352E+04
 0.18915841E-02 0.70763076E+04
 0.19297971E-02 0.71753911E+04
 0.19687817E-02 0.72762925E+04
 0.20085536E-02 0.73790195E+04
 0.20491290E-02 0.74835781E+04
 0.20905242E-02 0.75899731E+04
 0.21327557E-02 0.76982090E+04
 0.21758399E-02 0.78082900E+04
 0.22197948E-02 0.79202197E+04
 0.22646377E-02 0.80340015E+04
 0.23103864E-02 0.81496362E+04
 0.23570592E-02 0.82671240E+04
 0.24046749E-02 0.83864639E+04
 0.24532524E-02 0.85076504E+04
 0.25028118E-02 0.86306787E+04
 0.25533722E-02 0.87555410E+04
 0.26049537E-02 0.88822305E+04
 0.26575772E-02 0.90107393E+04
 0.27112637E-02 0.91410625E+04
 0.27660348E-02 0.92731924E+04
 0.28219123E-02 0.94071182E+04
 0.28789188E-02 0.95428301E+04
 0.29370766E-02 0.96803145E+04
 0.29964095E-02 0.98195557E+04
 0.30569409E-02 0.99605400E+04
 0.31186952E-02 0.10103246E+05
 0.31816978E-02 0.10247656E+05
 0.32459723E-02 0.10393748E+05
 0.33115451E-02 0.10541501E+05
 0.33784427E-02 0.10690890E+05
 0.34466919E-02 0.10841890E+05
 0.35163197E-02 0.10994472E+05
 0.35873537E-02 0.11148606E+05
 0.36598232E-02 0.11304262E+05
 0.37337563E-02 0.11461404E+05
 0.38091831E-02 0.11619998E+05
 0.38861334E-02 0.11780004E+05
 0.39646388E-02 0.11941383E+05
 0.40447293E-02 0.12104094E+05
 0.41264393E-02 0.12268094E+05
 0.42097992E-02 0.12433335E+05
 0.42948425E-02 0.12599769E+05
 0.43816040E-02 0.12767340E+05
