#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.225494E+08   0.225494E+08   0.300514E+08   0.300509E+08   0.225519E+08   0.225495E+08   0.225494E+08   0.225575E+08  -0.458502E+00   0.992964E+07   0.992964E+07   0.643152E+01   0.112833E+07   0.489532E+00  -0.998324E+14
   0.109829E-04   0.225492E+08   0.225492E+08   0.300479E+08   0.300473E+08   0.225516E+08   0.225492E+08   0.225492E+08   0.225572E+08  -0.458497E+00   0.992958E+07   0.992958E+07   0.710135E+01   0.925452E+06   0.489526E+00  -0.904124E+14
   0.121272E-04   0.225489E+08   0.225489E+08   0.300436E+08   0.300429E+08   0.225513E+08   0.225489E+08   0.225489E+08   0.225569E+08  -0.458490E+00   0.992951E+07   0.992951E+07   0.784089E+01   0.759054E+06   0.489518E+00  -0.818812E+14
   0.133906E-04   0.225485E+08   0.225485E+08   0.300383E+08   0.300376E+08   0.225510E+08   0.225485E+08   0.225485E+08   0.225566E+08  -0.458483E+00   0.992942E+07   0.992942E+07   0.865738E+01   0.622575E+06   0.489509E+00  -0.741548E+14
   0.147857E-04   0.225481E+08   0.225481E+08   0.300320E+08   0.300310E+08   0.225505E+08   0.225481E+08   0.225481E+08   0.225561E+08  -0.458474E+00   0.992931E+07   0.992931E+07   0.955879E+01   0.510636E+06   0.489497E+00  -0.671573E+14
   0.163261E-04   0.225476E+08   0.225476E+08   0.300242E+08   0.300231E+08   0.225499E+08   0.225476E+08   0.225476E+08   0.225556E+08  -0.458463E+00   0.992917E+07   0.992917E+07   0.105539E+02   0.418823E+06   0.489484E+00  -0.608201E+14
   0.180270E-04   0.225469E+08   0.225469E+08   0.300147E+08   0.300133E+08   0.225493E+08   0.225469E+08   0.225469E+08   0.225549E+08  -0.458449E+00   0.992901E+07   0.992901E+07   0.116525E+02   0.343519E+06   0.489467E+00  -0.550806E+14
   0.199051E-04   0.225461E+08   0.225461E+08   0.300032E+08   0.300015E+08   0.225484E+08   0.225461E+08   0.225461E+08   0.225541E+08  -0.458433E+00   0.992881E+07   0.992881E+07   0.128652E+02   0.281754E+06   0.489446E+00  -0.498826E+14
   0.219788E-04   0.225451E+08   0.225451E+08   0.299892E+08   0.299871E+08   0.225474E+08   0.225451E+08   0.225451E+08   0.225531E+08  -0.458413E+00   0.992856E+07   0.992856E+07   0.142037E+02   0.231095E+06   0.489422E+00  -0.451750E+14
   0.242687E-04   0.225439E+08   0.225439E+08   0.299720E+08   0.299695E+08   0.225462E+08   0.225439E+08   0.225439E+08   0.225520E+08  -0.458389E+00   0.992827E+07   0.992827E+07   0.156812E+02   0.189545E+06   0.489391E+00  -0.409114E+14
   0.267970E-04   0.225425E+08   0.225425E+08   0.299512E+08   0.299481E+08   0.225447E+08   0.225425E+08   0.225425E+08   0.225505E+08  -0.458359E+00   0.992791E+07   0.992791E+07   0.173117E+02   0.155465E+06   0.489355E+00  -0.370499E+14
   0.295888E-04   0.225407E+08   0.225407E+08   0.299257E+08   0.299220E+08   0.225428E+08   0.225407E+08   0.225407E+08   0.225487E+08  -0.458323E+00   0.992747E+07   0.992746E+07   0.191110E+02   0.127513E+06   0.489310E+00  -0.335527E+14
   0.326714E-04   0.225386E+08   0.225386E+08   0.298948E+08   0.298902E+08   0.225406E+08   0.225386E+08   0.225386E+08   0.225466E+08  -0.458279E+00   0.992693E+07   0.992693E+07   0.210962E+02   0.104587E+06   0.489255E+00  -0.303852E+14
   0.360752E-04   0.225360E+08   0.225360E+08   0.298570E+08   0.298515E+08   0.225379E+08   0.225360E+08   0.225360E+08   0.225440E+08  -0.458226E+00   0.992628E+07   0.992628E+07   0.232864E+02   0.857833E+05   0.489189E+00  -0.275165E+14
   0.398336E-04   0.225328E+08   0.225328E+08   0.298111E+08   0.298043E+08   0.225346E+08   0.225328E+08   0.225328E+08   0.225408E+08  -0.458161E+00   0.992548E+07   0.992548E+07   0.257020E+02   0.703603E+05   0.489109E+00  -0.249183E+14
   0.439836E-04   0.225289E+08   0.225289E+08   0.297552E+08   0.297470E+08   0.225306E+08   0.225289E+08   0.225289E+08   0.225369E+08  -0.458082E+00   0.992452E+07   0.992451E+07   0.283656E+02   0.577104E+05   0.489012E+00  -0.225650E+14
   0.485659E-04   0.225242E+08   0.225242E+08   0.296872E+08   0.296772E+08   0.225257E+08   0.225242E+08   0.225242E+08   0.225322E+08  -0.457986E+00   0.992334E+07   0.992334E+07   0.313020E+02   0.473349E+05   0.488894E+00  -0.204335E+14
   0.536256E-04   0.225185E+08   0.225185E+08   0.296045E+08   0.295923E+08   0.225198E+08   0.225185E+08   0.225185E+08   0.225264E+08  -0.457869E+00   0.992191E+07   0.992191E+07   0.345377E+02   0.388249E+05   0.488752E+00  -0.185029E+14
   0.592125E-04   0.225116E+08   0.225116E+08   0.295040E+08   0.294891E+08   0.225126E+08   0.225116E+08   0.225116E+08   0.225195E+08  -0.457727E+00   0.992018E+07   0.992017E+07   0.381018E+02   0.318449E+05   0.488580E+00  -0.167541E+14
   0.653814E-04   0.225032E+08   0.225032E+08   0.293818E+08   0.293638E+08   0.225039E+08   0.225032E+08   0.225032E+08   0.225111E+08  -0.457556E+00   0.991807E+07   0.991806E+07   0.420255E+02   0.261199E+05   0.488373E+00  -0.151701E+14
   0.721930E-04   0.224931E+08   0.224930E+08   0.292336E+08   0.292116E+08   0.224934E+08   0.224931E+08   0.224931E+08   0.225009E+08  -0.457348E+00   0.991552E+07   0.991551E+07   0.463421E+02   0.214242E+05   0.488124E+00  -0.137352E+14
   0.797142E-04   0.224808E+08   0.224808E+08   0.290539E+08   0.290272E+08   0.224806E+08   0.224808E+08   0.224808E+08   0.224886E+08  -0.457097E+00   0.991243E+07   0.991242E+07   0.510874E+02   0.175726E+05   0.487826E+00  -0.124354E+14
   0.880190E-04   0.224660E+08   0.224660E+08   0.288362E+08   0.288039E+08   0.224652E+08   0.224660E+08   0.224660E+08   0.224737E+08  -0.456794E+00   0.990869E+07   0.990867E+07   0.562986E+02   0.144135E+05   0.487470E+00  -0.112579E+14
   0.971891E-04   0.224482E+08   0.224481E+08   0.285730E+08   0.285338E+08   0.224467E+08   0.224482E+08   0.224482E+08   0.224558E+08  -0.456429E+00   0.990418E+07   0.990416E+07   0.620147E+02   0.118222E+05   0.487047E+00  -0.101910E+14
   0.107314E-03   0.224268E+08   0.224267E+08   0.282552E+08   0.282079E+08   0.224245E+08   0.224268E+08   0.224268E+08   0.224343E+08  -0.455992E+00   0.989874E+07   0.989872E+07   0.682755E+02   0.969669E+04   0.486547E+00  -0.922439E+13
   0.118495E-03   0.224012E+08   0.224011E+08   0.278724E+08   0.278153E+08   0.223978E+08   0.224012E+08   0.224012E+08   0.224086E+08  -0.455468E+00   0.989221E+07   0.989218E+07   0.751206E+02   0.795315E+04   0.485960E+00  -0.834853E+13
   0.130840E-03   0.223707E+08   0.223706E+08   0.274125E+08   0.273438E+08   0.223660E+08   0.223707E+08   0.223707E+08   0.223780E+08  -0.454843E+00   0.988438E+07   0.988435E+07   0.825882E+02   0.652288E+04   0.485275E+00  -0.755484E+13
   0.144471E-03   0.223345E+08   0.223343E+08   0.268618E+08   0.267793E+08   0.223282E+08   0.223344E+08   0.223345E+08   0.223416E+08  -0.454101E+00   0.987504E+07   0.987500E+07   0.907130E+02   0.534954E+04   0.484483E+00  -0.683556E+13
   0.159522E-03   0.222917E+08   0.222915E+08   0.262047E+08   0.261061E+08   0.222834E+08   0.222916E+08   0.222916E+08   0.222986E+08  -0.453224E+00   0.986394E+07   0.986389E+07   0.995238E+02   0.438690E+04   0.483577E+00  -0.618364E+13
   0.176142E-03   0.222414E+08   0.222412E+08   0.254247E+08   0.253071E+08   0.222308E+08   0.222413E+08   0.222414E+08   0.222481E+08  -0.452195E+00   0.985081E+07   0.985075E+07   0.109040E+03   0.359708E+04   0.482552E+00  -0.559274E+13
   0.194493E-03   0.221828E+08   0.221826E+08   0.245039E+08   0.243645E+08   0.221694E+08   0.221827E+08   0.221828E+08   0.221893E+08  -0.450995E+00   0.983536E+07   0.983529E+07   0.119267E+03   0.294899E+04   0.481409E+00  -0.505711E+13
   0.214755E-03   0.221151E+08   0.221148E+08   0.234245E+08   0.232604E+08   0.220981E+08   0.221149E+08   0.221150E+08   0.221212E+08  -0.449606E+00   0.981732E+07   0.981723E+07   0.130191E+03   0.241715E+04   0.480151E+00  -0.457156E+13
   0.237129E-03   0.220374E+08   0.220370E+08   0.221701E+08   0.219784E+08   0.220162E+08   0.220372E+08   0.220373E+08   0.220431E+08  -0.448013E+00   0.979640E+07   0.979630E+07   0.141772E+03   0.198068E+04   0.478791E+00  -0.413140E+13
   0.261834E-03   0.219491E+08   0.219487E+08   0.207275E+08   0.205057E+08   0.219228E+08   0.219489E+08   0.219491E+08   0.219545E+08  -0.446205E+00   0.977237E+07   0.977225E+07   0.153932E+03   0.162246E+04   0.477349E+00  -0.373241E+13
   0.289112E-03   0.218501E+08   0.218496E+08   0.190898E+08   0.188361E+08   0.218176E+08   0.218499E+08   0.218500E+08   0.218550E+08  -0.444175E+00   0.974503E+07   0.974488E+07   0.166553E+03   0.132847E+04   0.475850E+00  -0.337079E+13
   0.319233E-03   0.217403E+08   0.217397E+08   0.172600E+08   0.169740E+08   0.217001E+08   0.217400E+08   0.217402E+08   0.217446E+08  -0.441922E+00   0.971426E+07   0.971409E+07   0.179458E+03   0.108722E+04   0.474325E+00  -0.304311E+13
   0.352491E-03   0.216201E+08   0.216194E+08   0.152552E+08   0.149387E+08   0.215707E+08   0.216198E+08   0.216200E+08   0.216238E+08  -0.439457E+00   0.968006E+07   0.967985E+07   0.192405E+03   0.889302E+03   0.472810E+00  -0.274628E+13
   0.389215E-03   0.214904E+08   0.214895E+08   0.131120E+08   0.127694E+08   0.214297E+08   0.214900E+08   0.214903E+08   0.214935E+08  -0.436795E+00   0.964252E+07   0.964228E+07   0.205083E+03   0.726987E+03   0.471340E+00  -0.247751E+13
   0.429764E-03   0.213524E+08   0.213513E+08   0.108901E+08   0.105297E+08   0.212781E+08   0.213519E+08   0.213523E+08   0.213548E+08  -0.433962E+00   0.960190E+07   0.960162E+07   0.217100E+03   0.593943E+03   0.469948E+00  -0.223430E+13
   0.474538E-03   0.212078E+08   0.212066E+08   0.867457E+07   0.830864E+07   0.211170E+08   0.212072E+08   0.212076E+08   0.212095E+08  -0.430994E+00   0.955856E+07   0.955824E+07   0.227995E+03   0.484965E+03   0.468663E+00  -0.201435E+13
   0.523976E-03   0.210586E+08   0.210571E+08   0.657253E+07   0.621743E+07   0.209478E+08   0.210578E+08   0.210583E+08   0.210595E+08  -0.427930E+00   0.951300E+07   0.951262E+07   0.237255E+03   0.395774E+03   0.467505E+00  -0.181559E+13
   0.578566E-03   0.209068E+08   0.209050E+08   0.470273E+07   0.437752E+07   0.207718E+08   0.209058E+08   0.209065E+08   0.209071E+08  -0.424814E+00   0.946576E+07   0.946534E+07   0.244346E+03   0.322839E+03   0.466487E+00  -0.163612E+13
   0.638842E-03   0.207545E+08   0.207525E+08   0.317454E+07   0.289816E+07   0.205903E+08   0.207534E+08   0.207542E+08   0.207542E+08  -0.421690E+00   0.941745E+07   0.941697E+07   0.248770E+03   0.263251E+03   0.465611E+00  -0.147419E+13
   0.705398E-03   0.206037E+08   0.206014E+08   0.205816E+07   0.184488E+07   0.204044E+08   0.206024E+08   0.206033E+08   0.206029E+08  -0.418600E+00   0.936863E+07   0.936811E+07   0.250124E+03   0.214609E+03   0.464874E+00  -0.132817E+13
   0.778888E-03   0.204560E+08   0.204534E+08   0.135318E+07   0.120714E+07   0.202146E+08   0.204544E+08   0.204556E+08   0.204548E+08  -0.415576E+00   0.931980E+07   0.931922E+07   0.248170E+03   0.174932E+03   0.464268E+00  -0.119658E+13
   0.860035E-03   0.203126E+08   0.203096E+08   0.972264E+06   0.883235E+06   0.200208E+08   0.203107E+08   0.203121E+08   0.203110E+08  -0.412642E+00   0.927132E+07   0.927069E+07   0.242878E+03   0.142585E+03   0.463776E+00  -0.107804E+13
   0.949635E-03   0.201741E+08   0.201708E+08   0.761795E+06   0.705223E+06   0.198221E+08   0.201718E+08   0.201735E+08   0.201720E+08  -0.409811E+00   0.922338E+07   0.922271E+07   0.234424E+03   0.116224E+03   0.463385E+00  -0.971279E+12
   0.104857E-02   0.200405E+08   0.200370E+08   0.570425E+06   0.514553E+06   0.196173E+08   0.200379E+08   0.200399E+08   0.200380E+08  -0.407083E+00   0.917600E+07   0.917529E+07   0.223150E+03   0.947425E+02   0.463076E+00  -0.875117E+12
   0.115781E-02   0.199115E+08   0.199077E+08   0.338839E+06   0.257609E+06   0.194042E+08   0.199085E+08   0.199108E+08   0.199085E+08  -0.404447E+00   0.912900E+07   0.912828E+07   0.209484E+03   0.772368E+02   0.462835E+00  -0.788488E+12
   0.127844E-02   0.197861E+08   0.197822E+08   0.134219E+06   0.185790E+05   0.191804E+08   0.197826E+08   0.197854E+08   0.197826E+08  -0.401885E+00   0.908206E+07   0.908132E+07   0.193911E+03   0.629678E+02   0.462645E+00  -0.710420E+12
   0.141163E-02   0.196631E+08   0.196590E+08   0.584336E+05  -0.837881E+05   0.189439E+08   0.196590E+08   0.196624E+08   0.196590E+08  -0.399370E+00   0.903468E+07   0.903393E+07   0.177017E+03   0.513346E+02   0.462497E+00  -0.640033E+12
   0.155869E-02   0.195408E+08   0.195367E+08   0.917993E+05   0.491635E+06   0.186920E+08   0.195361E+08   0.195401E+08   0.195362E+08  -0.396872E+00   0.898622E+07   0.898547E+07   0.159568E+03   0.418490E+02   0.462379E+00  -0.576536E+12
   0.172108E-02   0.194175E+08   0.194134E+08   0.942614E+05   0.400693E+06   0.184221E+08   0.194121E+08   0.194168E+08   0.194122E+08  -0.394351E+00   0.893605E+07   0.893531E+07   0.142464E+03   0.341114E+02   0.462286E+00  -0.519223E+12
   0.190039E-02   0.192912E+08   0.192871E+08   0.284845E+05   0.326510E+06   0.181321E+08   0.192850E+08   0.192905E+08   0.192851E+08  -0.391768E+00   0.888339E+07   0.888266E+07   0.126530E+03   0.277980E+02   0.462211E+00  -0.467462E+12
   0.209838E-02   0.191599E+08   0.191558E+08   0.109328E+05   0.265980E+06   0.178205E+08   0.191529E+08   0.191592E+08   0.191529E+08  -0.389081E+00   0.882744E+07   0.882673E+07   0.112353E+03   0.226454E+02   0.462148E+00  -0.420689E+12
   0.231699E-02   0.190216E+08   0.190174E+08   0.227966E+05   0.216580E+06   0.174861E+08   0.190136E+08   0.190209E+08   0.190136E+08  -0.386250E+00   0.876737E+07   0.876668E+07   0.100263E+03   0.184398E+02   0.462095E+00  -0.378404E+12
   0.255838E-02   0.188741E+08   0.188698E+08  -0.212555E+05   0.176261E+06   0.171281E+08   0.188651E+08   0.188733E+08   0.188651E+08  -0.383233E+00   0.870237E+07   0.870168E+07   0.902257E+02   0.150070E+02   0.462048E+00  -0.340159E+12
   0.282492E-02   0.187155E+08   0.187110E+08  -0.242966E+05   0.143354E+06   0.167460E+08   0.187054E+08   0.187147E+08   0.187054E+08  -0.379988E+00   0.863161E+07   0.863092E+07   0.817683E+02   0.122050E+02   0.462006E+00  -0.305560E+12
   0.311923E-02   0.185438E+08   0.185391E+08  -0.265295E+05   0.116499E+06   0.163387E+08   0.185326E+08   0.185430E+08   0.185326E+08  -0.376476E+00   0.855431E+07   0.855361E+07   0.742490E+02   0.991843E+01   0.461967E+00  -0.274251E+12
   0.344419E-02   0.183572E+08   0.183523E+08  -0.206874E+05   0.945909E+05   0.159050E+08   0.183448E+08   0.183564E+08   0.183448E+08  -0.372661E+00   0.846968E+07   0.846898E+07   0.671410E+02   0.805291E+01   0.461931E+00  -0.245917E+12
   0.380302E-02   0.181540E+08   0.181487E+08  -0.218015E+05   0.767240E+05   0.154432E+08   0.181403E+08   0.181531E+08   0.181403E+08  -0.368506E+00   0.837697E+07   0.837628E+07   0.603197E+02   0.653157E+01   0.461896E+00  -0.220277E+12
   0.419923E-02   0.179323E+08   0.179267E+08  -0.136833E+05   0.621602E+05   0.149525E+08   0.179173E+08   0.179314E+08   0.179173E+08  -0.363976E+00   0.827545E+07   0.827477E+07   0.540335E+02   0.529150E+01   0.461862E+00  -0.197075E+12
   0.463671E-02   0.176906E+08   0.176846E+08  -0.162166E+05   0.502961E+05   0.144319E+08   0.176742E+08   0.176896E+08   0.176742E+08  -0.359037E+00   0.816441E+07   0.816373E+07   0.485431E+02   0.428132E+01   0.461829E+00  -0.176086E+12
   0.511978E-02   0.174272E+08   0.174207E+08  -0.143499E+05   0.406383E+05   0.138827E+08   0.174093E+08   0.174261E+08   0.174093E+08  -0.353656E+00   0.804314E+07   0.804247E+07   0.437674E+02   0.345903E+01   0.461795E+00  -0.157103E+12
   0.565317E-02   0.171411E+08   0.171340E+08  -0.859011E+04   0.327840E+05   0.132812E+08   0.171216E+08   0.171399E+08   0.171216E+08  -0.347812E+00   0.791117E+07   0.791050E+07   0.394116E+02   0.279031E+01   0.461759E+00  -0.139945E+12
   0.624213E-02   0.168297E+08   0.168219E+08  -0.725902E+04   0.264007E+05   0.126601E+08   0.168087E+08   0.168284E+08   0.168087E+08  -0.341455E+00   0.776739E+07   0.776673E+07   0.353839E+02   0.224686E+01   0.461722E+00  -0.124438E+12
   0.689245E-02   0.164921E+08   0.164834E+08  -0.175046E+04   0.212192E+05   0.120072E+08   0.164694E+08   0.164906E+08   0.164694E+08  -0.334563E+00   0.761135E+07   0.761070E+07   0.318170E+02   0.180575E+01   0.461684E+00  -0.110433E+12
   0.761052E-02   0.161268E+08   0.161170E+08  -0.236118E+04   0.170182E+05   0.113313E+08   0.161025E+08   0.161252E+08   0.161025E+08  -0.327108E+00   0.744243E+07   0.744177E+07   0.286631E+02   0.144813E+01   0.461645E+00  -0.977934E+11
