#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.237498E+08   0.237498E+08   0.316469E+08   0.316465E+08   0.237523E+08   0.237498E+08   0.237498E+08   0.237582E+08  -0.268312E+00   0.948331E+07   0.948331E+07   0.754082E+01  -0.771205E+06   0.133240E+01  -0.953450E+14
   0.109829E-04   0.237514E+08   0.237514E+08   0.316448E+08   0.316442E+08   0.237538E+08   0.237514E+08   0.237514E+08   0.237598E+08  -0.268330E+00   0.948287E+07   0.948286E+07   0.832602E+01  -0.632177E+06   0.133219E+01  -0.863449E+14
   0.121272E-04   0.237533E+08   0.237533E+08   0.316422E+08   0.316415E+08   0.237558E+08   0.237533E+08   0.237533E+08   0.237617E+08  -0.268352E+00   0.948233E+07   0.948233E+07   0.919287E+01  -0.518147E+06   0.133193E+01  -0.781936E+14
   0.133906E-04   0.237556E+08   0.237556E+08   0.316390E+08   0.316382E+08   0.237581E+08   0.237556E+08   0.237556E+08   0.237641E+08  -0.268378E+00   0.948167E+07   0.948167E+07   0.101498E+02  -0.424619E+06   0.133161E+01  -0.708109E+14
   0.147857E-04   0.237585E+08   0.237585E+08   0.316351E+08   0.316341E+08   0.237609E+08   0.237585E+08   0.237585E+08   0.237670E+08  -0.268411E+00   0.948087E+07   0.948087E+07   0.112063E+02  -0.347908E+06   0.133123E+01  -0.641243E+14
   0.163261E-04   0.237620E+08   0.237620E+08   0.316304E+08   0.316292E+08   0.237644E+08   0.237620E+08   0.237620E+08   0.237705E+08  -0.268450E+00   0.947989E+07   0.947989E+07   0.123724E+02  -0.284990E+06   0.133076E+01  -0.580680E+14
   0.180270E-04   0.237662E+08   0.237662E+08   0.316246E+08   0.316231E+08   0.237686E+08   0.237663E+08   0.237662E+08   0.237747E+08  -0.268498E+00   0.947870E+07   0.947870E+07   0.136595E+02  -0.233385E+06   0.133018E+01  -0.525825E+14
   0.199051E-04   0.237714E+08   0.237714E+08   0.316175E+08   0.316157E+08   0.237738E+08   0.237714E+08   0.237714E+08   0.237799E+08  -0.268556E+00   0.947724E+07   0.947724E+07   0.150801E+02  -0.191059E+06   0.132949E+01  -0.476139E+14
   0.219788E-04   0.237777E+08   0.237777E+08   0.316090E+08   0.316068E+08   0.237801E+08   0.237777E+08   0.237777E+08   0.237862E+08  -0.268628E+00   0.947546E+07   0.947546E+07   0.166478E+02  -0.156344E+06   0.132864E+01  -0.431133E+14
   0.242687E-04   0.237854E+08   0.237854E+08   0.315985E+08   0.315958E+08   0.237877E+08   0.237854E+08   0.237854E+08   0.237939E+08  -0.268714E+00   0.947329E+07   0.947329E+07   0.183776E+02  -0.127870E+06   0.132761E+01  -0.390365E+14
   0.267970E-04   0.237948E+08   0.237948E+08   0.315857E+08   0.315825E+08   0.237970E+08   0.237948E+08   0.237948E+08   0.238032E+08  -0.268820E+00   0.947064E+07   0.947064E+07   0.202861E+02  -0.104517E+06   0.132635E+01  -0.353434E+14
   0.295888E-04   0.238061E+08   0.238061E+08   0.315701E+08   0.315662E+08   0.238083E+08   0.238061E+08   0.238061E+08   0.238146E+08  -0.268948E+00   0.946739E+07   0.946739E+07   0.223914E+02  -0.853630E+05   0.132482E+01  -0.319977E+14
   0.326714E-04   0.238200E+08   0.238200E+08   0.315511E+08   0.315463E+08   0.238220E+08   0.238200E+08   0.238200E+08   0.238284E+08  -0.269104E+00   0.946343E+07   0.946342E+07   0.247131E+02  -0.696534E+05   0.132296E+01  -0.289665E+14
   0.360752E-04   0.238368E+08   0.238368E+08   0.315280E+08   0.315221E+08   0.238387E+08   0.238368E+08   0.238368E+08   0.238452E+08  -0.269293E+00   0.945857E+07   0.945857E+07   0.272729E+02  -0.567691E+05   0.132070E+01  -0.262200E+14
