#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.507109E+08   0.507109E+08   0.675948E+08   0.675944E+08   0.507143E+08   0.507109E+08   0.507109E+08   0.507289E+08  -0.458203E+00   0.992737E+07   0.992737E+07   0.726304E+01   0.112836E+07   0.489087E+00  -0.998095E+14
   0.109829E-04   0.507036E+08   0.507036E+08   0.675809E+08   0.675804E+08   0.507070E+08   0.507037E+08   0.507036E+08   0.507217E+08  -0.458137E+00   0.992658E+07   0.992658E+07   0.801935E+01   0.925498E+06   0.489003E+00  -0.903851E+14
   0.121272E-04   0.506948E+08   0.506948E+08   0.675639E+08   0.675633E+08   0.506982E+08   0.506948E+08   0.506948E+08   0.507129E+08  -0.458058E+00   0.992563E+07   0.992563E+07   0.885432E+01   0.759111E+06   0.488901E+00  -0.818492E+14
   0.133906E-04   0.506841E+08   0.506841E+08   0.675432E+08   0.675424E+08   0.506875E+08   0.506841E+08   0.506841E+08   0.507022E+08  -0.457961E+00   0.992447E+07   0.992447E+07   0.977610E+01   0.622640E+06   0.488777E+00  -0.741178E+14
   0.147857E-04   0.506710E+08   0.506710E+08   0.675180E+08   0.675170E+08   0.506744E+08   0.506711E+08   0.506710E+08   0.506891E+08  -0.457843E+00   0.992305E+07   0.992305E+07   0.107937E+02   0.510707E+06   0.488626E+00  -0.671150E+14
   0.163261E-04   0.506551E+08   0.506551E+08   0.674873E+08   0.674861E+08   0.506585E+08   0.506551E+08   0.506551E+08   0.506732E+08  -0.457699E+00   0.992132E+07   0.992132E+07   0.119170E+02   0.418899E+06   0.488442E+00  -0.607720E+14
   0.180270E-04   0.506357E+08   0.506357E+08   0.674498E+08   0.674484E+08   0.506391E+08   0.506358E+08   0.506357E+08   0.506538E+08  -0.457524E+00   0.991922E+07   0.991922E+07   0.131569E+02   0.343599E+06   0.488218E+00  -0.550263E+14
   0.199051E-04   0.506121E+08   0.506121E+08   0.674043E+08   0.674025E+08   0.506154E+08   0.506122E+08   0.506121E+08   0.506302E+08  -0.457311E+00   0.991666E+07   0.991666E+07   0.145253E+02   0.281837E+06   0.487946E+00  -0.498216E+14
   0.219788E-04   0.505834E+08   0.505834E+08   0.673488E+08   0.673467E+08   0.505867E+08   0.505834E+08   0.505834E+08   0.506014E+08  -0.457051E+00   0.991354E+07   0.991354E+07   0.160356E+02   0.231180E+06   0.487614E+00  -0.451066E+14
   0.242687E-04   0.505485E+08   0.505485E+08   0.672813E+08   0.672787E+08   0.505517E+08   0.505485E+08   0.505485E+08   0.505665E+08  -0.456736E+00   0.990975E+07   0.990975E+07   0.177022E+02   0.189631E+06   0.487212E+00  -0.408350E+14
   0.267970E-04   0.505060E+08   0.505060E+08   0.671991E+08   0.671959E+08   0.505091E+08   0.505060E+08   0.505060E+08   0.505240E+08  -0.456352E+00   0.990513E+07   0.990513E+07   0.195411E+02   0.155552E+06   0.486723E+00  -0.369649E+14
   0.295888E-04   0.504544E+08   0.504544E+08   0.670992E+08   0.670953E+08   0.504574E+08   0.504544E+08   0.504544E+08   0.504723E+08  -0.455885E+00   0.989951E+07   0.989951E+07   0.215696E+02   0.127600E+06   0.486131E+00  -0.334582E+14
   0.326714E-04   0.503917E+08   0.503917E+08   0.669777E+08   0.669730E+08   0.503946E+08   0.503917E+08   0.503917E+08   0.504096E+08  -0.455318E+00   0.989269E+07   0.989268E+07   0.238070E+02   0.104673E+06   0.485412E+00  -0.302804E+14
   0.360752E-04   0.503156E+08   0.503155E+08   0.668302E+08   0.668245E+08   0.503184E+08   0.503156E+08   0.503156E+08   0.503334E+08  -0.454631E+00   0.988439E+07   0.988439E+07   0.262741E+02   0.858677E+05   0.484543E+00  -0.274004E+14
