#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.919866E+08   0.919866E+08   0.122597E+09   0.122596E+09   0.919914E+08   0.919866E+08   0.919866E+08   0.920194E+08  -0.207865E+00   0.183209E+08   0.183209E+08   0.115536E+02   0.118981E+03  -0.115751E+01  -0.184197E+15
   0.109829E-04   0.920624E+08   0.920624E+08   0.122686E+09   0.122686E+09   0.920672E+08   0.920624E+08   0.920624E+08   0.920952E+08  -0.208036E+00   0.183166E+08   0.183166E+08   0.127514E+02   0.975353E+02  -0.115492E+01  -0.166779E+15
   0.121272E-04   0.921543E+08   0.921543E+08   0.122795E+09   0.122794E+09   0.921592E+08   0.921544E+08   0.921543E+08   0.921872E+08  -0.208243E+00   0.183113E+08   0.183113E+08   0.140719E+02   0.799451E+02  -0.115164E+01  -0.151000E+15
   0.133906E-04   0.922657E+08   0.922657E+08   0.122927E+09   0.122926E+09   0.922705E+08   0.922658E+08   0.922657E+08   0.922986E+08  -0.208495E+00   0.183049E+08   0.183049E+08   0.155273E+02   0.655175E+02  -0.114755E+01  -0.136705E+15
   0.147857E-04   0.924005E+08   0.924005E+08   0.123086E+09   0.123085E+09   0.924053E+08   0.924005E+08   0.924005E+08   0.924334E+08  -0.208799E+00   0.182971E+08   0.182971E+08   0.171304E+02   0.536838E+02  -0.114249E+01  -0.123753E+15
   0.163261E-04   0.925633E+08   0.925633E+08   0.123278E+09   0.123276E+09   0.925681E+08   0.925633E+08   0.925633E+08   0.925963E+08  -0.209167E+00   0.182874E+08   0.182874E+08   0.188954E+02   0.439775E+02  -0.113628E+01  -0.112018E+15
   0.180270E-04   0.927595E+08   0.927595E+08   0.123509E+09   0.123507E+09   0.927642E+08   0.927595E+08   0.927595E+08   0.927925E+08  -0.209609E+00   0.182756E+08   0.182756E+08   0.208372E+02   0.360162E+02  -0.112868E+01  -0.101383E+15
   0.199051E-04   0.929952E+08   0.929952E+08   0.123786E+09   0.123784E+09   0.929999E+08   0.929952E+08   0.929952E+08   0.930283E+08  -0.210141E+00   0.182611E+08   0.182611E+08   0.229717E+02   0.294860E+02  -0.111942E+01  -0.917445E+14
   0.219788E-04   0.932775E+08   0.932775E+08   0.124118E+09   0.124115E+09   0.932822E+08   0.932775E+08   0.932775E+08   0.933107E+08  -0.210779E+00   0.182433E+08   0.182433E+08   0.253155E+02   0.241295E+02  -0.110818E+01  -0.830071E+14
   0.242687E-04   0.936140E+08   0.936140E+08   0.124512E+09   0.124509E+09   0.936187E+08   0.936141E+08   0.936140E+08   0.936473E+08  -0.211538E+00   0.182214E+08   0.182214E+08   0.278856E+02   0.197357E+02  -0.109456E+01  -0.750848E+14
   0.267970E-04   0.940131E+08   0.940131E+08   0.124978E+09   0.124975E+09   0.940176E+08   0.940131E+08   0.940131E+08   0.940465E+08  -0.212439E+00   0.181943E+08   0.181943E+08   0.306990E+02   0.161316E+02  -0.107814E+01  -0.678994E+14
   0.295888E-04   0.944828E+08   0.944828E+08   0.125525E+09   0.125521E+09   0.944873E+08   0.944828E+08   0.944828E+08   0.945163E+08  -0.213499E+00   0.181609E+08   0.181609E+08   0.337723E+02   0.131751E+02  -0.105841E+01  -0.613800E+14
   0.326714E-04   0.950306E+08   0.950306E+08   0.126159E+09   0.126154E+09   0.950351E+08   0.950307E+08   0.950306E+08   0.950644E+08  -0.214736E+00   0.181196E+08   0.181196E+08   0.371207E+02   0.107499E+02  -0.103482E+01  -0.554621E+14
   0.360752E-04   0.956622E+08   0.956622E+08   0.126886E+09   0.126880E+09   0.956665E+08   0.956622E+08   0.956622E+08   0.956961E+08  -0.216161E+00   0.180683E+08   0.180683E+08   0.407570E+02   0.876058E+01  -0.100677E+01  -0.500869E+14
   0.398336E-04   0.963795E+08   0.963795E+08   0.127704E+09   0.127696E+09   0.963837E+08   0.963795E+08   0.963795E+08   0.964136E+08  -0.217780E+00   0.180046E+08   0.180046E+08   0.446904E+02   0.712900E+01  -0.973760E+00  -0.452012E+14
   0.439836E-04   0.971823E+08   0.971823E+08   0.128609E+09   0.128600E+09   0.971863E+08   0.971823E+08   0.971823E+08   0.972166E+08  -0.219592E+00   0.179254E+08   0.179254E+08   0.489248E+02   0.579111E+01  -0.935836E+00  -0.407563E+14
   0.485659E-04   0.980820E+08   0.980820E+08   0.129612E+09   0.129601E+09   0.980858E+08   0.980820E+08   0.980820E+08   0.981166E+08  -0.221622E+00   0.178267E+08   0.178267E+08   0.534570E+02   0.469449E+01  -0.895167E+00  -0.367075E+14
   0.536256E-04   0.991447E+08   0.991447E+08   0.130798E+09   0.130784E+09   0.991484E+08   0.991447E+08   0.991447E+08   0.991797E+08  -0.224020E+00   0.177028E+08   0.177028E+08   0.582753E+02   0.379633E+01  -0.858352E+00  -0.330130E+14
   0.592125E-04   0.100550E+09   0.100550E+09   0.132401E+09   0.132385E+09   0.100553E+09   0.100550E+09   0.100550E+09   0.100585E+09  -0.227191E+00   0.175451E+08   0.175451E+08   0.633584E+02   0.306176E+01  -0.836077E+00  -0.296318E+14
   0.653814E-04   0.102588E+09   0.102588E+09   0.134805E+09   0.134785E+09   0.102591E+09   0.102588E+09   0.102588E+09   0.102624E+09  -0.231790E+00   0.173400E+08   0.173400E+08   0.686763E+02   0.246244E+01  -0.836429E+00  -0.265224E+14
   0.721930E-04   0.105519E+09   0.105519E+09   0.138356E+09   0.138332E+09   0.105522E+09   0.105519E+09   0.105519E+09   0.105556E+09  -0.238406E+00   0.170684E+08   0.170684E+08   0.741942E+02   0.197528E+01  -0.855605E+00  -0.236436E+14
   0.797142E-04   0.109345E+09   0.109345E+09   0.143053E+09   0.143025E+09   0.109347E+09   0.109345E+09   0.109345E+09   0.109383E+09  -0.247041E+00   0.167075E+08   0.167075E+08   0.798791E+02   0.158116E+01  -0.876427E+00  -0.209600E+14
   0.880190E-04   0.113652E+09   0.113652E+09   0.148346E+09   0.148311E+09   0.113654E+09   0.113652E+09   0.113652E+09   0.113691E+09  -0.256760E+00   0.162370E+08   0.162370E+08   0.857085E+02   0.126395E+01  -0.878355E+00  -0.184479E+14
   0.971891E-04   0.117667E+09   0.117667E+09   0.153202E+09   0.153160E+09   0.117668E+09   0.117667E+09   0.117667E+09   0.117708E+09  -0.265819E+00   0.156457E+08   0.156456E+08   0.916787E+02   0.100975E+01  -0.849421E+00  -0.160988E+14
   0.107314E-03   0.120495E+09   0.120495E+09   0.156430E+09   0.156380E+09   0.120496E+09   0.120495E+09   0.120495E+09   0.120537E+09  -0.272199E+00   0.149360E+08   0.149359E+08   0.978093E+02   0.806628E+00  -0.789883E+00  -0.139185E+14
   0.118495E-03   0.121404E+09   0.121403E+09   0.157047E+09   0.156987E+09   0.121403E+09   0.121404E+09   0.121404E+09   0.121445E+09  -0.274241E+00   0.141248E+08   0.141248E+08   0.104144E+03   0.644435E+00  -0.708028E+00  -0.119207E+14
   0.130840E-03   0.120003E+09   0.120002E+09   0.154533E+09   0.154461E+09   0.120000E+09   0.120003E+09   0.120003E+09   0.120044E+09  -0.271069E+00   0.132404E+08   0.132403E+08   0.110745E+03   0.514744E+00  -0.614323E+00  -0.101199E+14
   0.144471E-03   0.116293E+09   0.116293E+09   0.148879E+09   0.148794E+09   0.116289E+09   0.116293E+09   0.116293E+09   0.116333E+09  -0.262683E+00   0.123163E+08   0.123163E+08   0.117690E+03   0.410733E+00  -0.517738E+00  -0.852543E+13
   0.159522E-03   0.110589E+09   0.110589E+09   0.140499E+09   0.140397E+09   0.110583E+09   0.110589E+09   0.110589E+09   0.110627E+09  -0.249795E+00   0.113868E+08   0.113868E+08   0.125057E+03   0.326999E+00  -0.424514E+00  -0.713834E+13
   0.176142E-03   0.103395E+09   0.103394E+09   0.130048E+09   0.129927E+09   0.103386E+09   0.103394E+09   0.103395E+09   0.103429E+09  -0.233540E+00   0.104820E+08   0.104819E+08   0.132921E+03   0.259327E+00  -0.338314E+00  -0.595108E+13
   0.194493E-03   0.952706E+08   0.952703E+08   0.118264E+09   0.118122E+09   0.952587E+08   0.952705E+08   0.952705E+08   0.953021E+08  -0.215187E+00   0.962532E+07   0.962524E+07   0.141341E+03   0.204455E+00  -0.260861E+00  -0.494911E+13
   0.214755E-03   0.867447E+08   0.867444E+08   0.105836E+09   0.105668E+09   0.867291E+08   0.867446E+08   0.867447E+08   0.867729E+08  -0.195928E+00   0.883330E+07   0.883321E+07   0.150354E+03   0.159860E+00  -0.192587E+00  -0.411334E+13
   0.237129E-03   0.782539E+08   0.782535E+08   0.933307E+08   0.931355E+08   0.782337E+08   0.782537E+08   0.782538E+08   0.782786E+08  -0.176748E+00   0.811548E+07   0.811537E+07   0.159964E+03   0.123583E+00  -0.133156E+00  -0.342251E+13
   0.261834E-03   0.701236E+08   0.701232E+08   0.811730E+08   0.809475E+08   0.700980E+08   0.701234E+08   0.701235E+08   0.701451E+08  -0.158382E+00   0.747571E+07   0.747558E+07   0.170133E+03   0.940931E-01  -0.818129E-01  -0.285523E+13
   0.289112E-03   0.625710E+08   0.625705E+08   0.696465E+08   0.693890E+08   0.625390E+08   0.625708E+08   0.625709E+08   0.625893E+08  -0.141322E+00   0.691344E+07   0.691328E+07   0.180773E+03   0.701846E-01  -0.376280E-01  -0.239134E+13
   0.319233E-03   0.557200E+08   0.557194E+08   0.589203E+08   0.586302E+08   0.556802E+08   0.557197E+08   0.557199E+08   0.557354E+08  -0.125846E+00   0.642507E+07   0.642488E+07   0.191738E+03   0.509017E-01   0.367095E-03  -0.201272E+13
   0.352491E-03   0.496219E+08   0.496211E+08   0.490801E+08   0.487590E+08   0.495727E+08   0.496216E+08   0.496218E+08   0.496346E+08  -0.112070E+00   0.600504E+07   0.600483E+07   0.202809E+03   0.354837E-01   0.330927E-01  -0.170365E+13
   0.389215E-03   0.442757E+08   0.442748E+08   0.401600E+08   0.398120E+08   0.442152E+08   0.442753E+08   0.442756E+08   0.442860E+08  -0.999927E-01   0.564680E+07   0.564655E+07   0.213694E+03   0.233234E-01   0.613772E-01  -0.145086E+13
   0.429764E-03   0.396458E+08   0.396447E+08   0.321698E+08   0.318026E+08   0.395715E+08   0.396452E+08   0.396456E+08   0.396538E+08  -0.895327E-01   0.534336E+07   0.534307E+07   0.224020E+03   0.139343E-01   0.859367E-01  -0.124336E+13
   0.474538E-03   0.356755E+08   0.356742E+08   0.251156E+08   0.247409E+08   0.355847E+08   0.356749E+08   0.356753E+08   0.356816E+08  -0.805626E-01   0.508785E+07   0.508752E+07   0.233342E+03   0.692154E-02   0.107370E+00  -0.107220E+13
