#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.289893E+08   0.289893E+08   0.386367E+08   0.386363E+08   0.289920E+08   0.289893E+08   0.289893E+08   0.289997E+08  -0.458429E+00   0.992930E+07   0.992930E+07   0.662329E+01   0.112832E+07   0.489415E+00  -0.998289E+14
   0.109829E-04   0.289881E+08   0.289881E+08   0.386317E+08   0.386311E+08   0.289908E+08   0.289881E+08   0.289881E+08   0.289985E+08  -0.458410E+00   0.992907E+07   0.992907E+07   0.731308E+01   0.925453E+06   0.489391E+00  -0.904078E+14
   0.121272E-04   0.289867E+08   0.289867E+08   0.386255E+08   0.386249E+08   0.289893E+08   0.289867E+08   0.289867E+08   0.289970E+08  -0.458388E+00   0.992880E+07   0.992879E+07   0.807465E+01   0.759059E+06   0.489361E+00  -0.818753E+14
   0.133906E-04   0.289849E+08   0.289849E+08   0.386181E+08   0.386173E+08   0.289876E+08   0.289849E+08   0.289849E+08   0.289952E+08  -0.458360E+00   0.992846E+07   0.992846E+07   0.891545E+01   0.622584E+06   0.489326E+00  -0.741476E+14
   0.147857E-04   0.289828E+08   0.289828E+08   0.386090E+08   0.386080E+08   0.289854E+08   0.289828E+08   0.289828E+08   0.289931E+08  -0.458326E+00   0.992805E+07   0.992805E+07   0.984369E+01   0.510647E+06   0.489282E+00  -0.671488E+14
   0.163261E-04   0.289802E+08   0.289802E+08   0.385979E+08   0.385967E+08   0.289828E+08   0.289802E+08   0.289802E+08   0.289905E+08  -0.458284E+00   0.992755E+07   0.992755E+07   0.108684E+02   0.418837E+06   0.489230E+00  -0.608101E+14
   0.180270E-04   0.289770E+08   0.289770E+08   0.385843E+08   0.385829E+08   0.289795E+08   0.289770E+08   0.289770E+08   0.289873E+08  -0.458234E+00   0.992694E+07   0.992694E+07   0.119997E+02   0.343534E+06   0.489165E+00  -0.550691E+14
   0.199051E-04   0.289731E+08   0.289731E+08   0.385678E+08   0.385661E+08   0.289756E+08   0.289731E+08   0.289731E+08   0.289834E+08  -0.458172E+00   0.992620E+07   0.992620E+07   0.132484E+02   0.281771E+06   0.489087E+00  -0.498695E+14
   0.219788E-04   0.289683E+08   0.289683E+08   0.385478E+08   0.385457E+08   0.289709E+08   0.289684E+08   0.289683E+08   0.289787E+08  -0.458097E+00   0.992530E+07   0.992530E+07   0.146267E+02   0.231113E+06   0.488992E+00  -0.451601E+14
   0.242687E-04   0.289626E+08   0.289626E+08   0.385233E+08   0.385207E+08   0.289650E+08   0.289626E+08   0.289626E+08   0.289729E+08  -0.458006E+00   0.992420E+07   0.992420E+07   0.161480E+02   0.189564E+06   0.488876E+00  -0.408946E+14
