#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.207424E+08   0.207424E+08   0.276422E+08   0.276417E+08   0.207448E+08   0.207424E+08   0.207424E+08   0.207498E+08  -0.374903E+00   0.544746E+07   0.544746E+07   0.644882E+01  -0.365383E+06   0.110853E+01  -0.547686E+14
   0.109829E-04   0.207422E+08   0.207422E+08   0.276388E+08   0.276383E+08   0.207446E+08   0.207423E+08   0.207422E+08   0.207496E+08  -0.374900E+00   0.544742E+07   0.544742E+07   0.712045E+01  -0.299439E+06   0.110845E+01  -0.496007E+14
   0.121272E-04   0.207420E+08   0.207420E+08   0.276347E+08   0.276340E+08   0.207444E+08   0.207421E+08   0.207420E+08   0.207494E+08  -0.374896E+00   0.544738E+07   0.544738E+07   0.786198E+01  -0.245352E+06   0.110834E+01  -0.449204E+14
   0.133906E-04   0.207418E+08   0.207418E+08   0.276297E+08   0.276289E+08   0.207442E+08   0.207418E+08   0.207418E+08   0.207492E+08  -0.374892E+00   0.544733E+07   0.544732E+07   0.868065E+01  -0.200990E+06   0.110821E+01  -0.406817E+14
   0.147857E-04   0.207415E+08   0.207415E+08   0.276236E+08   0.276226E+08   0.207438E+08   0.207415E+08   0.207415E+08   0.207489E+08  -0.374886E+00   0.544726E+07   0.544726E+07   0.958449E+01  -0.164605E+06   0.110805E+01  -0.368428E+14
   0.163261E-04   0.207411E+08   0.207411E+08   0.276161E+08   0.276150E+08   0.207435E+08   0.207412E+08   0.207411E+08   0.207485E+08  -0.374880E+00   0.544718E+07   0.544718E+07   0.105823E+02  -0.134762E+06   0.110785E+01  -0.333661E+14
   0.180270E-04   0.207407E+08   0.207407E+08   0.276070E+08   0.276056E+08   0.207430E+08   0.207407E+08   0.207407E+08   0.207481E+08  -0.374872E+00   0.544709E+07   0.544708E+07   0.116838E+02  -0.110284E+06   0.110762E+01  -0.302174E+14
   0.199051E-04   0.207402E+08   0.207402E+08   0.275960E+08   0.275943E+08   0.207424E+08   0.207402E+08   0.207402E+08   0.207475E+08  -0.374862E+00   0.544697E+07   0.544697E+07   0.128997E+02  -0.902086E+05   0.110733E+01  -0.273657E+14
   0.219788E-04   0.207395E+08   0.207395E+08   0.275825E+08   0.275804E+08   0.207417E+08   0.207395E+08   0.207395E+08   0.207469E+08  -0.374850E+00   0.544683E+07   0.544682E+07   0.142419E+02  -0.737425E+05   0.110697E+01  -0.247830E+14
   0.242687E-04   0.207387E+08   0.207387E+08   0.275661E+08   0.275635E+08   0.207409E+08   0.207387E+08   0.207387E+08   0.207461E+08  -0.374835E+00   0.544665E+07   0.544665E+07   0.157232E+02  -0.602374E+05   0.110655E+01  -0.224440E+14
   0.267970E-04   0.207377E+08   0.207377E+08   0.275461E+08   0.275430E+08   0.207399E+08   0.207377E+08   0.207377E+08   0.207451E+08  -0.374818E+00   0.544644E+07   0.544644E+07   0.173581E+02  -0.491608E+05   0.110602E+01  -0.203255E+14
   0.295888E-04   0.207365E+08   0.207365E+08   0.275217E+08   0.275179E+08   0.207386E+08   0.207365E+08   0.207365E+08   0.207439E+08  -0.374796E+00   0.544618E+07   0.544618E+07   0.191622E+02  -0.400762E+05   0.110539E+01  -0.184069E+14
   0.326714E-04   0.207351E+08   0.207351E+08   0.274920E+08   0.274874E+08   0.207371E+08   0.207351E+08   0.207351E+08   0.207424E+08  -0.374769E+00   0.544587E+07   0.544586E+07   0.211527E+02  -0.326255E+05   0.110461E+01  -0.166692E+14
   0.360752E-04   0.207333E+08   0.207333E+08   0.274558E+08   0.274502E+08   0.207352E+08   0.207333E+08   0.207333E+08   0.207407E+08  -0.374737E+00   0.544548E+07   0.544548E+07   0.233487E+02  -0.265149E+05   0.110367E+01  -0.150954E+14
   0.398336E-04   0.207312E+08   0.207312E+08   0.274117E+08   0.274049E+08   0.207329E+08   0.207312E+08   0.207312E+08   0.207385E+08  -0.374698E+00   0.544502E+07   0.544501E+07   0.257706E+02  -0.215037E+05   0.110253E+01  -0.136699E+14
   0.439836E-04   0.207286E+08   0.207285E+08   0.273581E+08   0.273498E+08   0.207302E+08   0.207286E+08   0.207286E+08   0.207359E+08  -0.374650E+00   0.544445E+07   0.544444E+07   0.284413E+02  -0.173944E+05   0.110113E+01  -0.123788E+14
   0.485659E-04   0.207254E+08   0.207254E+08   0.272928E+08   0.272827E+08   0.207268E+08   0.207254E+08   0.207254E+08   0.207327E+08  -0.374592E+00   0.544376E+07   0.544375E+07   0.313853E+02  -0.140248E+05   0.109944E+01  -0.112094E+14
   0.536256E-04   0.207215E+08   0.207215E+08   0.272134E+08   0.272012E+08   0.207227E+08   0.207215E+08   0.207215E+08   0.207288E+08  -0.374521E+00   0.544292E+07   0.544291E+07   0.346294E+02  -0.112623E+05   0.109739E+01  -0.101502E+14
   0.592125E-04   0.207168E+08   0.207168E+08   0.271169E+08   0.271020E+08   0.207177E+08   0.207168E+08   0.207168E+08   0.207240E+08  -0.374435E+00   0.544189E+07   0.544189E+07   0.382027E+02  -0.899792E+04   0.109490E+01  -0.919079E+13
   0.653814E-04   0.207110E+08   0.207110E+08   0.269996E+08   0.269815E+08   0.207117E+08   0.207110E+08   0.207110E+08   0.207183E+08  -0.374331E+00   0.544065E+07   0.544065E+07   0.421364E+02  -0.714236E+04   0.109189E+01  -0.832172E+13
   0.721930E-04   0.207041E+08   0.207040E+08   0.268572E+08   0.268352E+08   0.207043E+08   0.207041E+08   0.207041E+08   0.207112E+08  -0.374203E+00   0.543915E+07   0.543914E+07   0.464640E+02  -0.562250E+04   0.108824E+01  -0.753445E+13
   0.797142E-04   0.206956E+08   0.206956E+08   0.266845E+08   0.266578E+08   0.206953E+08   0.206956E+08   0.206956E+08   0.207027E+08  -0.374049E+00   0.543732E+07   0.543731E+07   0.512210E+02  -0.437837E+04   0.108384E+01  -0.682127E+13
   0.880190E-04   0.206853E+08   0.206853E+08   0.264752E+08   0.264428E+08   0.206845E+08   0.206853E+08   0.206853E+08   0.206924E+08  -0.373861E+00   0.543511E+07   0.543510E+07   0.564449E+02  -0.336091E+04   0.107854E+01  -0.617515E+13
   0.971891E-04   0.206729E+08   0.206728E+08   0.262220E+08   0.261827E+08   0.206713E+08   0.206728E+08   0.206728E+08   0.206798E+08  -0.373634E+00   0.543244E+07   0.543242E+07   0.621747E+02  -0.252992E+04   0.107217E+01  -0.558976E+13
   0.107314E-03   0.206578E+08   0.206577E+08   0.259160E+08   0.258686E+08   0.206553E+08   0.206577E+08   0.206578E+08   0.206647E+08  -0.373359E+00   0.542921E+07   0.542919E+07   0.684500E+02  -0.185255E+04   0.106454E+01  -0.505935E+13
