#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c        ISW            log_grow       pert_vel    
   0.994668E-05   0.189621E+08   0.189621E+08   0.252690E+08   0.252686E+08   0.189644E+08   0.189621E+08   0.189621E+08   0.189688E+08  -0.385572E+00   0.498266E+07   0.498266E+07   0.633260E+01  -0.334339E+06   0.109593E+01  -0.500956E+14
   0.109829E-04   0.189620E+08   0.189620E+08   0.252658E+08   0.252653E+08   0.189643E+08   0.189620E+08   0.189620E+08   0.189687E+08  -0.385570E+00   0.498266E+07   0.498266E+07   0.699213E+01  -0.274004E+06   0.109585E+01  -0.453689E+14
   0.121272E-04   0.189619E+08   0.189619E+08   0.252620E+08   0.252614E+08   0.189642E+08   0.189619E+08   0.189619E+08   0.189686E+08  -0.385568E+00   0.498265E+07   0.498265E+07   0.772030E+01  -0.224517E+06   0.109576E+01  -0.410882E+14
   0.133906E-04   0.189617E+08   0.189617E+08   0.252573E+08   0.252566E+08   0.189640E+08   0.189617E+08   0.189617E+08   0.189685E+08  -0.385565E+00   0.498264E+07   0.498264E+07   0.852423E+01  -0.183927E+06   0.109564E+01  -0.372113E+14
   0.147857E-04   0.189616E+08   0.189616E+08   0.252517E+08   0.252507E+08   0.189638E+08   0.189616E+08   0.189616E+08   0.189683E+08  -0.385561E+00   0.498264E+07   0.498264E+07   0.941179E+01  -0.150636E+06   0.109551E+01  -0.337003E+14
   0.163261E-04   0.189614E+08   0.189613E+08   0.252447E+08   0.252436E+08   0.189636E+08   0.189614E+08   0.189614E+08   0.189681E+08  -0.385557E+00   0.498263E+07   0.498262E+07   0.103916E+02  -0.123331E+06   0.109534E+01  -0.305205E+14
   0.180270E-04   0.189611E+08   0.189611E+08   0.252363E+08   0.252349E+08   0.189633E+08   0.189611E+08   0.189611E+08   0.189679E+08  -0.385552E+00   0.498261E+07   0.498261E+07   0.114733E+02  -0.100936E+06   0.109513E+01  -0.276408E+14
   0.199051E-04   0.189608E+08   0.189608E+08   0.252260E+08   0.252243E+08   0.189630E+08   0.189608E+08   0.189608E+08   0.189675E+08  -0.385546E+00   0.498260E+07   0.498260E+07   0.126674E+02  -0.825671E+05   0.109488E+01  -0.250327E+14
   0.219788E-04   0.189604E+08   0.189604E+08   0.252134E+08   0.252113E+08   0.189626E+08   0.189604E+08   0.189604E+08   0.189672E+08  -0.385538E+00   0.498258E+07   0.498258E+07   0.139854E+02  -0.675014E+05   0.109458E+01  -0.226707E+14
   0.242687E-04   0.189600E+08   0.189600E+08   0.251981E+08   0.251956E+08   0.189621E+08   0.189600E+08   0.189600E+08   0.189667E+08  -0.385529E+00   0.498255E+07   0.498255E+07   0.154401E+02  -0.551448E+05   0.109421E+01  -0.205316E+14
   0.267970E-04   0.189594E+08   0.189594E+08   0.251795E+08   0.251764E+08   0.189615E+08   0.189594E+08   0.189594E+08   0.189662E+08  -0.385518E+00   0.498253E+07   0.498252E+07   0.170457E+02  -0.450101E+05   0.109376E+01  -0.185943E+14
   0.295888E-04   0.189588E+08   0.189588E+08   0.251568E+08   0.251530E+08   0.189608E+08   0.189588E+08   0.189588E+08   0.189655E+08  -0.385504E+00   0.498249E+07   0.498249E+07   0.188174E+02  -0.366979E+05   0.109321E+01  -0.168397E+14
   0.326714E-04   0.189580E+08   0.189579E+08   0.251291E+08   0.251245E+08   0.189599E+08   0.189580E+08   0.189580E+08   0.189647E+08  -0.385487E+00   0.498245E+07   0.498245E+07   0.207722E+02  -0.298807E+05   0.109254E+01  -0.152507E+14
   0.360752E-04   0.189570E+08   0.189570E+08   0.250954E+08   0.250898E+08   0.189588E+08   0.189570E+08   0.189570E+08   0.189637E+08  -0.385467E+00   0.498240E+07   0.498240E+07   0.229288E+02  -0.242896E+05   0.109172E+01  -0.138116E+14
   0.398336E-04   0.189558E+08   0.189558E+08   0.250544E+08   0.250476E+08   0.189575E+08   0.189558E+08   0.189558E+08   0.189625E+08  -0.385442E+00   0.498234E+07   0.498233E+07   0.253075E+02  -0.197043E+05   0.109073E+01  -0.125083E+14
   0.439836E-04   0.189543E+08   0.189543E+08   0.250044E+08   0.249962E+08   0.189559E+08   0.189543E+08   0.189543E+08   0.189610E+08  -0.385412E+00   0.498226E+07   0.498226E+07   0.279305E+02  -0.159441E+05   0.108952E+01  -0.113280E+14
   0.485659E-04   0.189525E+08   0.189525E+08   0.249436E+08   0.249336E+08   0.189539E+08   0.189525E+08   0.189525E+08   0.189592E+08  -0.385375E+00   0.498217E+07   0.498216E+07   0.308221E+02  -0.128607E+05   0.108806E+01  -0.102589E+14
   0.536256E-04   0.189504E+08   0.189503E+08   0.248697E+08   0.248575E+08   0.189515E+08   0.189504E+08   0.189504E+08   0.189570E+08  -0.385330E+00   0.498205E+07   0.498205E+07   0.340087E+02  -0.103327E+05   0.108628E+01  -0.929077E+13
