#           k/h    P           
 0.99999997E-04 0.21485537E+04
 0.10202013E-03 0.21825056E+04
 0.10408108E-03 0.22167178E+04
 0.10618366E-03 0.22511772E+04
 0.10832871E-03 0.22858706E+04
 0.11051710E-03 0.23207832E+04
 0.11274968E-03 0.23558997E+04
 0.11502737E-03 0.23912039E+04
 0.11735109E-03 0.24266782E+04
 0.11972173E-03 0.24623054E+04
 0.12214028E-03 0.24980667E+04
 0.12460767E-03 0.25339421E+04
 0.12712492E-03 0.25699111E+04
 0.12969300E-03 0.26059526E+04
 0.13231297E-03 0.26420442E+04
 0.13498588E-03 0.26781633E+04
 0.13771278E-03 0.27142856E+04
 0.14049475E-03 0.27503872E+04
 0.14333293E-03 0.27864421E+04
 0.14622846E-03 0.28224246E+04
 0.14918247E-03 0.28583079E+04
 0.15219615E-03 0.28940649E+04
 0.15527071E-03 0.29296680E+04
 0.15840739E-03 0.29650884E+04
 0.16160744E-03 0.30002971E+04
 0.16487212E-03 0.30352654E+04
 0.16820275E-03 0.30699634E+04
 0.17160067E-03 0.31043616E+04
 0.17506724E-03 0.31384294E+04
 0.17860383E-03 0.31721365E+04
 0.18221186E-03 0.32054524E+04
 0.18589280E-03 0.32383484E+04
 0.18964807E-03 0.32707942E+04
 0.19347922E-03 0.33027598E+04
 0.19738778E-03 0.33342153E+04
 0.20137527E-03 0.33651321E+04
 0.20544330E-03 0.33954827E+04
 0.20959355E-03 0.34252393E+04
 0.21382760E-03 0.34543745E+04
 0.21814722E-03 0.34828608E+04
 0.22255408E-03 0.35106741E+04
 0.22704997E-03 0.35377908E+04
 0.23163669E-03 0.35641885E+04
 0.23631606E-03 0.35898442E+04
 0.24108996E-03 0.36147366E+04
 0.24596031E-03 0.36388472E+04
 0.25092901E-03 0.36621599E+04
 0.25599814E-03 0.36846592E+04
 0.26116965E-03 0.37063293E+04
 0.26644560E-03 0.37271567E+04
 0.27182818E-03 0.37471313E+04
 0.27731949E-03 0.37662456E+04
 0.28292168E-03 0.37844919E+04
 0.28863709E-03 0.38018643E+04
 0.29446793E-03 0.38183577E+04
 0.30041661E-03 0.38339719E+04
 0.30648540E-03 0.38487087E+04
 0.31267683E-03 0.38625708E+04
 0.31899329E-03 0.38755610E+04
 0.32543740E-03 0.38876851E+04
 0.33201167E-03 0.38989517E+04
 0.33871876E-03 0.39093726E+04
 0.34556136E-03 0.39189595E+04
 0.35254212E-03 0.39277251E+04
 0.35966394E-03 0.39356838E+04
 0.36692963E-03 0.39428540E+04
 0.37434211E-03 0.39492554E+04
 0.38190430E-03 0.39549082E+04
 0.38961932E-03 0.39598335E+04
 0.39749016E-03 0.39640540E+04
 0.40552000E-03 0.39675947E+04
 0.41371203E-03 0.39704824E+04
 0.42206954E-03 0.39727441E+04
 0.43059592E-03 0.39744070E+04
 0.43929456E-03 0.39754998E+04
 0.44816890E-03 0.39760530E+04
 0.45722249E-03 0.39760977E+04
 0.46645897E-03 0.39756655E+04
 0.47588209E-03 0.39747883E+04
 0.48549555E-03 0.39734978E+04
 0.49530319E-03 0.39718281E+04
 0.50530903E-03 0.39698123E+04
 0.51551696E-03 0.39674846E+04
 0.52593107E-03 0.39648787E+04
 0.53655554E-03 0.39620283E+04
 0.54739468E-03 0.39589678E+04
 0.55845280E-03 0.39557312E+04
 0.56973431E-03 0.39523530E+04
 0.58124372E-03 0.39488669E+04
 0.59298560E-03 0.39453069E+04
 0.60496473E-03 0.39417061E+04
 0.61718578E-03 0.39380974E+04
 0.62965375E-03 0.39345142E+04
 0.64237369E-03 0.39309890E+04
 0.65535045E-03 0.39275542E+04
 0.66858943E-03 0.39242410E+04
 0.68209582E-03 0.39210798E+04
 0.69587503E-03 0.39181021E+04
 0.70993265E-03 0.39153384E+04
 0.72427420E-03 0.39128181E+04
 0.73890563E-03 0.39105701E+04
 0.75383246E-03 0.39086218E+04
 0.76906086E-03 0.39070022E+04
 0.78459689E-03 0.39057388E+04
 0.80044678E-03 0.39048586E+04
 0.81661687E-03 0.39043867E+04
 0.83311368E-03 0.39043484E+04
 0.84994361E-03 0.39047686E+04
 0.86711359E-03 0.39056726E+04
 0.88463066E-03 0.39070845E+04
 0.90250134E-03 0.39090261E+04
 0.92073303E-03 0.39115195E+04
 0.93933311E-03 0.39145874E+04
 0.95830887E-03 0.39182524E+04
 0.97766798E-03 0.39225352E+04
 0.99741819E-03 0.39274551E+04
 0.10175674E-02 0.39330312E+04
 0.10381236E-02 0.39392834E+04
 0.10590950E-02 0.39462317E+04
 0.10804901E-02 0.39538945E+04
 0.11023175E-02 0.39622881E+04
 0.11245857E-02 0.39714294E+04
 0.11473041E-02 0.39813362E+04
 0.11704812E-02 0.39920261E+04
 0.11941264E-02 0.40035149E+04
 0.12182494E-02 0.40158171E+04
 0.12428596E-02 0.40289475E+04
 0.12679670E-02 0.40429214E+04
 0.12935817E-02 0.40577542E+04
 0.13197137E-02 0.40734600E+04
 0.13463736E-02 0.40900508E+04
 0.13735722E-02 0.41075396E+04
 0.14013201E-02 0.41259395E+04
 0.14296286E-02 0.41452646E+04
 0.14585090E-02 0.41655264E+04
 0.14879731E-02 0.41867354E+04
 0.15180323E-02 0.42089019E+04
 0.15486985E-02 0.42320381E+04
 0.15799842E-02 0.42561553E+04
 0.16119020E-02 0.42812632E+04
 0.16444647E-02 0.43073706E+04
 0.16776850E-02 0.43344863E+04
 0.17115764E-02 0.43626206E+04
 0.17461524E-02 0.43917822E+04
 0.17814270E-02 0.44219800E+04
 0.18174142E-02 0.44532197E+04
 0.18541284E-02 0.44855093E+04
 0.18915841E-02 0.45188550E+04
 0.19297971E-02 0.45532656E+04
 0.19687817E-02 0.45887456E+04
 0.20085536E-02 0.46253003E+04
 0.20491290E-02 0.46629341E+04
 0.20905242E-02 0.47016519E+04
 0.21327557E-02 0.47414585E+04
 0.21758399E-02 0.47823569E+04
 0.22197948E-02 0.48243501E+04
 0.22646377E-02 0.48674399E+04
 0.23103864E-02 0.49116289E+04
 0.23570592E-02 0.49569189E+04
 0.24046749E-02 0.50033110E+04
 0.24532524E-02 0.50508042E+04
 0.25028118E-02 0.50993975E+04
