#           k/h    P           
 0.99999997E-04 0.59790588E+03
 0.10202013E-03 0.60936505E+03
 0.10408108E-03 0.62103870E+03
 0.10618366E-03 0.63293066E+03
 0.10832871E-03 0.64504474E+03
 0.11051710E-03 0.65738470E+03
 0.11274968E-03 0.66995447E+03
 0.11502737E-03 0.68275800E+03
 0.11735109E-03 0.69579932E+03
 0.11972173E-03 0.70908246E+03
 0.12214028E-03 0.72261151E+03
 0.12460767E-03 0.73639062E+03
 0.12712492E-03 0.75042401E+03
 0.12969300E-03 0.76471588E+03
 0.13231297E-03 0.77927057E+03
 0.13498588E-03 0.79409235E+03
 0.13771278E-03 0.80918567E+03
 0.14049475E-03 0.82455499E+03
 0.14333293E-03 0.84020477E+03
 0.14622846E-03 0.85613959E+03
 0.14918247E-03 0.87236401E+03
 0.15219615E-03 0.88888269E+03
 0.15527071E-03 0.90570038E+03
 0.15840739E-03 0.92282172E+03
 0.16160744E-03 0.94025165E+03
 0.16487212E-03 0.95799493E+03
 0.16820275E-03 0.97605646E+03
 0.17160067E-03 0.99444110E+03
 0.17506724E-03 0.10131539E+04
 0.17860383E-03 0.10322000E+04
 0.18221186E-03 0.10515842E+04
 0.18589280E-03 0.10713119E+04
 0.18964807E-03 0.10913881E+04
 0.19347922E-03 0.11118181E+04
 0.19738778E-03 0.11326072E+04
 0.20137527E-03 0.11537606E+04
 0.20544330E-03 0.11752838E+04
 0.20959355E-03 0.11971823E+04
 0.21382760E-03 0.12194613E+04
 0.21814722E-03 0.12421266E+04
 0.22255408E-03 0.12651836E+04
 0.22704997E-03 0.12886381E+04
 0.23163669E-03 0.13124956E+04
 0.23631606E-03 0.13367621E+04
 0.24108996E-03 0.13614432E+04
 0.24596031E-03 0.13865449E+04
 0.25092901E-03 0.14120731E+04
 0.25599814E-03 0.14380338E+04
 0.26116965E-03 0.14644332E+04
 0.26644560E-03 0.14912772E+04
 0.27182818E-03 0.15185721E+04
 0.27731949E-03 0.15463245E+04
 0.28292168E-03 0.15745404E+04
 0.28863709E-03 0.16032266E+04
 0.29446793E-03 0.16323894E+04
 0.30041661E-03 0.16620356E+04
 0.30648540E-03 0.16921720E+04
 0.31267683E-03 0.17228054E+04
 0.31899329E-03 0.17539427E+04
 0.32543740E-03 0.17855911E+04
 0.33201167E-03 0.18177576E+04
 0.33871876E-03 0.18504495E+04
