#           k/h    P           
 0.99999997E-04 0.17483541E+04
 0.10202013E-03 0.17808778E+04
 0.10408108E-03 0.18139290E+04
 0.10618366E-03 0.18475105E+04
 0.10832871E-03 0.18816249E+04
 0.11051710E-03 0.19162740E+04
 0.11274968E-03 0.19514590E+04
 0.11502737E-03 0.19871804E+04
 0.11735109E-03 0.20234387E+04
 0.11972173E-03 0.20602336E+04
 0.12214028E-03 0.20975642E+04
 0.12460767E-03 0.21354282E+04
 0.12712492E-03 0.21738230E+04
 0.12969300E-03 0.22127451E+04
 0.13231297E-03 0.22521912E+04
 0.13498588E-03 0.22921560E+04
 0.13771278E-03 0.23326331E+04
 0.14049475E-03 0.23736157E+04
 0.14333293E-03 0.24150964E+04
 0.14622846E-03 0.24570664E+04
 0.14918247E-03 0.24995161E+04
 0.15219615E-03 0.25424341E+04
 0.15527071E-03 0.25858081E+04
 0.15840739E-03 0.26296255E+04
 0.16160744E-03 0.26738716E+04
 0.16487212E-03 0.27185315E+04
 0.16820275E-03 0.27635876E+04
 0.17160067E-03 0.28090227E+04
 0.17506724E-03 0.28548171E+04
 0.17860383E-03 0.29009512E+04
 0.18221186E-03 0.29474031E+04
 0.18589280E-03 0.29941504E+04
 0.18964807E-03 0.30411689E+04
 0.19347922E-03 0.30884341E+04
 0.19738778E-03 0.31359192E+04
 0.20137527E-03 0.31835972E+04
 0.20544330E-03 0.32314402E+04
 0.20959355E-03 0.32794189E+04
 0.21382760E-03 0.33275027E+04
 0.21814722E-03 0.33756599E+04
 0.22255408E-03 0.34238591E+04
 0.22704997E-03 0.34720684E+04
 0.23163669E-03 0.35202542E+04
 0.23631606E-03 0.35683826E+04
 0.24108996E-03 0.36164182E+04
 0.24596031E-03 0.36643276E+04
 0.25092901E-03 0.37120762E+04
 0.25599814E-03 0.37596292E+04
 0.26116965E-03 0.38069507E+04
 0.26644560E-03 0.38540049E+04
 0.27182818E-03 0.39007578E+04
 0.27731949E-03 0.39471763E+04
 0.28292168E-03 0.39932266E+04
 0.28863709E-03 0.40388743E+04
 0.29446793E-03 0.40840854E+04
 0.30041661E-03 0.41288296E+04
 0.30648540E-03 0.41730776E+04
 0.31267683E-03 0.42167998E+04
 0.31899329E-03 0.42599658E+04
 0.32543740E-03 0.43025479E+04
 0.33201167E-03 0.43445215E+04
 0.33871876E-03 0.43858638E+04
 0.34556136E-03 0.44265522E+04
 0.35254212E-03 0.44665654E+04
 0.35966394E-03 0.45058818E+04
 0.36692963E-03 0.45444868E+04
 0.37434211E-03 0.45823657E+04
 0.38190430E-03 0.46195063E+04
 0.38961932E-03 0.46558960E+04
 0.39749016E-03 0.46915239E+04
 0.40552000E-03 0.47263853E+04
 0.41371203E-03 0.47604766E+04
 0.42206954E-03 0.47937949E+04
 0.43059592E-03 0.48263398E+04
 0.43929456E-03 0.48581108E+04
 0.44816890E-03 0.48891138E+04
 0.45722249E-03 0.49193564E+04
 0.46645897E-03 0.49488472E+04
 0.47588209E-03 0.49775952E+04
 0.48549555E-03 0.50056113E+04
 0.49530319E-03 0.50329126E+04
 0.50530903E-03 0.50595156E+04
 0.51551696E-03 0.50854390E+04
 0.52593107E-03 0.51107017E+04
 0.53655554E-03 0.51353257E+04
 0.54739468E-03 0.51593350E+04
 0.55845280E-03 0.51827559E+04
 0.56973431E-03 0.52056157E+04
 0.58124372E-03 0.52279419E+04
 0.59298560E-03 0.52497637E+04
 0.60496473E-03 0.52711123E+04
 0.61718578E-03 0.52920215E+04
 0.62965375E-03 0.53125234E+04
 0.64237369E-03 0.53326533E+04
 0.65535045E-03 0.53524453E+04
 0.66858943E-03 0.53719365E+04
 0.68209582E-03 0.53911641E+04
 0.69587503E-03 0.54101655E+04
 0.70993265E-03 0.54289800E+04
 0.72427420E-03 0.54476460E+04
 0.73890563E-03 0.54662026E+04
 0.75383246E-03 0.54846899E+04
 0.76906086E-03 0.55031475E+04
 0.78459689E-03 0.55216167E+04
 0.80044678E-03 0.55401377E+04
 0.81661687E-03 0.55587510E+04
 0.83311368E-03 0.55774971E+04
 0.84994361E-03 0.55964170E+04
 0.86711359E-03 0.56155527E+04
 0.88463066E-03 0.56349443E+04
 0.90250134E-03 0.56546323E+04
 0.92073303E-03 0.56746558E+04
 0.93933311E-03 0.56950557E+04
 0.95830887E-03 0.57158726E+04
 0.97766798E-03 0.57371465E+04
 0.99741819E-03 0.57589146E+04
