#           k/h    P           
 0.99999997E-04 0.14347012E+04
 0.10202013E-03 0.14592444E+04
 0.10408108E-03 0.14840870E+04
 0.10618366E-03 0.15092262E+04
 0.10832871E-03 0.15346589E+04
 0.11051710E-03 0.15603813E+04
 0.11274968E-03 0.15863896E+04
 0.11502737E-03 0.16126790E+04
 0.11735109E-03 0.16392446E+04
 0.11972173E-03 0.16660812E+04
 0.12214028E-03 0.16931827E+04
 0.12460767E-03 0.17205431E+04
 0.12712492E-03 0.17481552E+04
 0.12969300E-03 0.17760116E+04
 0.13231297E-03 0.18041047E+04
 0.13498588E-03 0.18324260E+04
 0.13771278E-03 0.18609667E+04
 0.14049475E-03 0.18897172E+04
 0.14333293E-03 0.19186676E+04
 0.14622846E-03 0.19478076E+04
 0.14918247E-03 0.19771261E+04
 0.15219615E-03 0.20066116E+04
 0.15527071E-03 0.20362521E+04
 0.15840739E-03 0.20660352E+04
 0.16160744E-03 0.20959475E+04
 0.16487212E-03 0.21259758E+04
 0.16820275E-03 0.21561064E+04
 0.17160067E-03 0.21863247E+04
 0.17506724E-03 0.22166157E+04
 0.17860383E-03 0.22469641E+04
 0.18221186E-03 0.22773545E+04
 0.18589280E-03 0.23077710E+04
 0.18964807E-03 0.23381978E+04
 0.19347922E-03 0.23686179E+04
 0.19738778E-03 0.23990142E+04
 0.20137527E-03 0.24293704E+04
 0.20544330E-03 0.24596689E+04
 0.20959355E-03 0.24898936E+04
 0.21382760E-03 0.25200259E+04
 0.21814722E-03 0.25500488E+04
 0.22255408E-03 0.25799451E+04
 0.22704997E-03 0.26096978E+04
 0.23163669E-03 0.26392905E+04
 0.23631606E-03 0.26687056E+04
 0.24108996E-03 0.26979263E+04
 0.24596031E-03 0.27269363E+04
 0.25092901E-03 0.27557207E+04
 0.25599814E-03 0.27842639E+04
 0.26116965E-03 0.28125508E+04
 0.26644560E-03 0.28405657E+04
 0.27182818E-03 0.28682959E+04
 0.27731949E-03 0.28957283E+04
 0.28292168E-03 0.29228511E+04
 0.28863709E-03 0.29496514E+04
 0.29446793E-03 0.29761179E+04
 0.30041661E-03 0.30022412E+04
 0.30648540E-03 0.30280127E+04
 0.31267683E-03 0.30534243E+04
 0.31899329E-03 0.30784683E+04
 0.32543740E-03 0.31031375E+04
 0.33201167E-03 0.31274272E+04
 0.33871876E-03 0.31513342E+04
 0.34556136E-03 0.31748555E+04
 0.35254212E-03 0.31979883E+04
 0.35966394E-03 0.32207310E+04
 0.36692963E-03 0.32430845E+04
 0.37434211E-03 0.32650510E+04
 0.38190430E-03 0.32866328E+04
 0.38961932E-03 0.33078335E+04
 0.39749016E-03 0.33286565E+04
 0.40552000E-03 0.33491091E+04
 0.41371203E-03 0.33691982E+04
 0.42206954E-03 0.33889326E+04
 0.43059592E-03 0.34083206E+04
 0.43929456E-03 0.34273716E+04
 0.44816890E-03 0.34460977E+04
 0.45722249E-03 0.34645115E+04
