#           k/h    P           
 0.99999997E-04 0.80163544E+03
 0.10202013E-03 0.81579913E+03
 0.10408108E-03 0.83016052E+03
 0.10618366E-03 0.84471930E+03
 0.10832871E-03 0.85947528E+03
 0.11051710E-03 0.87442780E+03
 0.11274968E-03 0.88957611E+03
 0.11502737E-03 0.90491919E+03
 0.11735109E-03 0.92045575E+03
 0.11972173E-03 0.93618445E+03
 0.12214028E-03 0.95210358E+03
 0.12460767E-03 0.96821118E+03
 0.12712492E-03 0.98450507E+03
 0.12969300E-03 0.10009827E+04
 0.13231297E-03 0.10176415E+04
 0.13498588E-03 0.10344785E+04
 0.13771278E-03 0.10514901E+04
 0.14049475E-03 0.10686729E+04
 0.14333293E-03 0.10860227E+04
 0.14622846E-03 0.11035354E+04
 0.14918247E-03 0.11212064E+04
 0.15219615E-03 0.11390309E+04
 0.15527071E-03 0.11570034E+04
 0.15840739E-03 0.11751185E+04
 0.16160744E-03 0.11933704E+04
 0.16487212E-03 0.12117527E+04
 0.16820275E-03 0.12302588E+04
 0.17160067E-03 0.12488818E+04
 0.17506724E-03 0.12676146E+04
 0.17860383E-03 0.12864495E+04
 0.18221186E-03 0.13053784E+04
 0.18589280E-03 0.13243936E+04
 0.18964807E-03 0.13434863E+04
 0.19347922E-03 0.13626478E+04
 0.19738778E-03 0.13818691E+04
 0.20137527E-03 0.14011407E+04
 0.20544330E-03 0.14204534E+04
 0.20959355E-03 0.14397971E+04
 0.21382760E-03 0.14591621E+04
 0.21814722E-03 0.14785377E+04
 0.22255408E-03 0.14979141E+04
 0.22704997E-03 0.15172809E+04
 0.23163669E-03 0.15366278E+04
 0.23631606E-03 0.15559440E+04
 0.24108996E-03 0.15752189E+04
 0.24596031E-03 0.15944421E+04
 0.25092901E-03 0.16136035E+04
 0.25599814E-03 0.16326929E+04
 0.26116965E-03 0.16516996E+04
 0.26644560E-03 0.16706135E+04
 0.27182818E-03 0.16894250E+04
 0.27731949E-03 0.17081251E+04
 0.28292168E-03 0.17267048E+04
 0.28863709E-03 0.17451548E+04
 0.29446793E-03 0.17634663E+04
 0.30041661E-03 0.17816320E+04
 0.30648540E-03 0.17996448E+04
 0.31267683E-03 0.18174980E+04
 0.31899329E-03 0.18351852E+04
 0.32543740E-03 0.18526998E+04
 0.33201167E-03 0.18700377E+04
 0.33871876E-03 0.18871954E+04
 0.34556136E-03 0.19041693E+04
 0.35254212E-03 0.19209564E+04
 0.35966394E-03 0.19375541E+04
 0.36692963E-03 0.19539620E+04
 0.37434211E-03 0.19701808E+04
 0.38190430E-03 0.19862111E+04
 0.38961932E-03 0.20020538E+04
 0.39749016E-03 0.20177113E+04
 0.40552000E-03 0.20331873E+04
 0.41371203E-03 0.20484868E+04
 0.42206954E-03 0.20636152E+04
 0.43059592E-03 0.20785781E+04
 0.43929456E-03 0.20933818E+04
 0.44816890E-03 0.21080354E+04
 0.45722249E-03 0.21225481E+04
 0.46645897E-03 0.21369292E+04
 0.47588209E-03 0.21511892E+04
 0.48549555E-03 0.21653391E+04
 0.49530319E-03 0.21793911E+04
 0.50530903E-03 0.21933589E+04
 0.51551696E-03 0.22072556E+04
 0.52593107E-03 0.22210952E+04
 0.53655554E-03 0.22348928E+04
 0.54739468E-03 0.22486638E+04
 0.55845280E-03 0.22624243E+04
 0.56973431E-03 0.22761914E+04
 0.58124372E-03 0.22899817E+04
 0.59298560E-03 0.23038130E+04
 0.60496473E-03 0.23177029E+04
 0.61718578E-03 0.23316694E+04
 0.62965375E-03 0.23457317E+04
 0.64237369E-03 0.23599084E+04
 0.65535045E-03 0.23742188E+04
 0.66858943E-03 0.23886816E+04
 0.68209582E-03 0.24033162E+04
 0.69587503E-03 0.24181423E+04
 0.70993265E-03 0.24331802E+04
 0.72427420E-03 0.24484497E+04
 0.73890563E-03 0.24639695E+04
 0.75383246E-03 0.24797595E+04
 0.76906086E-03 0.24958396E+04
 0.78459689E-03 0.25122297E+04
 0.80044678E-03 0.25289502E+04
 0.81661687E-03 0.25460193E+04
 0.83311368E-03 0.25634558E+04
 0.84994361E-03 0.25812798E+04
 0.86711359E-03 0.25995110E+04
 0.88463066E-03 0.26181682E+04
 0.90250134E-03 0.26372695E+04
 0.92073303E-03 0.26568325E+04
 0.93933311E-03 0.26768762E+04
 0.95830887E-03 0.26974192E+04
 0.97766798E-03 0.27184795E+04
 0.99741819E-03 0.27400737E+04
 0.10175674E-02 0.27622188E+04
 0.10381236E-02 0.27849316E+04
 0.10590950E-02 0.28082307E+04
 0.10804901E-02 0.28321321E+04
 0.11023175E-02 0.28566509E+04
 0.11245857E-02 0.28818030E+04
 0.11473041E-02 0.29076038E+04
 0.11704812E-02 0.29340698E+04
 0.11941264E-02 0.29612161E+04
 0.12182494E-02 0.29890562E+04
 0.12428596E-02 0.30176042E+04
 0.12679670E-02 0.30468748E+04
 0.12935817E-02 0.30768826E+04
 0.13197137E-02 0.31076406E+04
 0.13463736E-02 0.31391616E+04
 0.13735722E-02 0.31714575E+04
 0.14013201E-02 0.32045415E+04
 0.14296286E-02 0.32384263E+04
 0.14585090E-02 0.32731238E+04
 0.14879731E-02 0.33086440E+04
 0.15180323E-02 0.33449978E+04
 0.15486985E-02 0.33821963E+04
 0.15799842E-02 0.34202505E+04
 0.16119020E-02 0.34591694E+04
 0.16444647E-02 0.34989626E+04
 0.16776850E-02 0.35396389E+04
 0.17115764E-02 0.35812070E+04
 0.17461524E-02 0.36236763E+04
 0.17814270E-02 0.36670540E+04
 0.18174142E-02 0.37113472E+04
 0.18541284E-02 0.37565632E+04
 0.18915841E-02 0.38027083E+04
 0.19297971E-02 0.38497891E+04
 0.19687817E-02 0.38978115E+04
 0.20085536E-02 0.39467800E+04
 0.20491290E-02 0.39966992E+04
 0.20905242E-02 0.40475737E+04
 0.21327557E-02 0.40994072E+04
 0.21758399E-02 0.41522031E+04
 0.22197948E-02 0.42059634E+04
 0.22646377E-02 0.42606904E+04
 0.23103864E-02 0.43163857E+04
 0.23570592E-02 0.43730503E+04
 0.24046749E-02 0.44306846E+04
 0.24532524E-02 0.44892881E+04
 0.25028118E-02 0.45488604E+04
 0.25533722E-02 0.46093994E+04
 0.26049537E-02 0.46709043E+04
 0.26575772E-02 0.47333716E+04
 0.27112637E-02 0.47967974E+04
 0.27660348E-02 0.48611787E+04
 0.28219123E-02 0.49265098E+04
 0.28789188E-02 0.49927852E+04
 0.29370766E-02 0.50599985E+04
 0.29964095E-02 0.51281436E+04
 0.30569409E-02 0.51972119E+04
 0.31186952E-02 0.52671953E+04
 0.31816978E-02 0.53380840E+04
 0.32459723E-02 0.54098677E+04
 0.33115451E-02 0.54825352E+04
 0.33784427E-02 0.55560742E+04
 0.34466919E-02 0.56304717E+04
 0.35163197E-02 0.57057134E+04
 0.35873537E-02 0.57817842E+04
 0.36598232E-02 0.58586680E+04
 0.37337563E-02 0.59363481E+04
 0.38091831E-02 0.60148062E+04
 0.38861334E-02 0.60940220E+04
 0.39646388E-02 0.61739766E+04
 0.40447293E-02 0.62546479E+04
 0.41264393E-02 0.63360142E+04
 0.42097992E-02 0.64180513E+04
 0.42948425E-02 0.65007339E+04
 0.43816040E-02 0.65840337E+04
 0.44701183E-02 0.66679214E+04
 0.45604203E-02 0.67523657E+04
 0.46525472E-02 0.68373335E+04
 0.47465344E-02 0.69227939E+04
 0.48424210E-02 0.70087197E+04
 0.49402444E-02 0.70950845E+04
 0.50400435E-02 0.71818594E+04
 0.51418589E-02 0.72690161E+04
 0.52457317E-02 0.73565171E+04
 0.53517036E-02 0.74443101E+04
 0.54598148E-02 0.75323394E+04
 0.55701104E-02 0.76205459E+04
 0.56826337E-02 0.77088696E+04
 0.57974309E-02 0.77972544E+04
 0.59145465E-02 0.78856553E+04
 0.60340283E-02 0.79740293E+04
 0.61559235E-02 0.80623301E+04
 0.62802811E-02 0.81505112E+04
 0.64071510E-02 0.82385205E+04
 0.65365843E-02 0.83262988E+04
 0.66686315E-02 0.84137822E+04
 0.68033468E-02 0.85009072E+04
 0.69407835E-02 0.85876074E+04
 0.70809964E-02 0.86738154E+04
 0.72240415E-02 0.87594619E+04
 0.73699774E-02 0.88444736E+04
 0.75188605E-02 0.89287793E+04
 0.76707508E-02 0.90123027E+04
 0.78257136E-02 0.90949688E+04
 0.79838037E-02 0.91766973E+04
 0.81450874E-02 0.92574062E+04
 0.83096288E-02 0.93370146E+04
 0.84774951E-02 0.94154385E+04
 0.86487513E-02 0.94925898E+04
 0.88234674E-02 0.95683789E+04
 0.90017123E-02 0.96427129E+04
 0.91835596E-02 0.97155000E+04
 0.93690790E-02 0.97866455E+04
 0.95583471E-02 0.98560527E+04
 0.97514391E-02 0.99236221E+04
 0.99484306E-02 0.99892539E+04
 0.10149402E-01 0.10052847E+05
 0.10354433E-01 0.10114299E+05
 0.10563606E-01 0.10173499E+05
 0.10777006E-01 0.10230327E+05
 0.10994715E-01 0.10284661E+05
 0.11216822E-01 0.10336379E+05
 0.11443418E-01 0.10385361E+05
 0.11674589E-01 0.10431511E+05
 0.11910431E-01 0.10474747E+05
 0.12151038E-01 0.10514993E+05
 0.12396505E-01 0.10552175E+05
 0.12646930E-01 0.10586211E+05
 0.12902415E-01 0.10616915E+05
 0.13163067E-01 0.10644025E+05
 0.13428980E-01 0.10667276E+05
 0.13700262E-01 0.10686407E+05
 0.13977026E-01 0.10701192E+05
 0.14259379E-01 0.10711800E+05
 0.14547437E-01 0.10718658E+05
 0.14841316E-01 0.10722207E+05
 0.15141129E-01 0.10722889E+05
 0.15447001E-01 0.10721069E+05
 0.15759049E-01 0.10716306E+05
 0.16077405E-01 0.10707688E+05
 0.16402189E-01 0.10694308E+05
 0.16733535E-01 0.10675269E+05
 0.17071573E-01 0.10649785E+05
 0.17416442E-01 0.10617942E+05
 0.17768279E-01 0.10580267E+05
 0.18127220E-01 0.10537293E+05
 0.18493414E-01 0.10489558E+05
 0.18867005E-01 0.10437500E+05
 0.19248145E-01 0.10380852E+05
 0.19636983E-01 0.10319040E+05
 0.20033674E-01 0.10251514E+05
 0.20438381E-01 0.10177748E+05
 0.20851264E-01 0.10097361E+05
 0.21272486E-01 0.10010745E+05
 0.21702228E-01 0.99185850E+04
 0.22140643E-01 0.98215586E+04
 0.22587912E-01 0.97203311E+04
 0.23044219E-01 0.96154824E+04
 0.23509743E-01 0.95071895E+04
 0.23984671E-01 0.93954951E+04
 0.24469191E-01 0.92804492E+04
 0.24963502E-01 0.91621123E+04
 0.25467798E-01 0.90405342E+04
 0.25982281E-01 0.89157021E+04
 0.26507158E-01 0.87875918E+04
 0.27042639E-01 0.86561934E+04
 0.27588934E-01 0.85215146E+04
 0.28146267E-01 0.83836367E+04
 0.28714858E-01 0.82429189E+04
 0.29294936E-01 0.80997817E+04
 0.29886734E-01 0.79546313E+04
 0.30490484E-01 0.78078608E+04
 0.31106433E-01 0.76598960E+04
 0.31734824E-01 0.75113257E+04
 0.32375909E-01 0.73627456E+04
 0.33029947E-01 0.72147129E+04
 0.33697195E-01 0.70677461E+04
 0.34377921E-01 0.69222910E+04
 0.35072401E-01 0.67786450E+04
 0.35780910E-01 0.66370610E+04
 0.36503751E-01 0.64977690E+04
 0.37241172E-01 0.63609790E+04
 0.37993494E-01 0.62269570E+04
 0.38761012E-01 0.60961562E+04
 0.39544035E-01 0.59690269E+04
 0.40342879E-01 0.58459771E+04
 0.41157857E-01 0.57273750E+04
 0.41989300E-01 0.56134639E+04
 0.42837542E-01 0.55042378E+04
 0.43702915E-01 0.53996504E+04
 0.44585772E-01 0.52996553E+04
 0.45486465E-01 0.52042041E+04
 0.46405349E-01 0.51132012E+04
 0.47342800E-01 0.50264893E+04
 0.48299186E-01 0.49439165E+04
 0.49274895E-01 0.48653394E+04
 0.50270312E-01 0.47905620E+04
 0.51285837E-01 0.47191890E+04
 0.52321881E-01 0.46508013E+04
 0.53378850E-01 0.45850034E+04
 0.54457176E-01 0.45213818E+04
 0.55557281E-01 0.44594082E+04
 0.56679614E-01 0.43985508E+04
 0.57824615E-01 0.43383052E+04
 0.58992747E-01 0.42781484E+04
 0.60184479E-01 0.42175181E+04
 0.61400317E-01 0.41558784E+04
 0.62640682E-01 0.40926484E+04
 0.63906111E-01 0.40268425E+04
 0.65197095E-01 0.39573936E+04
 0.66514164E-01 0.38834126E+04
 0.67857832E-01 0.38051360E+04
 0.69228657E-01 0.37234873E+04
 0.70627168E-01 0.36392471E+04
 0.72053924E-01 0.35516804E+04
 0.73509507E-01 0.34591155E+04
 0.74994497E-01 0.33603477E+04
 0.76509491E-01 0.32564995E+04
 0.78055084E-01 0.31496587E+04
 0.79631895E-01 0.30415100E+04
 0.81240565E-01 0.29328611E+04
 0.82881734E-01 0.28243206E+04
 0.84556051E-01 0.27167588E+04
 0.86264193E-01 0.26112490E+04
 0.88006847E-01 0.25087937E+04
 0.89784704E-01 0.24104583E+04
 0.91598473E-01 0.23171768E+04
 0.93448877E-01 0.22297725E+04
 0.95336676E-01 0.21490454E+04
 0.97262599E-01 0.20756670E+04
 0.99227436E-01 0.20099259E+04
 0.10123201E+00 0.19517571E+04
 0.10327702E+00 0.19009856E+04
 0.10536335E+00 0.18568064E+04
 0.10749183E+00 0.18182538E+04
 0.10966332E+00 0.17841682E+04
 0.11187866E+00 0.17531084E+04
 0.11413875E+00 0.17236720E+04
 0.11644451E+00 0.16944080E+04
 0.11879683E+00 0.16639434E+04
 0.12119669E+00 0.16310850E+04
 0.12364503E+00 0.15948032E+04
 0.12614281E+00 0.15544269E+04
 0.12869108E+00 0.15095778E+04
 0.13129081E+00 0.14603228E+04
 0.13394305E+00 0.14070769E+04
 0.13664888E+00 0.13506654E+04
 0.13940936E+00 0.12921783E+04
 0.14222562E+00 0.12330563E+04
 0.14509876E+00 0.11748539E+04
 0.14802995E+00 0.11192889E+04
 0.15102035E+00 0.10678904E+04
 0.15407117E+00 0.10218712E+04
 0.15718360E+00 0.98185187E+03
 0.16035892E+00 0.94785400E+03
 0.16359837E+00 0.91929083E+03
 0.16690327E+00 0.89524988E+03
 0.17027503E+00 0.87457867E+03
 0.17371480E+00 0.85597589E+03
 0.17722408E+00 0.83800470E+03
 0.18080424E+00 0.81909601E+03
 0.18445672E+00 0.79786279E+03
 0.18818299E+00 0.77341046E+03
 0.19198453E+00 0.74562329E+03
 0.19586287E+00 0.71516687E+03
 0.19981956E+00 0.68314410E+03
 0.20385619E+00 0.65083459E+03
 0.20797436E+00 0.61953461E+03
 0.21217570E+00 0.59048102E+03
 0.21646193E+00 0.56465668E+03
 0.22083476E+00 0.54254639E+03
 0.22529592E+00 0.52400629E+03
 0.22984719E+00 0.50832980E+03
 0.23449039E+00 0.49444775E+03
 0.23922741E+00 0.48112650E+03
 0.24406013E+00 0.46718951E+03
 0.24899045E+00 0.45181750E+03
 0.25402039E+00 0.43478979E+03
 0.25915194E+00 0.41647672E+03
 0.26438716E+00 0.39763080E+03
 0.26972812E+00 0.37917392E+03
 0.27517700E+00 0.36200476E+03
 0.28073606E+00 0.34674487E+03
 0.28640729E+00 0.33352109E+03
 0.29219311E+00 0.32197336E+03
 0.29809579E+00 0.31144019E+03
 0.30411756E+00 0.30116507E+03
 0.31026131E+00 0.29051120E+03
 0.31652883E+00 0.27919714E+03
